# W: 25
# H: 10
# R_BOLA: 0.2
#         t             x0             y0            vx0            vy0             x1             y1            vx1            vy1             x2             y2            vx2            vy2             x3             y3            vx3            vy3             x4             y4            vx4            vy4             x5             y5            vx5            vy5             x6             y6            vx6            vy6             x7             y7            vx7            vy7             x8             y8            vx8            vy8             x9             y9            vx9            vy9            x10            y10           vx10           vy10            x11            y11           vx11           vy11            x12            y12           vx12           vy12            x13            y13           vx13           vy13            x14            y14           vx14           vy14            x15            y15           vx15           vy15            x16            y16           vx16           vy16            x17            y17           vx17           vy17            x18            y18           vx18           vy18            x19            y19           vx19           vy19            x20            y20           vx20           vy20            x21            y21           vx21           vy21            x22            y22           vx22           vy22            x23            y23           vx23           vy23            x24            y24           vx24           vy24            x25            y25           vx25           vy25
    0.6200       0.279304       0.459853       0.127910       0.420473       3.633096       0.225494      -0.130951       0.041119       7.334279       0.398537       0.170496       0.321257      10.658778       0.499298      -0.135611       0.484301      13.804103       0.378399      -0.730709       0.288671      17.547922       0.539745      -0.360494       0.547976      20.824484       0.525024      -0.743920       0.524232      24.440966       0.318472      -0.580961       0.191083       0.449290       3.126389       0.403381      -0.441308       4.113165       2.969775       0.643354      -0.693911       7.680515       3.817216       0.728941       0.672928      10.991809       3.204725       0.401536      -0.314960      13.947882       3.217788      -0.498808      -0.293891      17.895823       3.076540       0.200636      -0.521710      21.116926       3.300186      -0.272239      -0.160991      24.596677       3.520348      -0.329001       0.194110       0.212069       6.267644       0.019465      -0.536058       3.355201       6.556355      -0.579168      -0.070396       7.341885       6.517790       0.182763      -0.132597      10.987084       6.747268       0.393914       0.237529      14.522415       6.619134       0.427859       0.030862      17.962883       6.770745       0.308797       0.275394      21.230930       6.687482      -0.088361       0.141099      24.207397       6.695462      -0.958904       0.153971       0.249998       9.247777       0.080642      -0.890682       4.189752       9.528606       0.766881      -0.437732
    0.6300       0.280584       0.464057       0.127910       0.420473       3.631787       0.225905      -0.130951       0.041119       7.335984       0.401750       0.170496       0.321257      10.657422       0.504141      -0.135611       0.484301      13.796796       0.381285      -0.730709       0.288671      17.544317       0.545225      -0.360494       0.547976      20.817045       0.530266      -0.743920       0.524232      24.435156       0.320382      -0.580961       0.191083       0.453323       3.121976       0.403381      -0.441308       4.119599       2.962836       0.643354      -0.693911       7.687804       3.823945       0.728941       0.672928      10.995825       3.201575       0.401536      -0.314960      13.942894       3.214849      -0.498808      -0.293891      17.897830       3.071322       0.200636      -0.521710      21.114204       3.298576      -0.272239      -0.160991      24.593387       3.522289      -0.329001       0.194110       0.212263       6.262284       0.019465      -0.536058       3.349410       6.555651      -0.579168      -0.070396       7.343712       6.516464       0.182763      -0.132597      10.991023       6.749643       0.393914       0.237529      14.526694       6.619443       0.427859       0.030862      17.965971       6.773499       0.308797       0.275394      21.230047       6.688892      -0.088361       0.141099      24.197808       6.697002      -0.958904       0.153971       0.250805       9.238871       0.080642      -0.890682       4.197421       9.524229       0.766881      -0.437732
    0.6400       0.281863       0.468262       0.127910       0.420473       3.630477       0.226316      -0.130951       0.041119       7.337689       0.404962       0.170496       0.321257      10.656066       0.508984      -0.135611       0.484301      13.789489       0.384172      -0.730709       0.288671      17.540712       0.550705      -0.360494       0.547976      20.809605       0.535509      -0.743920       0.524232      24.429347       0.322293      -0.580961       0.191083       0.457357       3.117563       0.403381      -0.441308       4.126032       2.955897       0.643354      -0.693911       7.695094       3.830674       0.728941       0.672928      10.999840       3.198426       0.401536      -0.314960      13.937906       3.211910      -0.498808      -0.293891      17.899836       3.066105       0.200636      -0.521710      21.111482       3.296966      -0.272239      -0.160991      24.590097       3.524231      -0.329001       0.194110       0.212458       6.256923       0.019465      -0.536058       3.343618       6.554947      -0.579168      -0.070396       7.345540       6.515138       0.182763      -0.132597      10.994962       6.752018       0.393914       0.237529      14.530972       6.619752       0.427859       0.030862      17.969059       6.776252       0.308797       0.275394      21.229163       6.690303      -0.088361       0.141099      24.188219       6.698541      -0.958904       0.153971       0.251611       9.229964       0.080642      -0.890682       4.205089       9.519852       0.766881      -0.437732
    0.6500       0.283142       0.472467       0.127910       0.420473       3.629168       0.226727      -0.130951       0.041119       7.339394       0.408175       0.170496       0.321257      10.654710       0.513827      -0.135611       0.484301      13.782182       0.387059      -0.730709       0.288671      17.537107       0.556185      -0.360494       0.547976      20.802166       0.540751      -0.743920       0.524232      24.423537       0.324204      -0.580961       0.191083       0.461391       3.113150       0.403381      -0.441308       4.132466       2.948958       0.643354      -0.693911       7.702383       3.837404       0.728941       0.672928      11.003855       3.195276       0.401536      -0.314960      13.932918       3.208971      -0.498808      -0.293891      17.901842       3.060888       0.200636      -0.521710      21.108759       3.295356      -0.272239      -0.160991      24.586807       3.526172      -0.329001       0.194110       0.212652       6.251562       0.019465      -0.536058       3.337826       6.554243      -0.579168      -0.070396       7.347368       6.513812       0.182763      -0.132597      10.998902       6.754394       0.393914       0.237529      14.535251       6.620060       0.427859       0.030862      17.972147       6.779006       0.308797       0.275394      21.228279       6.691714      -0.088361       0.141099      24.178630       6.700081      -0.958904       0.153971       0.252417       9.221057       0.080642      -0.890682       4.212758       9.515474       0.766881      -0.437732
    0.6600       0.284421       0.476671       0.127910       0.420473       3.627858       0.227139      -0.130951       0.041119       7.341099       0.411387       0.170496       0.321257      10.653354       0.518670      -0.135611       0.484301      13.774875       0.389946      -0.730709       0.288671      17.533502       0.561664      -0.360494       0.547976      20.794727       0.545993      -0.743920       0.524232      24.417728       0.326115      -0.580961       0.191083       0.465425       3.108737       0.403381      -0.441308       4.138899       2.942019       0.643354      -0.693911       7.709672       3.844133       0.728941       0.672928      11.007871       3.192126       0.401536      -0.314960      13.927930       3.206032      -0.498808      -0.293891      17.903849       3.055671       0.200636      -0.521710      21.106037       3.293746      -0.272239      -0.160991      24.583517       3.528113      -0.329001       0.194110       0.212847       6.246202       0.019465      -0.536058       3.332035       6.553539      -0.579168      -0.070396       7.349195       6.512486       0.182763      -0.132597      11.002841       6.756769       0.393914       0.237529      14.539530       6.620369       0.427859       0.030862      17.975235       6.781760       0.308797       0.275394      21.227396       6.693125      -0.088361       0.141099      24.169041       6.701621      -0.958904       0.153971       0.253224       9.212150       0.080642      -0.890682       4.220427       9.511097       0.766881      -0.437732
    0.6700       0.285700       0.480876       0.127910       0.420473       3.626549       0.227550      -0.130951       0.041119       7.342804       0.414600       0.170496       0.321257      10.651997       0.523513      -0.135611       0.484301      13.767568       0.392832      -0.730709       0.288671      17.529898       0.567144      -0.360494       0.547976      20.787288       0.551236      -0.743920       0.524232      24.411918       0.328026      -0.580961       0.191083       0.469459       3.104324       0.403381      -0.441308       4.145333       2.935079       0.643354      -0.693911       7.716962       3.850862       0.728941       0.672928      11.011886       3.188977       0.401536      -0.314960      13.922942       3.203093      -0.498808      -0.293891      17.905855       3.050454       0.200636      -0.521710      21.103314       3.292136      -0.272239      -0.160991      24.580227       3.530054      -0.329001       0.194110       0.213042       6.240841       0.019465      -0.536058       3.326243       6.552835      -0.579168      -0.070396       7.351023       6.511160       0.182763      -0.132597      11.006780       6.759144       0.393914       0.237529      14.543808       6.620678       0.427859       0.030862      17.978323       6.784514       0.308797       0.275394      21.226512       6.694536      -0.088361       0.141099      24.159452       6.703160      -0.958904       0.153971       0.254030       9.203243       0.080642      -0.890682       4.228096       9.506720       0.766881      -0.437732
    0.6800       0.286979       0.485081       0.127910       0.420473       3.625239       0.227961      -0.130951       0.041119       7.344508       0.417812       0.170496       0.321257      10.650641       0.528356      -0.135611       0.484301      13.760261       0.395719      -0.730709       0.288671      17.526293       0.572624      -0.360494       0.547976      20.779849       0.556478      -0.743920       0.524232      24.406108       0.329937      -0.580961       0.191083       0.473492       3.099911       0.403381      -0.441308       4.151766       2.928140       0.643354      -0.693911       7.724251       3.857591       0.728941       0.672928      11.015901       3.185827       0.401536      -0.314960      13.917954       3.200154      -0.498808      -0.293891      17.907861       3.045237       0.200636      -0.521710      21.100592       3.290526      -0.272239      -0.160991      24.576937       3.531995      -0.329001       0.194110       0.213236       6.235481       0.019465      -0.536058       3.320451       6.552131      -0.579168      -0.070396       7.352851       6.509834       0.182763      -0.132597      11.010719       6.761520       0.393914       0.237529      14.548087       6.620986       0.427859       0.030862      17.981411       6.787268       0.308797       0.275394      21.225629       6.695947      -0.088361       0.141099      24.149863       6.704700      -0.958904       0.153971       0.254837       9.194336       0.080642      -0.890682       4.235765       9.502342       0.766881      -0.437732
    0.6900       0.288258       0.489286       0.127910       0.420473       3.623930       0.228372      -0.130951       0.041119       7.346213       0.421025       0.170496       0.321257      10.649285       0.533199      -0.135611       0.484301      13.752954       0.398606      -0.730709       0.288671      17.522688       0.578104      -0.360494       0.547976      20.772409       0.561720      -0.743920       0.524232      24.400299       0.331847      -0.580961       0.191083       0.477526       3.095497       0.403381      -0.441308       4.158200       2.921201       0.643354      -0.693911       7.731541       3.864321       0.728941       0.672928      11.019917       3.182678       0.401536      -0.314960      13.912966       3.197215      -0.498808      -0.293891      17.909868       3.040020       0.200636      -0.521710      21.097870       3.288916      -0.272239      -0.160991      24.573647       3.533936      -0.329001       0.194110       0.213431       6.230120       0.019465      -0.536058       3.314659       6.551427      -0.579168      -0.070396       7.354678       6.508508       0.182763      -0.132597      11.014658       6.763895       0.393914       0.237529      14.552365       6.621295       0.427859       0.030862      17.984499       6.790022       0.308797       0.275394      21.224745       6.697358      -0.088361       0.141099      24.140274       6.706240      -0.958904       0.153971       0.255643       9.185430       0.080642      -0.890682       4.243433       9.497965       0.766881      -0.437732
    0.7000       0.289537       0.493490       0.127910       0.420473       3.622620       0.228783      -0.130951       0.041119       7.347918       0.424238       0.170496       0.321257      10.647929       0.538042      -0.135611       0.484301      13.745647       0.401492      -0.730709       0.288671      17.519083       0.583584      -0.360494       0.547976      20.764970       0.566963      -0.743920       0.524232      24.394489       0.333758      -0.580961       0.191083       0.481560       3.091084       0.403381      -0.441308       4.164633       2.914262       0.643354      -0.693911       7.738830       3.871050       0.728941       0.672928      11.023932       3.179528       0.401536      -0.314960      13.907978       3.194276      -0.498808      -0.293891      17.911874       3.034803       0.200636      -0.521710      21.095147       3.287306      -0.272239      -0.160991      24.570357       3.535877      -0.329001       0.194110       0.213626       6.224760       0.019465      -0.536058       3.308868       6.550723      -0.579168      -0.070396       7.356506       6.507182       0.182763      -0.132597      11.018597       6.766270       0.393914       0.237529      14.556644       6.621603       0.427859       0.030862      17.987586       6.792776       0.308797       0.275394      21.223861       6.698769      -0.088361       0.141099      24.130685       6.707779      -0.958904       0.153971       0.256449       9.176523       0.080642      -0.890682       4.251102       9.493588       0.766881      -0.437732
    0.7100       0.290816       0.497695       0.127910       0.420473       3.621311       0.229195      -0.130951       0.041119       7.349623       0.427450       0.170496       0.321257      10.646573       0.542885      -0.135611       0.484301      13.738340       0.404379      -0.730709       0.288671      17.515478       0.589063      -0.360494       0.547976      20.757531       0.572205      -0.743920       0.524232      24.388680       0.335669      -0.580961       0.191083       0.485594       3.086671       0.403381      -0.441308       4.171067       2.907323       0.643354      -0.693911       7.746119       3.877779       0.728941       0.672928      11.027947       3.176378       0.401536      -0.314960      13.902990       3.191337      -0.498808      -0.293891      17.913880       3.029586       0.200636      -0.521710      21.092425       3.285696      -0.272239      -0.160991      24.567067       3.537818      -0.329001       0.194110       0.213820       6.219399       0.019465      -0.536058       3.303076       6.550019      -0.579168      -0.070396       7.358333       6.505856       0.182763      -0.132597      11.022536       6.768645       0.393914       0.237529      14.560922       6.621912       0.427859       0.030862      17.990674       6.795530       0.308797       0.275394      21.222978       6.700180      -0.088361       0.141099      24.121096       6.709319      -0.958904       0.153971       0.257256       9.167616       0.080642      -0.890682       4.258771       9.489210       0.766881      -0.437732
    0.7200       0.292096       0.501900       0.127910       0.420473       3.620001       0.229606      -0.130951       0.041119       7.351328       0.430663       0.170496       0.321257      10.645217       0.547728      -0.135611       0.484301      13.731033       0.407266      -0.730709       0.288671      17.511873       0.594543      -0.360494       0.547976      20.750092       0.577447      -0.743920       0.524232      24.382870       0.337580      -0.580961       0.191083       0.489628       3.082258       0.403381      -0.441308       4.177500       2.900384       0.643354      -0.693911       7.753409       3.884508       0.728941       0.672928      11.031963       3.173229       0.401536      -0.314960      13.898001       3.188399      -0.498808      -0.293891      17.915887       3.024369       0.200636      -0.521710      21.089703       3.284087      -0.272239      -0.160991      24.563777       3.539759      -0.329001       0.194110       0.214015       6.214038       0.019465      -0.536058       3.297284       6.549315      -0.579168      -0.070396       7.360161       6.504530       0.182763      -0.132597      11.026476       6.771021       0.393914       0.237529      14.565201       6.622221       0.427859       0.030862      17.993762       6.798284       0.308797       0.275394      21.222094       6.701591      -0.088361       0.141099      24.111507       6.710859      -0.958904       0.153971       0.258062       9.158709       0.080642      -0.890682       4.266440       9.484833       0.766881      -0.437732
    0.7300       0.293375       0.506105       0.127910       0.420473       3.618692       0.230017      -0.130951       0.041119       7.353033       0.433875       0.170496       0.321257      10.643861       0.552571      -0.135611       0.484301      13.723726       0.410153      -0.730709       0.288671      17.508268       0.600023      -0.360494       0.547976      20.742653       0.582689      -0.743920       0.524232      24.377060       0.339491      -0.580961       0.191083       0.493661       3.077845       0.403381      -0.441308       4.183934       2.893445       0.643354      -0.693911       7.760698       3.891238       0.728941       0.672928      11.035978       3.170079       0.401536      -0.314960      13.893013       3.185460      -0.498808      -0.293891      17.917893       3.019151       0.200636      -0.521710      21.086980       3.282477      -0.272239      -0.160991      24.560487       3.541700      -0.329001       0.194110       0.214210       6.208678       0.019465      -0.536058       3.291493       6.548611      -0.579168      -0.070396       7.361989       6.503204       0.182763      -0.132597      11.030415       6.773396       0.393914       0.237529      14.569480       6.622529       0.427859       0.030862      17.996850       6.801038       0.308797       0.275394      21.221210       6.703002      -0.088361       0.141099      24.101918       6.712399      -0.958904       0.153971       0.258869       9.149802       0.080642      -0.890682       4.274109       9.480456       0.766881      -0.437732
    0.7400       0.294654       0.510309       0.127910       0.420473       3.617382       0.230428      -0.130951       0.041119       7.354738       0.437088       0.170496       0.321257      10.642505       0.557414      -0.135611       0.484301      13.716418       0.413039      -0.730709       0.288671      17.504663       0.605503      -0.360494       0.547976      20.735213       0.587932      -0.743920       0.524232      24.371251       0.341402      -0.580961       0.191083       0.497695       3.073432       0.403381      -0.441308       4.190367       2.886506       0.643354      -0.693911       7.767988       3.897967       0.728941       0.672928      11.039993       3.166930       0.401536      -0.314960      13.888025       3.182521      -0.498808      -0.293891      17.919900       3.013934       0.200636      -0.521710      21.084258       3.280867      -0.272239      -0.160991      24.557197       3.543642      -0.329001       0.194110       0.214404       6.203317       0.019465      -0.536058       3.285701       6.547907      -0.579168      -0.070396       7.363816       6.501878       0.182763      -0.132597      11.034354       6.775771       0.393914       0.237529      14.573758       6.622838       0.427859       0.030862      17.999938       6.803792       0.308797       0.275394      21.220327       6.704413      -0.088361       0.141099      24.092329       6.713938      -0.958904       0.153971       0.259675       9.140896       0.080642      -0.890682       4.281777       9.476078       0.766881      -0.437732
    0.7500       0.295933       0.514514       0.127910       0.420473       3.616073       0.230839      -0.130951       0.041119       7.356443       0.440300       0.170496       0.321257      10.641149       0.562257      -0.135611       0.484301      13.709111       0.415926      -0.730709       0.288671      17.501058       0.610982      -0.360494       0.547976      20.727774       0.593174      -0.743920       0.524232      24.365441       0.343312      -0.580961       0.191083       0.501729       3.069019       0.403381      -0.441308       4.196801       2.879567       0.643354      -0.693911       7.775277       3.904696       0.728941       0.672928      11.044009       3.163780       0.401536      -0.314960      13.883037       3.179582      -0.498808      -0.293891      17.921906       3.008717       0.200636      -0.521710      21.081535       3.279257      -0.272239      -0.160991      24.553907       3.545583      -0.329001       0.194110       0.214599       6.197957       0.019465      -0.536058       3.279909       6.547203      -0.579168      -0.070396       7.365644       6.500552       0.182763      -0.132597      11.038293       6.778147       0.393914       0.237529      14.578037       6.623147       0.427859       0.030862      18.003026       6.806546       0.308797       0.275394      21.219443       6.705824      -0.088361       0.141099      24.082740       6.715478      -0.958904       0.153971       0.260482       9.131989       0.080642      -0.890682       4.289446       9.471701       0.766881      -0.437732
    0.7600       0.297212       0.518719       0.127910       0.420473       3.614763       0.231251      -0.130951       0.041119       7.358148       0.443513       0.170496       0.321257      10.639792       0.567100      -0.135611       0.484301      13.701804       0.418813      -0.730709       0.288671      17.497453       0.616462      -0.360494       0.547976      20.720335       0.598416      -0.743920       0.524232      24.359632       0.345223      -0.580961       0.191083       0.505763       3.064606       0.403381      -0.441308       4.203235       2.872627       0.643354      -0.693911       7.782567       3.911426       0.728941       0.672928      11.048024       3.160630       0.401536      -0.314960      13.878049       3.176643      -0.498808      -0.293891      17.923912       3.003500       0.200636      -0.521710      21.078813       3.277647      -0.272239      -0.160991      24.550617       3.547524      -0.329001       0.194110       0.214794       6.192596       0.019465      -0.536058       3.274118       6.546499      -0.579168      -0.070396       7.367472       6.499226       0.182763      -0.132597      11.042232       6.780522       0.393914       0.237529      14.582315       6.623455       0.427859       0.030862      18.006114       6.809300       0.308797       0.275394      21.218560       6.707235      -0.088361       0.141099      24.073151       6.717018      -0.958904       0.153971       0.261288       9.123082       0.080642      -0.890682       4.297115       9.467324       0.766881      -0.437732
    0.7700       0.298491       0.522924       0.127910       0.420473       3.613454       0.231662      -0.130951       0.041119       7.359853       0.446726       0.170496       0.321257      10.638436       0.571943      -0.135611       0.484301      13.694497       0.421699      -0.730709       0.288671      17.493848       0.621942      -0.360494       0.547976      20.712896       0.603659      -0.743920       0.524232      24.353822       0.347134      -0.580961       0.191083       0.509797       3.060193       0.403381      -0.441308       4.209668       2.865688       0.643354      -0.693911       7.789856       3.918155       0.728941       0.672928      11.052040       3.157481       0.401536      -0.314960      13.873061       3.173704      -0.498808      -0.293891      17.925919       2.998283       0.200636      -0.521710      21.076091       3.276037      -0.272239      -0.160991      24.547327       3.549465      -0.329001       0.194110       0.214988       6.187235       0.019465      -0.536058       3.268326       6.545795      -0.579168      -0.070396       7.369299       6.497900       0.182763      -0.132597      11.046171       6.782897       0.393914       0.237529      14.586594       6.623764       0.427859       0.030862      18.009202       6.812054       0.308797       0.275394      21.217676       6.708646      -0.088361       0.141099      24.063562       6.718557      -0.958904       0.153971       0.262094       9.114175       0.080642      -0.890682       4.304784       9.462946       0.766881      -0.437732
    0.7800       0.299770       0.527128       0.127910       0.420473       3.612144       0.232073      -0.130951       0.041119       7.361558       0.449938       0.170496       0.321257      10.637080       0.576786      -0.135611       0.484301      13.687190       0.424586      -0.730709       0.288671      17.490243       0.627422      -0.360494       0.547976      20.705457       0.608901      -0.743920       0.524232      24.348012       0.349045      -0.580961       0.191083       0.513831       3.055780       0.403381      -0.441308       4.216102       2.858749       0.643354      -0.693911       7.797145       3.924884       0.728941       0.672928      11.056055       3.154331       0.401536      -0.314960      13.868073       3.170765      -0.498808      -0.293891      17.927925       2.993066       0.200636      -0.521710      21.073368       3.274427      -0.272239      -0.160991      24.544037       3.551406      -0.329001       0.194110       0.215183       6.181875       0.019465      -0.536058       3.262534       6.545091      -0.579168      -0.070396       7.371127       6.496574       0.182763      -0.132597      11.050110       6.785272       0.393914       0.237529      14.590873       6.624072       0.427859       0.030862      18.012290       6.814808       0.308797       0.275394      21.216792       6.710057      -0.088361       0.141099      24.053973       6.720097      -0.958904       0.153971       0.262901       9.105268       0.080642      -0.890682       4.312453       9.458569       0.766881      -0.437732
    0.7900       0.301049       0.531333       0.127910       0.420473       3.610835       0.232484      -0.130951       0.041119       7.363263       0.453151       0.170496       0.321257      10.635724       0.581629      -0.135611       0.484301      13.679883       0.427473      -0.730709       0.288671      17.486638       0.632901      -0.360494       0.547976      20.698017       0.614143      -0.743920       0.524232      24.342203       0.350956      -0.580961       0.191083       0.517864       3.051367       0.403381      -0.441308       4.222535       2.851810       0.643354      -0.693911       7.804435       3.931613       0.728941       0.672928      11.060070       3.151182       0.401536      -0.314960      13.863085       3.167826      -0.498808      -0.293891      17.929931       2.987849       0.200636      -0.521710      21.070646       3.272817      -0.272239      -0.160991      24.540747       3.553347      -0.329001       0.194110       0.215378       6.176514       0.019465      -0.536058       3.256743       6.544387      -0.579168      -0.070396       7.372955       6.495248       0.182763      -0.132597      11.054050       6.787648       0.393914       0.237529      14.595151       6.624381       0.427859       0.030862      18.015378       6.817562       0.308797       0.275394      21.215909       6.711468      -0.088361       0.141099      24.044384       6.721637      -0.958904       0.153971       0.263707       9.096361       0.080642      -0.890682       4.320122       9.454192       0.766881      -0.437732
    0.8000       0.302328       0.535538       0.127910       0.420473       3.609525       0.232895      -0.130951       0.041119       7.364968       0.456363       0.170496       0.321257      10.634368       0.586472      -0.135611       0.484301      13.672576       0.430360      -0.730709       0.288671      17.483033       0.638381      -0.360494       0.547976      20.690578       0.619386      -0.743920       0.524232      24.336393       0.352867      -0.580961       0.191083       0.521898       3.046954       0.403381      -0.441308       4.228969       2.844871       0.643354      -0.693911       7.811724       3.938343       0.728941       0.672928      11.064086       3.148032       0.401536      -0.314960      13.858097       3.164887      -0.498808      -0.293891      17.931938       2.982632       0.200636      -0.521710      21.067923       3.271207      -0.272239      -0.160991      24.537457       3.555288      -0.329001       0.194110       0.215572       6.171154       0.019465      -0.536058       3.250951       6.543684      -0.579168      -0.070396       7.374782       6.493922       0.182763      -0.132597      11.057989       6.790023       0.393914       0.237529      14.599430       6.624690       0.427859       0.030862      18.018466       6.820316       0.308797       0.275394      21.215025       6.712879      -0.088361       0.141099      24.034795       6.723177      -0.958904       0.153971       0.264514       9.087455       0.080642      -0.890682       4.327790       9.449814       0.766881      -0.437732
    0.8100       0.303607       0.539743       0.127910       0.420473       3.608216       0.233306      -0.130951       0.041119       7.366673       0.459576       0.170496       0.321257      10.633012       0.591315      -0.135611       0.484301      13.665269       0.433246      -0.730709       0.288671      17.479428       0.643861      -0.360494       0.547976      20.683139       0.624628      -0.743920       0.524232      24.330583       0.354777      -0.580961       0.191083       0.525932       3.042540       0.403381      -0.441308       4.235402       2.837932       0.643354      -0.693911       7.819014       3.945072       0.728941       0.672928      11.068101       3.144882       0.401536      -0.314960      13.853109       3.161948      -0.498808      -0.293891      17.933944       2.977415       0.200636      -0.521710      21.065201       3.269597      -0.272239      -0.160991      24.534167       3.557229      -0.329001       0.194110       0.215767       6.165793       0.019465      -0.536058       3.245159       6.542980      -0.579168      -0.070396       7.376610       6.492596       0.182763      -0.132597      11.061928       6.792398       0.393914       0.237529      14.603708       6.624998       0.427859       0.030862      18.021554       6.823070       0.308797       0.275394      21.214142       6.714290      -0.088361       0.141099      24.025206       6.724716      -0.958904       0.153971       0.265320       9.078548       0.080642      -0.890682       4.335459       9.445437       0.766881      -0.437732
    0.8200       0.304887       0.543947       0.127910       0.420473       3.606906       0.233718      -0.130951       0.041119       7.368378       0.462788       0.170496       0.321257      10.631656       0.596158      -0.135611       0.484301      13.657962       0.436133      -0.730709       0.288671      17.475823       0.649341      -0.360494       0.547976      20.675700       0.629870      -0.743920       0.524232      24.324774       0.356688      -0.580961       0.191083       0.529966       3.038127       0.403381      -0.441308       4.241836       2.830993       0.643354      -0.693911       7.826303       3.951801       0.728941       0.672928      11.072116       3.141733       0.401536      -0.314960      13.848121       3.159009      -0.498808      -0.293891      17.935950       2.972198       0.200636      -0.521710      21.062479       3.267987      -0.272239      -0.160991      24.530877       3.559170      -0.329001       0.194110       0.215962       6.160433       0.019465      -0.536058       3.239368       6.542276      -0.579168      -0.070396       7.378437       6.491270       0.182763      -0.132597      11.065867       6.794774       0.393914       0.237529      14.607987       6.625307       0.427859       0.030862      18.024642       6.825823       0.308797       0.275394      21.213258       6.715701      -0.088361       0.141099      24.015617       6.726256      -0.958904       0.153971       0.266127       9.069641       0.080642      -0.890682       4.343128       9.441060       0.766881      -0.437732
    0.8300       0.306166       0.548152       0.127910       0.420473       3.605597       0.234129      -0.130951       0.041119       7.370083       0.466001       0.170496       0.321257      10.630300       0.601001      -0.135611       0.484301      13.650655       0.439020      -0.730709       0.288671      17.472219       0.654820      -0.360494       0.547976      20.668261       0.635113      -0.743920       0.524232      24.318964       0.358599      -0.580961       0.191083       0.534000       3.033714       0.403381      -0.441308       4.248269       2.824054       0.643354      -0.693911       7.833592       3.958531       0.728941       0.672928      11.076132       3.138583       0.401536      -0.314960      13.843133       3.156071      -0.498808      -0.293891      17.937957       2.966980       0.200636      -0.521710      21.059756       3.266378      -0.272239      -0.160991      24.527587       3.561112      -0.329001       0.194110       0.216156       6.155072       0.019465      -0.536058       3.233576       6.541572      -0.579168      -0.070396       7.380265       6.489944       0.182763      -0.132597      11.069806       6.797149       0.393914       0.237529      14.612265       6.625616       0.427859       0.030862      18.027730       6.828577       0.308797       0.275394      21.212374       6.717112      -0.088361       0.141099      24.006028       6.727796      -0.958904       0.153971       0.266933       9.060734       0.080642      -0.890682       4.350797       9.436682       0.766881      -0.437732
    0.8400       0.307445       0.552357       0.127910       0.420473       3.604287       0.234540      -0.130951       0.041119       7.371788       0.469214       0.170496       0.321257      10.628943       0.605844      -0.135611       0.484301      13.643348       0.441906      -0.730709       0.288671      17.468614       0.660300      -0.360494       0.547976      20.660821       0.640355      -0.743920       0.524232      24.313155       0.360510      -0.580961       0.191083       0.538033       3.029301       0.403381      -0.441308       4.254703       2.817114       0.643354      -0.693911       7.840882       3.965260       0.728941       0.672928      11.080147       3.135434       0.401536      -0.314960      13.838145       3.153132      -0.498808      -0.293891      17.939963       2.961763       0.200636      -0.521710      21.057034       3.264768      -0.272239      -0.160991      24.524297       3.563053      -0.329001       0.194110       0.216351       6.149711       0.019465      -0.536058       3.227784       6.540868      -0.579168      -0.070396       7.382093       6.488619       0.182763      -0.132597      11.073745       6.799524       0.393914       0.237529      14.616544       6.625924       0.427859       0.030862      18.030818       6.831331       0.308797       0.275394      21.211491       6.718523      -0.088361       0.141099      23.996439       6.729335      -0.958904       0.153971       0.267739       9.051827       0.080642      -0.890682       4.358466       9.432305       0.766881      -0.437732
    0.8500       0.308724       0.556561       0.127910       0.420473       3.602978       0.234951      -0.130951       0.041119       7.373493       0.472426       0.170496       0.321257      10.627587       0.610687      -0.135611       0.484301      13.636041       0.444793      -0.730709       0.288671      17.465009       0.665780      -0.360494       0.547976      20.653382       0.645597      -0.743920       0.524232      24.307345       0.362421      -0.580961       0.191083       0.542067       3.024888       0.403381      -0.441308       4.261136       2.810175       0.643354      -0.693911       7.848171       3.971989       0.728941       0.672928      11.084162       3.132284       0.401536      -0.314960      13.833156       3.150193      -0.498808      -0.293891      17.941970       2.956546       0.200636      -0.521710      21.054312       3.263158      -0.272239      -0.160991      24.521007       3.564994      -0.329001       0.194110       0.216546       6.144351       0.019465      -0.536058       3.221993       6.540164      -0.579168      -0.070396       7.383920       6.487293       0.182763      -0.132597      11.077684       6.801899       0.393914       0.237529      14.620823       6.626233       0.427859       0.030862      18.033906       6.834085       0.308797       0.275394      21.210607       6.719934      -0.088361       0.141099      23.986850       6.730875      -0.958904       0.153971       0.268546       9.042921       0.080642      -0.890682       4.366134       9.427928       0.766881      -0.437732
