t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9
8.42,8.57502,2.59931,0.425391,0.664987,13.1611,10.1255,0.437818,1.55081,17.7791,2.26863,0.320297,-0.20438,3.49717,17.5882,0.988812,0.984522,9.13663,17.4185,0.341094,1.1921,1.82469,7.96667,-1.65974,-0.0830079,0.887957,18.9604,0.487087,-1.11382,18.6201,13.517,-1.1026,0.342685,13.6253,2.64198,0.00438422,1.69471,10.8007,14.8388,0.249072,-1.04569
8.43,8.57928,2.60596,0.425394,0.664987,13.1655,10.141,0.437817,1.55082,17.7823,2.26659,0.320286,-0.204379,3.50706,17.598,0.988703,0.984579,9.14005,17.4304,0.341142,1.19202,1.80809,7.96584,-1.65974,-0.0830078,0.892828,18.9493,0.487198,-1.11388,18.6091,13.5204,-1.1026,0.342685,13.6254,2.65893,0.00439218,1.69471,10.8032,14.8283,0.249023,-1.04562
8.44,8.58353,2.61261,0.425396,0.664987,13.1699,10.1565,0.437816,1.55082,17.7855,2.26454,0.320275,-0.204378,3.51694,17.6079,0.988592,0.984637,9.14346,17.4423,0.341187,1.19195,1.7915,7.96501,-1.65974,-0.0830078,0.897701,18.9381,0.48731,-1.11394,18.5981,13.5238,-1.1026,0.342685,13.6254,2.67587,0.00440002,1.69471,10.8056,14.8178,0.248977,-1.04554
8.45,8.58779,2.61926,0.425399,0.664987,13.1743,10.172,0.437816,1.55082,17.7887,2.2625,0.320264,-0.204377,3.52683,17.6177,0.98848,0.984694,9.14687,17.4542,0.341231,1.19188,1.7749,7.96418,-1.65974,-0.0830078,0.902575,18.927,0.487424,-1.11399,18.5871,13.5272,-1.1026,0.342684,13.6255,2.69282,0.00440776,1.69471,10.8081,14.8074,0.248934,-1.04548
8.46,8.59204,2.62591,0.425402,0.664987,13.1787,10.1875,0.437815,1.55082,17.7919,2.26045,0.320254,-0.204376,3.53671,17.6276,0.988366,0.984751,9.15028,17.4661,0.341272,1.19181,1.7583,7.96335,-1.65974,-0.0830078,0.90745,18.9159,0.48754,-1.11405,18.576,13.5307,-1.1026,0.342684,13.6255,2.70977,0.00441538,1.69471,10.8106,14.7969,0.248892,-1.04541
8.47,8.59629,2.63256,0.425405,0.664988,13.183,10.203,0.437815,1.55083,17.7952,2.25841,0.320243,-0.204375,3.5466,17.6374,0.98825,0.984808,9.1537,17.478,0.341311,1.19174,1.7417,7.96252,-1.65974,-0.0830078,0.912325,18.9047,0.487657,-1.11411,18.565,13.5341,-1.1026,0.342684,13.6255,2.72671,0.0044229,1.6947,10.8131,14.7865,0.248852,-1.04535
8.48,8.60055,2.63921,0.425408,0.664988,13.1874,10.2185,0.437814,1.55083,17.7984,2.25637,0.320233,-0.204374,3.55648,17.6473,0.988133,0.984864,9.15711,17.49,0.341349,1.19168,1.72511,7.96169,-1.65974,-0.0830078,0.917203,18.8936,0.487776,-1.11417,18.554,13.5375,-1.1026,0.342684,13.6256,2.74366,0.00443029,1.6947,10.8156,14.776,0.248815,-1.04528
8.49,8.6048,2.64586,0.425411,0.664988,13.1918,10.234,0.437813,1.55083,17.8016,2.25432,0.320223,-0.204372,3.56636,17.6571,0.988013,0.984921,9.16052,17.5019,0.341385,1.19162,1.70851,7.96086,-1.65974,-0.0830078,0.922081,18.8824,0.487897,-1.11422,18.543,13.541,-1.1026,0.342683,13.6256,2.76061,0.00443758,1.6947,10.8181,14.7656,0.248779,-1.04523
8.5,8.60906,2.65251,0.425414,0.664988,13.1962,10.2495,0.437812,1.55083,17.8048,2.25228,0.320212,-0.204371,3.57624,17.667,0.987892,0.984977,9.16394,17.5138,0.341418,1.19156,1.69191,7.96003,-1.65974,-0.0830078,0.926961,18.8713,0.488019,-1.11428,18.5319,13.5444,-1.1026,0.342683,13.6257,2.77755,0.00444475,1.6947,10.8206,14.7551,0.248745,-1.04517
8.51,8.61331,2.65916,0.425417,0.664988,13.2005,10.265,0.437812,1.55084,17.808,2.25024,0.320202,-0.20437,3.58612,17.6768,0.98777,0.985032,9.16735,17.5257,0.341451,1.1915,1.67532,7.9592,-1.65974,-0.0830078,0.931841,18.8602,0.488144,-1.11433,18.5209,13.5478,-1.1026,0.342683,13.6257,2.7945,0.00445181,1.6947,10.8231,14.7447,0.248712,-1.04512
8.52,8.61756,2.6658,0.42542,0.664988,13.2049,10.2806,0.437811,1.55084,17.8112,2.24819,0.320192,-0.204368,3.59599,17.6867,0.987646,0.985088,9.17077,17.5376,0.341482,1.19145,1.65872,7.95837,-1.65974,-0.0830077,0.936723,18.849,0.488269,-1.11439,18.5099,13.5512,-1.1026,0.342682,13.6258,2.81145,0.00445876,1.6947,10.8255,14.7342,0.248681,-1.04506
8.53,8.62182,2.67245,0.425423,0.664989,13.2093,10.2961,0.43781,1.55084,17.8144,2.24615,0.320182,-0.204367,3.60587,17.6965,0.98752,0.985143,9.17418,17.5495,0.341511,1.1914,1.64212,7.95754,-1.65974,-0.0830077,0.941607,18.8379,0.488396,-1.11444,18.4989,13.5547,-1.1026,0.342682,13.6258,2.8284,0.00446558,1.6947,10.828,14.7238,0.248652,-1.04501
8.54,8.62607,2.6791,0.425426,0.664989,13.2137,10.3116,0.437809,1.55084,17.8176,2.2441,0.320172,-0.204365,3.61574,17.7064,0.987393,0.985197,9.1776,17.5615,0.341539,1.19135,1.62552,7.95671,-1.65974,-0.0830077,0.946491,18.8267,0.488525,-1.1145,18.4878,13.5581,-1.10261,0.342682,13.6259,2.84534,0.0044723,1.6947,10.8305,14.7133,0.248624,-1.04497
8.55,8.63033,2.68575,0.42543,0.664989,13.2181,10.3271,0.437808,1.55085,17.8208,2.24206,0.320163,-0.204364,3.62562,17.7162,0.987265,0.985251,9.18101,17.5734,0.341565,1.1913,1.60893,7.95588,-1.65974,-0.0830077,0.951377,18.8156,0.488656,-1.11455,18.4768,13.5615,-1.10261,0.342681,13.6259,2.86229,0.00447889,1.6947,10.833,14.7029,0.248597,-1.04492
8.56,8.63458,2.6924,0.425433,0.664989,13.2224,10.3426,0.437807,1.55085,17.824,2.24002,0.320153,-0.204362,3.63549,17.7261,0.987135,0.985305,9.18443,17.5853,0.34159,1.19125,1.59233,7.95505,-1.65974,-0.0830077,0.956265,18.8044,0.488787,-1.11461,18.4658,13.5649,-1.10261,0.342681,13.6259,2.87924,0.00448537,1.69469,10.8355,14.6924,0.248572,-1.04488
8.57,8.63884,2.69905,0.425436,0.664989,13.2268,10.3581,0.437806,1.55085,17.8272,2.23797,0.320143,-0.204361,3.64536,17.7359,0.987003,0.985357,9.18784,17.5972,0.341614,1.19121,1.57573,7.95422,-1.65974,-0.0830077,0.961153,18.7933,0.488921,-1.11466,18.4547,13.5684,-1.10261,0.342681,13.626,2.89618,0.00449174,1.69469,10.838,14.682,0.248548,-1.04484
8.58,8.64309,2.7057,0.425439,0.66499,13.2312,10.3736,0.437805,1.55086,17.8304,2.23593,0.320134,-0.204359,3.65523,17.7458,0.98687,0.98541,9.19126,17.6091,0.341637,1.19116,1.55913,7.95339,-1.65974,-0.0830077,0.966043,18.7821,0.489055,-1.11471,18.4437,13.5718,-1.10261,0.34268,13.626,2.91313,0.00449799,1.69469,10.8405,14.6715,0.248526,-1.04479
8.59,8.64734,2.71235,0.425442,0.66499,13.2356,10.3891,0.437804,1.55086,17.8336,2.23389,0.320125,-0.204358,3.6651,17.7557,0.986736,0.985461,9.19468,17.621,0.341659,1.19112,1.54254,7.95256,-1.65974,-0.0830077,0.970934,18.771,0.489191,-1.11476,18.4327,13.5752,-1.10261,0.34268,13.6261,2.93008,0.00450412,1.69469,10.8429,14.6611,0.248504,-1.04476
8.6,8.6516,2.719,0.425445,0.66499,13.24,10.4046,0.437803,1.55086,17.8368,2.23184,0.320115,-0.204356,3.67496,17.7655,0.986601,0.985512,9.19809,17.6329,0.34168,1.19108,1.52594,7.95172,-1.65974,-0.0830077,0.975827,18.7598,0.489328,-1.11481,18.4217,13.5787,-1.10261,0.342679,13.6261,2.94702,0.00451013,1.69469,10.8454,14.6506,0.248484,-1.04472
8.61,8.65585,2.72565,0.425448,0.66499,13.2443,10.4201,0.437801,1.55087,17.84,2.2298,0.320106,-0.204355,3.68483,17.7754,0.986464,0.985563,9.20151,17.6448,0.341699,1.19104,1.50934,7.95089,-1.65974,-0.0830076,0.980721,18.7487,0.489467,-1.11487,18.4106,13.5821,-1.10261,0.342679,13.6262,2.96397,0.00451603,1.69469,10.8479,14.6402,0.248464,-1.04468
8.62,8.66011,2.7323,0.425452,0.664991,13.2487,10.4356,0.4378,1.55087,17.8432,2.22776,0.320097,-0.204353,3.69469,17.7852,0.986326,0.985612,9.20493,17.6567,0.341718,1.19101,1.49274,7.95006,-1.65974,-0.0830076,0.985616,18.7375,0.489606,-1.11492,18.3996,13.5855,-1.10261,0.342679,13.6262,2.98092,0.00452181,1.69469,10.8504,14.6297,0.248446,-1.04465
8.63,8.66436,2.73895,0.425455,0.664991,13.2531,10.4511,0.437799,1.55087,17.8464,2.22571,0.320088,-0.204351,3.70455,17.7951,0.986187,0.985661,9.20834,17.6687,0.341736,1.19097,1.47615,7.94923,-1.65974,-0.0830076,0.990513,18.7264,0.489747,-1.11496,18.3886,13.5889,-1.10261,0.342678,13.6263,2.99786,0.00452747,1.69468,10.8529,14.6193,0.248428,-1.04462
8.64,8.66862,2.7456,0.425458,0.664991,13.2575,10.4667,0.437797,1.55088,17.8496,2.22367,0.320079,-0.20435,3.71442,17.8049,0.986047,0.985709,9.21176,17.6806,0.341753,1.19094,1.45955,7.9484,-1.65974,-0.0830076,0.995411,18.7152,0.489889,-1.11501,18.3776,13.5924,-1.10261,0.342678,13.6263,3.01481,0.00453302,1.69468,10.8554,14.6088,0.248412,-1.04459
8.65,8.67287,2.75225,0.425461,0.664991,13.2618,10.4822,0.437796,1.55088,17.8528,2.22163,0.320071,-0.204348,3.72428,17.8148,0.985906,0.985756,9.21518,17.6925,0.341769,1.1909,1.44295,7.94757,-1.65974,-0.0830076,1.00031,18.7041,0.490032,-1.11506,18.3665,13.5958,-1.10261,0.342677,13.6264,3.03176,0.00453845,1.69468,10.8579,14.5984,0.248396,-1.04456
8.66,8.67713,2.7589,0.425465,0.664992,13.2662,10.4977,0.437795,1.55088,17.856,2.21958,0.320062,-0.204346,3.73413,17.8246,0.985764,0.985802,9.2186,17.7044,0.341784,1.19087,1.42635,7.94674,-1.65974,-0.0830076,1.00521,18.6929,0.490176,-1.11511,18.3555,13.5992,-1.10262,0.342677,13.6264,3.04871,0.00454377,1.69468,10.8603,14.588,0.248381,-1.04453
8.67,8.68138,2.76555,0.425468,0.664992,13.2706,10.5132,0.437793,1.55089,17.8592,2.21754,0.320054,-0.204345,3.74399,17.8345,0.985621,0.985847,9.22201,17.7163,0.341799,1.19084,1.40976,7.94591,-1.65974,-0.0830076,1.01011,18.6818,0.490321,-1.11515,18.3445,13.6026,-1.10262,0.342676,13.6264,3.06565,0.00454896,1.69468,10.8628,14.5775,0.248368,-1.0445
8.68,8.68564,2.7722,0.425471,0.664992,13.275,10.5287,0.437791,1.55089,17.8624,2.2155,0.320045,-0.204343,3.75385,17.8444,0.985477,0.985892,9.22543,17.7282,0.341813,1.19081,1.39316,7.94508,-1.65974,-0.0830076,1.01502,18.6706,0.490466,-1.1152,18.3335,13.6061,-1.10262,0.342676,13.6265,3.0826,0.00455405,1.69468,10.8653,14.5671,0.248354,-1.04448
8.69,8.68989,2.77885,0.425475,0.664992,13.2794,10.5442,0.43779,1.5509,17.8656,2.21345,0.320037,-0.204341,3.7637,17.8542,0.985332,0.985935,9.22885,17.7401,0.341826,1.19078,1.37656,7.94425,-1.65974,-0.0830075,1.01992,18.6595,0.490613,-1.11524,18.3224,13.6095,-1.10262,0.342675,13.6265,3.09955,0.00455901,1.69467,10.8678,14.5566,0.248342,-1.04445
8.7,8.69414,2.7855,0.425478,0.664993,13.2837,10.5597,0.437788,1.5509,17.8688,2.21141,0.320029,-0.204339,3.77355,17.8641,0.985187,0.985978,9.23227,17.752,0.341839,1.19075,1.35996,7.94342,-1.65974,-0.0830075,1.02483,18.6483,0.49076,-1.11528,18.3114,13.6129,-1.10262,0.342675,13.6266,3.11649,0.00456386,1.69467,10.8703,14.5462,0.24833,-1.04443
8.71,8.6984,2.79215,0.425481,0.664993,13.2881,10.5752,0.437786,1.55091,17.872,2.20937,0.32002,-0.204338,3.7834,17.8739,0.985041,0.986019,9.23569,17.7639,0.341851,1.19073,1.34337,7.94259,-1.65974,-0.0830075,1.02974,18.6372,0.490908,-1.11532,18.3004,13.6163,-1.10262,0.342674,13.6266,3.13344,0.0045686,1.69467,10.8728,14.5357,0.248319,-1.0444
8.72,8.70265,2.7988,0.425485,0.664993,13.2925,10.5907,0.437784,1.55091,17.8752,2.20732,0.320012,-0.204336,3.79325,17.8838,0.984894,0.98606,9.23911,17.7758,0.341862,1.1907,1.32677,7.94176,-1.65974,-0.0830075,1.03465,18.626,0.491057,-1.11536,18.2894,13.6198,-1.10262,0.342674,13.6267,3.15039,0.00457321,1.69467,10.8752,14.5253,0.248309,-1.04438
8.73,8.70691,2.80545,0.425488,0.664994,13.2969,10.6062,0.437782,1.55092,17.8784,2.20528,0.320004,-0.204334,3.8031,17.8937,0.984747,0.986099,9.24252,17.7877,0.341873,1.19068,1.31017,7.94093,-1.65974,-0.0830075,1.03956,18.6149,0.491206,-1.1154,18.2783,13.6232,-1.10262,0.342673,13.6267,3.16733,0.00457772,1.69467,10.8777,14.5148,0.2483,-1.04436
8.74,8.71116,2.8121,0.425491,0.664994,13.3012,10.6217,0.43778,1.55092,17.8816,2.20324,0.319997,-0.204332,3.81295,17.9035,0.9846,0.986137,9.24594,17.7996,0.341883,1.19065,1.29358,7.9401,-1.65974,-0.0830075,1.04447,18.6037,0.491355,-1.11544,18.2673,13.6266,-1.10262,0.342673,13.6268,3.18428,0.00458211,1.69466,10.8802,14.5044,0.248291,-1.04434
8.75,8.71542,2.81875,0.425495,0.664994,13.3056,10.6373,0.437778,1.55093,17.8848,2.20119,0.319989,-0.20433,3.82279,17.9134,0.984451,0.986174,9.24936,17.8116,0.341893,1.19063,1.27698,7.93927,-1.65974,-0.0830075,1.04939,18.5926,0.491505,-1.11548,18.2563,13.6301,-1.10263,0.342672,13.6268,3.20123,0.00458639,1.69466,10.8827,14.494,0.248282,-1.04433
8.76,8.71967,2.8254,0.425498,0.664995,13.31,10.6528,0.437775,1.55093,17.888,2.19915,0.319981,-0.204328,3.83264,17.9232,0.984303,0.986211,9.25278,17.8235,0.341902,1.19061,1.26038,7.93844,-1.65974,-0.0830074,1.0543,18.5814,0.491656,-1.11552,18.2453,13.6335,-1.10263,0.342672,13.6269,3.21817,0.00459055,1.69466,10.8852,14.4835,0.248275,-1.04431
8.77,8.72393,2.83205,0.425502,0.664995,13.3144,10.6683,0.437773,1.55094,17.8912,2.19711,0.319974,-0.204327,3.84248,17.9331,0.984154,0.986246,9.2562,17.8354,0.341911,1.19058,1.24378,7.93761,-1.65974,-0.0830074,1.05922,18.5703,0.491806,-1.11555,18.2342,13.6369,-1.10263,0.342671,13.6269,3.23512,0.0045946,1.69466,10.8877,14.4731,0.248268,-1.04429
8.78,8.72818,2.8387,0.425505,0.664995,13.3188,10.6838,0.43777,1.55094,17.8944,2.19506,0.319966,-0.204325,3.85232,17.943,0.984006,0.986279,9.25962,17.8473,0.341919,1.19056,1.22719,7.93678,-1.65974,-0.0830074,1.06414,18.5591,0.491957,-1.11558,18.2232,13.6403,-1.10263,0.342671,13.6269,3.25207,0.00459854,1.69466,10.8901,14.4626,0.248261,-1.04428
8.79,8.73244,2.84535,0.425509,0.664996,13.3231,10.6993,0.437768,1.55095,17.8976,2.19302,0.319959,-0.204323,3.86216,17.9528,0.983857,0.986312,9.26304,17.8592,0.341927,1.19054,1.21059,7.93595,-1.65974,-0.0830074,1.06906,18.5479,0.492108,-1.11562,18.2122,13.6438,-1.10263,0.34267,13.627,3.26901,0.00460236,1.69466,10.8926,14.4522,0.248255,-1.04426
8.8,8.73669,2.852,0.425512,0.664996,13.3275,10.7148,0.437765,1.55096,17.9008,2.19098,0.319952,-0.204321,3.872,17.9627,0.983707,0.986343,9.26646,17.8711,0.341934,1.19052,1.19399,7.93512,-1.65974,-0.0830074,1.07398,18.5368,0.492259,-1.11565,18.2011,13.6472,-1.10263,0.342669,13.627,3.28596,0.00460608,1.69465,10.8951,14.4417,0.24825,-1.04425
8.81,8.74095,2.85865,0.425516,0.664997,13.3319,10.7303,0.437762,1.55096,17.904,2.18893,0.319945,-0.204319,3.88183,17.9726,0.983558,0.986374,9.26988,17.883,0.341941,1.1905,1.17739,7.93429,-1.65974,-0.0830074,1.0789,18.5256,0.49241,-1.11568,18.1901,13.6506,-1.10263,0.342669,13.6271,3.3029,0.00460968,1.69465,10.8976,14.4313,0.248245,-1.04424
8.82,8.7452,2.8653,0.425519,0.664997,13.3363,10.7458,0.437759,1.55097,17.9072,2.18689,0.319937,-0.204317,3.89167,17.9824,0.983409,0.986403,9.2733,17.8949,0.341948,1.19049,1.1608,7.93346,-1.65974,-0.0830073,1.08383,18.5145,0.492561,-1.11571,18.1791,13.654,-1.10263,0.342668,13.6271,3.31985,0.00461317,1.69465,10.9001,14.4209,0.24824,-1.04422
8.83,8.74946,2.87195,0.425523,0.664997,13.3406,10.7613,0.437756,1.55098,17.9104,2.18485,0.319931,-0.204315,3.9015,17.9923,0.98326,0.986431,9.27672,17.9068,0.341954,1.19047,1.1442,7.93263,-1.65974,-0.0830073,1.08876,18.5033,0.492712,-1.11574,18.1681,13.6575,-1.10264,0.342667,13.6272,3.3368,0.00461656,1.69465,10.9026,14.4104,0.248236,-1.04421
8.84,8.75372,2.8786,0.425526,0.664998,13.345,10.7768,0.437753,1.55098,17.9136,2.1828,0.319924,-0.204314,3.91133,18.0022,0.983112,0.986457,9.28014,17.9187,0.34196,1.19045,1.1276,7.9318,-1.65974,-0.0830073,1.09368,18.4922,0.492863,-1.11576,18.157,13.6609,-1.10264,0.342667,13.6272,3.35374,0.00461983,1.69465,10.905,14.4,0.248233,-1.0442
8.85,8.75797,2.88525,0.42553,0.664998,13.3494,10.7924,0.43775,1.55099,17.9168,2.18076,0.319917,-0.204312,3.92117,18.012,0.982963,0.986483,9.28356,17.9306,0.341966,1.19044,1.111,7.93097,-1.65974,-0.0830073,1.09861,18.481,0.493014,-1.11579,18.146,13.6643,-1.10264,0.342666,13.6273,3.37069,0.004623,1.69464,10.9075,14.3895,0.24823,-1.04419
8.86,8.76223,2.8919,0.425533,0.664999,13.3538,10.8079,0.437746,1.551,17.92,2.17872,0.31991,-0.20431,3.93099,18.0219,0.982815,0.986507,9.28697,17.9425,0.341971,1.19042,1.09441,7.93014,-1.65974,-0.0830073,1.10354,18.4698,0.493164,-1.11581,18.135,13.6677,-1.10264,0.342665,13.6273,3.38764,0.00462605,1.69464,10.91,14.3791,0.248228,-1.04418
8.87,8.76648,2.89855,0.425537,0.664999,13.3582,10.8234,0.437742,1.55101,17.9232,2.17667,0.319904,-0.204308,3.94082,18.0318,0.982668,0.98653,9.29039,17.9544,0.341976,1.1904,1.07781,7.92931,-1.65974,-0.0830073,1.10848,18.4587,0.493314,-1.11584,18.124,13.6712,-1.10264,0.342665,13.6274,3.40458,0.00462901,1.69464,10.9125,14.3686,0.248226,-1.04418
8.88,8.77074,2.9052,0.425541,0.664999,13.3625,10.8389,0.437739,1.55101,17.9264,2.17463,0.319897,-0.204306,3.95065,18.0416,0.98252,0.986552,9.29381,17.9663,0.341981,1.19039,1.06121,7.92848,-1.65974,-0.0830072,1.11341,18.4475,0.493463,-1.11586,18.1129,13.6746,-1.10264,0.342664,13.6274,3.42153,0.00463185,1.69464,10.915,14.3582,0.248224,-1.04417
8.89,8.77499,2.91185,0.425544,0.665,13.3669,10.8544,0.437735,1.55102,17.9296,2.17259,0.319891,-0.204304,3.96047,18.0515,0.982374,0.986572,9.29723,17.9782,0.341985,1.19038,1.04461,7.92765,-1.65974,-0.0830072,1.11835,18.4364,0.493612,-1.11588,18.1019,13.678,-1.10264,0.342663,13.6275,3.43848,0.00463459,1.69464,10.9174,14.3478,0.248223,-1.04416
8.9,8.77925,2.9185,0.425548,0.665,13.3713,10.8699,0.43773,1.55103,17.9328,2.17054,0.319884,-0.204302,3.97029,18.0613,0.982228,0.986592,9.30065,17.9901,0.341989,1.19036,1.02802,7.92682,-1.65974,-0.0830072,1.12328,18.4252,0.49376,-1.1159,18.0909,13.6815,-1.10265,0.342662,13.6275,3.45542,0.00463723,1.69463,10.9199,14.3373,0.248223,-1.04416
8.91,8.7835,2.92515,0.425552,0.665001,13.3757,10.8854,0.437726,1.55104,17.936,2.1685,0.319878,-0.2043,3.98012,18.0712,0.982082,0.98661,9.30407,18.002,0.341993,1.19035,1.01142,7.92599,-1.65974,-0.0830072,1.12822,18.4141,0.493908,-1.11592,18.0799,13.6849,-1.10265,0.342661,13.6275,3.47237,0.00463976,1.69463,10.9224,14.3269,0.248223,-1.04415
8.92,8.78776,2.9318,0.425555,0.665001,13.38,10.9009,0.437722,1.55105,17.9392,2.16646,0.319872,-0.204298,3.98994,18.0811,0.981938,0.986627,9.30749,18.0139,0.341997,1.19034,0.994823,7.92516,-1.65974,-0.0830072,1.13316,18.4029,0.494055,-1.11593,18.0688,13.6883,-1.10265,0.342661,13.6276,3.48932,0.00464218,1.69463,10.9249,14.3164,0.248223,-1.04415
8.93,8.79201,2.93845,0.425559,0.665002,13.3844,10.9164,0.437717,1.55106,17.9424,2.16442,0.319866,-0.204296,3.99976,18.0909,0.981794,0.986643,9.31091,18.0258,0.342,1.19032,0.978225,7.92433,-1.65974,-0.0830072,1.1381,18.3917,0.494201,-1.11595,18.0578,13.6917,-1.10265,0.34266,13.6276,3.50626,0.00464451,1.69463,10.9274,14.306,0.248224,-1.04414
8.94,8.79627,2.9451,0.425563,0.665002,13.3888,10.9319,0.437712,1.55107,17.9456,2.16237,0.31986,-0.204295,4.00957,18.1008,0.981651,0.986657,9.31433,18.0377,0.342003,1.19031,0.961628,7.9235,-1.65974,-0.0830071,1.14304,18.3806,0.494346,-1.11597,18.0468,13.6952,-1.10265,0.342659,13.6277,3.52321,0.00464673,1.69463,10.9299,14.2956,0.248225,-1.04414
8.95,8.80053,2.95175,0.425567,0.665003,13.3932,10.9475,0.437707,1.55108,17.9488,2.16033,0.319854,-0.204293,4.01939,18.1107,0.981508,0.986671,9.31775,18.0496,0.342006,1.1903,0.945031,7.92267,-1.65974,-0.0830071,1.14799,18.3694,0.494491,-1.11598,18.0358,13.6986,-1.10265,0.342658,13.6277,3.54015,0.00464886,1.69462,10.9323,14.2851,0.248227,-1.04414
8.96,8.80478,2.9584,0.42557,0.665003,13.3975,10.963,0.437701,1.55109,17.952,2.15829,0.319848,-0.204291,4.0292,18.1205,0.981367,0.986683,9.32117,18.0615,0.342009,1.19029,0.928433,7.92184,-1.65974,-0.0830071,1.15293,18.3583,0.494634,-1.11599,18.0247,13.702,-1.10266,0.342657,13.6278,3.5571,0.00465088,1.69462,10.9348,14.2747,0.248229,-1.04413
8.97,8.80904,2.96505,0.425574,0.665004,13.4019,10.9785,0.437696,1.5511,17.9552,2.15624,0.319843,-0.204289,4.03902,18.1304,0.981227,0.986694,9.32459,18.0734,0.342011,1.19028,0.911836,7.92101,-1.65974,-0.0830071,1.15788,18.3471,0.494777,-1.116,18.0137,13.7054,-1.10266,0.342656,13.6278,3.57405,0.00465281,1.69462,10.9373,14.2642,0.248232,-1.04413
8.98,8.81329,2.9717,0.425578,0.665004,13.4063,10.994,0.43769,1.55111,17.9584,2.1542,0.319837,-0.204287,4.04883,18.1403,0.981088,0.986704,9.32801,18.0854,0.342013,1.19027,0.895239,7.92018,-1.65974,-0.0830071,1.16283,18.3359,0.494918,-1.11601,18.0027,13.7089,-1.10266,0.342655,13.6279,3.59099,0.00465463,1.69462,10.9398,14.2538,0.248235,-1.04413
8.99,8.81755,2.97835,0.425582,0.665005,13.4107,11.0095,0.437684,1.55112,17.9616,2.15216,0.319831,-0.204285,4.05864,18.1501,0.98095,0.986713,9.33143,18.0973,0.342016,1.19026,0.878641,7.91935,-1.65974,-0.0830071,1.16778,18.3248,0.495059,-1.11602,17.9916,13.7123,-1.10266,0.342654,13.6279,3.60794,0.00465636,1.69462,10.9423,14.2434,0.248239,-1.04413
9,8.8218,2.985,0.425585,0.665006,13.4151,11.025,0.437677,1.55113,17.9648,2.15012,0.319826,-0.204283,4.06845,18.16,0.980813,0.986721,9.33485,18.1092,0.342018,1.19025,0.862044,7.91852,-1.65974,-0.083007,1.17273,18.3136,0.495198,-1.11603,17.9806,13.7157,-1.10266,0.342653,13.628,3.62489,0.00465799,1.69461,10.9447,14.2329,0.248243,-1.04413
9.01,8.82606,2.99165,0.425589,0.665006,13.4194,11.0405,0.437671,1.55114,17.968,2.14807,0.31982,-0.204281,4.07825,18.1699,0.980677,0.986728,9.33827,18.1211,0.342019,1.19024,0.845447,7.91769,-1.65974,-0.083007,1.17768,18.3025,0.495336,-1.11604,17.9696,13.7191,-1.10267,0.342652,13.628,3.64183,0.00465953,1.69461,10.9472,14.2225,0.248247,-1.04413
9.02,8.83032,2.9983,0.425593,0.665007,13.4238,11.056,0.437664,1.55115,17.9712,2.14603,0.319815,-0.20428,4.08806,18.1797,0.980543,0.986733,9.34169,18.133,0.342021,1.19023,0.828849,7.91686,-1.65974,-0.083007,1.18264,18.2913,0.495473,-1.11604,17.9586,13.7226,-1.10267,0.342651,13.6281,3.65878,0.00466097,1.69461,10.9497,14.212,0.248252,-1.04414
9.03,8.83457,3.00495,0.425597,0.665007,13.4282,11.0715,0.437657,1.55117,17.9744,2.14399,0.31981,-0.204278,4.09786,18.1896,0.98041,0.986738,9.34512,18.1449,0.342022,1.19022,0.812252,7.91603,-1.65974,-0.083007,1.18759,18.2801,0.495608,-1.11605,17.9475,13.726,-1.10267,0.34265,13.6281,3.67572,0.00466232,1.69461,10.9522,14.2016,0.248258,-1.04414
9.04,8.83883,3.0116,0.425601,0.665008,13.4326,11.0871,0.437649,1.55118,17.9776,2.14194,0.319805,-0.204276,4.10767,18.1995,0.980278,0.986742,9.34854,18.1568,0.342024,1.19021,0.795654,7.9152,-1.65974,-0.083007,1.19255,18.269,0.495742,-1.11605,17.9365,13.7294,-1.10267,0.342649,13.6282,3.69267,0.00466358,1.6946,10.9547,14.1911,0.248264,-1.04414
9.05,8.84308,3.01825,0.425605,0.665009,13.4369,11.1026,0.437641,1.55119,17.9807,2.1399,0.3198,-0.204274,4.11747,18.2094,0.980147,0.986744,9.35196,18.1687,0.342025,1.1902,0.779057,7.91437,-1.65974,-0.0830069,1.19751,18.2578,0.495875,-1.11605,17.9255,13.7329,-1.10268,0.342648,13.6282,3.70962,0.00466474,1.6946,10.9572,14.1807,0.248271,-1.04415
9.06,8.84734,3.0249,0.425608,0.665009,13.4413,11.1181,0.437633,1.55121,17.9839,2.13786,0.319795,-0.204272,4.12727,18.2192,0.980018,0.986746,9.35538,18.1806,0.342026,1.19019,0.76246,7.91354,-1.65974,-0.0830069,1.20247,18.2467,0.496007,-1.11605,17.9145,13.7363,-1.10268,0.342647,13.6282,3.72656,0.00466582,1.6946,10.9596,14.1703,0.248278,-1.04415
