t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9
2.09,5.88564,2.60995,0.424052,-0.665069,10.689,0.73539,0.329577,-1.56179,15.7008,3.56652,0.334995,-0.207068,3.36231,10.7687,-0.782973,1.33273,9.60684,10.2892,-0.1803,1.09766,12.4361,8.49024,-1.26282,0.413552,3.58339,13.6059,-0.678016,0.760805,13.3995,11.3438,1.10677,0.360694,13.2385,9.13652,-0.294876,-2.22656,6.59713,17.9689,0.763993,0.941515
2.1,5.88988,2.6033,0.424055,-0.66507,10.6923,0.719773,0.329576,-1.56179,15.7042,3.56445,0.334994,-0.207067,3.35448,10.782,-0.78296,1.33289,9.60504,10.3001,-0.180223,1.09763,12.4229,8.49394,-1.3749,0.325844,3.57661,13.6135,-0.678027,0.760648,13.4106,11.3474,1.10666,0.359721,13.2361,9.11469,-0.182758,-2.13785,6.60477,17.9783,0.763992,0.941514
2.11,5.89412,2.59665,0.424057,-0.66507,10.6956,0.704155,0.329574,-1.56179,15.7075,3.56238,0.334992,-0.207066,3.34665,10.7953,-0.782946,1.33305,9.60324,10.3111,-0.180147,1.0976,12.4086,8.49673,-1.50275,0.23104,3.56983,13.6211,-0.678038,0.760488,13.4216,11.351,1.10654,0.358818,13.2349,9.09379,-0.0548733,-2.04211,6.61241,17.9877,0.763991,0.941512
2.12,5.89836,2.59,0.424059,-0.665071,10.6989,0.688537,0.329573,-1.56179,15.7109,3.56031,0.33499,-0.207065,3.33882,10.8087,-0.782933,1.33321,9.60144,10.3221,-0.18007,1.09757,12.3929,8.49857,-1.63724,0.136663,3.56305,13.6288,-0.67805,0.760327,13.4327,11.3546,1.10643,0.357976,13.235,9.07385,0.0796524,-1.94687,6.62005,17.9971,0.76399,0.94151
2.13,5.90261,2.58335,0.424062,-0.665072,10.7022,0.672919,0.329572,-1.56178,15.7142,3.55824,0.334988,-0.207064,3.33099,10.822,-0.782919,1.33338,9.59964,10.3331,-0.179994,1.09754,12.3758,8.49949,-1.76763,0.0501706,3.55627,13.6364,-0.678061,0.760163,13.4438,11.3582,1.10632,0.357189,13.2364,9.05483,0.210078,-1.85956,6.62769,18.0066,0.763989,0.941508
2.14,5.90685,2.5767,0.424064,-0.665072,10.7055,0.657301,0.32957,-1.56178,15.7176,3.55617,0.334986,-0.207063,3.32316,10.8353,-0.782904,1.33355,9.59784,10.344,-0.179918,1.0975,12.3576,8.49961,-1.88422,-0.0228708,3.54949,13.644,-0.678073,0.759996,13.4548,11.3617,1.10622,0.356451,13.2391,9.03661,0.326704,-1.78575,6.63533,18.016,0.763988,0.941506
2.15,5.91109,2.57005,0.424067,-0.665073,10.7088,0.641683,0.329569,-1.56178,15.7209,3.5541,0.334984,-0.207062,3.31533,10.8487,-0.78289,1.33372,9.59604,10.355,-0.179843,1.09747,12.3382,8.49909,-1.98047,-0.0797683,3.5427,13.6516,-0.678086,0.759827,13.4659,11.3653,1.10611,0.355757,13.2429,9.01906,0.422973,-1.72812,6.64297,18.0254,0.763987,0.941504
2.16,5.91533,2.5634,0.424069,-0.665074,10.7121,0.626065,0.329568,-1.56178,15.7243,3.55203,0.334982,-0.20706,3.3075,10.862,-0.782875,1.33389,9.59424,10.366,-0.179767,1.09744,12.318,8.49807,-2.05366,-0.120577,3.53592,13.6592,-0.678098,0.759656,13.4769,11.3689,1.10601,0.355103,13.2475,9.002,0.496193,-1.68663,6.65061,18.0348,0.763985,0.941503
2.17,5.91957,2.55675,0.424071,-0.665075,10.7154,0.610448,0.329567,-1.56178,15.7276,3.54996,0.33498,-0.207059,3.29968,10.8754,-0.78286,1.33407,9.59245,10.377,-0.179692,1.0974,12.2972,8.49672,-2.1044,-0.147232,3.52914,13.6667,-0.678111,0.759483,13.488,11.3724,1.10591,0.354487,13.2528,8.98528,0.546953,-1.65933,6.65825,18.0442,0.763984,0.941501
2.18,5.92381,2.55009,0.424074,-0.665075,10.7187,0.59483,0.329565,-1.56178,15.731,3.54789,0.334978,-0.207058,3.29185,10.8887,-0.782844,1.33424,9.59065,10.3879,-0.179616,1.09737,12.276,8.49517,-2.13535,-0.162532,3.52236,13.6743,-0.678124,0.759306,13.4991,11.3759,1.10581,0.353904,13.2584,8.96877,0.57793,-1.64341,6.66589,18.0536,0.763983,0.941499
2.19,5.92805,2.54344,0.424076,-0.665076,10.722,0.579212,0.329564,-1.56177,15.7343,3.54581,0.334977,-0.207057,3.28402,10.902,-0.782829,1.33442,9.58885,10.3989,-0.179541,1.09733,12.2546,8.4935,-2.15012,-0.169364,3.51558,13.6819,-0.678138,0.759128,13.5101,11.3795,1.10572,0.353354,13.2643,8.95238,0.592711,-1.63599,6.67353,18.0631,0.763982,0.941497
2.2,5.93229,2.53679,0.424078,-0.665077,10.7253,0.563594,0.329563,-1.56177,15.7377,3.54374,0.334975,-0.207056,3.27619,10.9154,-0.782813,1.3346,9.58706,10.4099,-0.179466,1.09729,12.233,8.4918,-2.15236,-0.170263,3.5088,13.6895,-0.678152,0.758946,13.5212,11.383,1.10563,0.352834,13.2702,8.93603,0.594963,-1.63454,6.68117,18.0725,0.763981,0.941496
2.21,5.93653,2.53014,0.424081,-0.665077,10.7286,0.547977,0.329562,-1.56177,15.741,3.54167,0.334973,-0.207055,3.26836,10.9287,-0.782796,1.33479,9.58526,10.4208,-0.179391,1.09726,12.2115,8.49011,-2.14535,-0.167257,3.50202,13.6971,-0.678166,0.758763,13.5322,11.3865,1.10555,0.352341,13.2761,8.91968,0.587969,-1.63701,6.68881,18.0819,0.76398,0.941494
2.22,5.94077,2.52349,0.424083,-0.665078,10.7319,0.532359,0.32956,-1.56177,15.7444,3.5396,0.334971,-0.207054,3.26054,10.9421,-0.78278,1.33498,9.58347,10.4318,-0.179316,1.09722,12.1902,8.48846,-2.13182,-0.161862,3.49523,13.7047,-0.678181,0.758576,13.5433,11.3901,1.10546,0.351875,13.282,8.90329,0.57445,-1.64191,6.69645,18.0913,0.763979,0.941492
2.23,5.94501,2.51684,0.424085,-0.665079,10.7352,0.516741,0.329559,-1.56177,15.7477,3.53753,0.334969,-0.207053,3.25271,10.9554,-0.782763,1.33517,9.58168,10.4428,-0.17924,1.09718,12.1689,8.48687,-2.11392,-0.155162,3.48845,13.7123,-0.678195,0.758387,13.5543,11.3936,1.10538,0.351434,13.2876,8.88684,0.556553,-1.64813,6.70409,18.1007,0.763978,0.941491
2.24,5.94925,2.51019,0.424087,-0.665079,10.7384,0.501124,0.329558,-1.56177,15.7511,3.53546,0.334967,-0.207052,3.24488,10.9688,-0.782746,1.33536,9.57989,10.4538,-0.179165,1.09714,12.1479,8.48536,-2.09327,-0.147902,3.48167,13.7199,-0.678211,0.758195,13.5654,11.3971,1.1053,0.351016,13.2931,8.87032,0.53591,-1.65493,6.71173,18.1101,0.763977,0.941489
2.25,5.95349,2.50354,0.42409,-0.66508,10.7417,0.514056,0.329556,1.56177,15.7544,3.53339,0.334966,-0.207051,3.23705,10.9821,-0.782728,1.33556,9.57809,10.4647,-0.17909,1.09709,12.1271,8.48392,-2.07109,-0.140572,3.47489,13.7274,-0.678226,0.758,13.5764,11.4006,1.10523,0.35062,13.2983,8.85374,0.513729,-1.66182,6.71937,18.1195,0.763976,0.941488
2.26,5.95774,2.49689,0.424092,-0.665081,10.745,0.529674,0.329555,1.56177,15.7578,3.53132,0.334964,-0.207049,3.22923,10.9955,-0.78271,1.33576,9.5763,10.4757,-0.179015,1.09705,12.1065,8.48255,-2.04825,-0.133485,3.46811,13.735,-0.678242,0.757803,13.5875,11.4041,1.10515,0.350245,13.3034,8.83709,0.490889,-1.66849,6.72701,18.129,0.763975,0.941486
2.27,5.96198,2.49024,0.424094,-0.665082,10.7483,0.545291,0.329554,1.56177,15.7611,3.52925,0.334962,-0.207048,3.2214,11.0089,-0.782692,1.33596,9.57451,10.4867,-0.17894,1.09701,12.0861,8.48125,-2.02538,-0.126824,3.46132,13.7426,-0.678259,0.757602,13.5985,11.4076,1.10508,0.34989,13.3081,8.82037,0.468013,-1.67476,6.73465,18.1384,0.763974,0.941484
2.28,5.96622,2.48359,0.424097,-0.665082,10.7516,0.560909,0.329552,1.56177,15.7645,3.52718,0.33496,-0.207047,3.21357,11.0222,-0.782673,1.33616,9.57272,10.4976,-0.178866,1.09696,12.066,8.48001,-2.00291,-0.120691,3.45454,13.7502,-0.678275,0.757399,13.6096,11.4111,1.10501,0.349554,13.3127,8.80359,0.445532,-1.68051,6.74229,18.1478,0.763974,0.941483
2.29,5.97046,2.47694,0.424099,-0.665083,10.7549,0.576527,0.329551,1.56177,15.7678,3.52511,0.334958,-0.207046,3.20574,11.0356,-0.782654,1.33637,9.57094,10.5086,-0.178791,1.09692,12.046,8.47883,-1.98112,-0.115127,3.44776,13.7578,-0.678292,0.757193,13.6206,11.4146,1.10494,0.349235,13.3171,8.78676,0.423739,-1.68571,6.74993,18.1572,0.763973,0.941481
2.3,5.9747,2.47029,0.424102,-0.665084,10.7582,0.592145,0.32955,1.56178,15.7712,3.52304,0.334956,-0.207045,3.19792,11.0489,-0.782634,1.33658,9.56915,10.5196,-0.178716,1.09687,12.0263,8.4777,-1.96021,-0.11014,3.44098,13.7653,-0.67831,0.756983,13.6317,11.4181,1.10488,0.348933,13.3212,8.76988,0.402823,-1.69035,6.75757,18.1666,0.763972,0.94148
2.31,5.97894,2.46363,0.424104,-0.665085,10.7615,0.607762,0.329548,1.56178,15.7745,3.52097,0.334955,-0.207044,3.19009,11.0623,-0.782614,1.33679,9.56736,10.5306,-0.178641,1.09682,12.0068,8.47663,-1.9403,-0.105711,3.43419,13.7729,-0.678328,0.756771,13.6427,11.4216,1.10482,0.348646,13.3251,8.75296,0.382899,-1.69445,6.76521,18.176,0.763971,0.941478
2.32,5.98318,2.45698,0.424107,-0.665085,10.7648,0.62338,0.329547,1.56178,15.7779,3.5189,0.334953,-0.207043,3.18227,11.0757,-0.782594,1.33701,9.56558,10.5415,-0.178567,1.09677,11.9875,8.47559,-1.92144,-0.101809,3.42741,13.7805,-0.678346,0.756555,13.6538,11.4251,1.10475,0.348374,13.3289,8.73599,0.364027,-1.69803,6.77285,18.1854,0.76397,0.941477
2.33,5.98742,2.45033,0.424109,-0.665086,10.7681,0.638998,0.329545,1.56178,15.7812,3.51683,0.334951,-0.207042,3.17444,11.0891,-0.782574,1.33723,9.56379,10.5525,-0.178493,1.09672,11.9684,8.47459,-1.90366,-0.0983969,3.42063,13.788,-0.678365,0.756336,13.6648,11.4285,1.10469,0.348116,13.3324,8.719,0.346229,-1.70114,6.78049,18.1949,0.763969,0.941476
2.34,5.99166,2.44368,0.424112,-0.665087,10.7714,0.654616,0.329544,1.56178,15.7846,3.51476,0.334949,-0.207041,3.16661,11.1024,-0.782552,1.33745,9.56201,10.5635,-0.178418,1.09667,11.9494,8.47362,-1.88695,-0.0954313,3.41384,13.7956,-0.678384,0.756114,13.6759,11.432,1.10464,0.347872,13.3358,8.70197,0.329502,-1.70381,6.78813,18.2043,0.763968,0.941474
2.35,5.9959,2.43703,0.424114,-0.665088,10.7747,0.670234,0.329543,1.56179,15.7879,3.51269,0.334947,-0.207039,3.15879,11.1158,-0.782531,1.33768,9.56022,10.5744,-0.178344,1.09662,11.9307,8.47268,-1.87129,-0.0928703,3.40706,13.8031,-0.678404,0.755889,13.6869,11.4355,1.10458,0.347639,13.339,8.68492,0.313824,-1.70609,6.79577,18.2137,0.763967,0.941473
2.36,6.00015,2.43038,0.424117,-0.665088,10.778,0.685851,0.329541,1.56179,15.7913,3.51062,0.334945,-0.207038,3.15096,11.1292,-0.782509,1.33791,9.55844,10.5854,-0.17827,1.09657,11.912,8.47176,-1.85665,-0.0906725,3.40027,13.8107,-0.678424,0.75566,13.698,11.439,1.10453,0.347419,13.3421,8.66785,0.299159,-1.70801,6.80341,18.2231,0.763966,0.941471
2.37,6.00439,2.42373,0.42412,-0.665089,10.7813,0.701469,0.329539,1.56179,15.7946,3.50855,0.334943,-0.207037,3.14314,11.1426,-0.782487,1.33814,9.55666,10.5964,-0.178197,1.09652,11.8935,8.47086,-1.84297,-0.0887986,3.39349,13.8183,-0.678444,0.755428,13.709,11.4424,1.10447,0.347209,13.345,8.65076,0.285465,-1.70963,6.81104,18.2325,0.763965,0.94147
2.38,6.00863,2.41708,0.424123,-0.66509,10.7846,0.717087,0.329538,1.56179,15.798,3.50648,0.334941,-0.207036,3.13531,11.1559,-0.782464,1.33838,9.55488,10.6073,-0.178123,1.09646,11.8752,8.46998,-1.83023,-0.0872118,3.3867,13.8258,-0.678465,0.755193,13.7201,11.4459,1.10442,0.347011,13.3478,8.63366,0.272695,-1.71096,6.81868,18.2419,0.763965,0.941469
2.39,6.01287,2.41043,0.424125,-0.665091,10.7879,0.732705,0.329536,1.56179,15.8013,3.50441,0.334939,-0.207035,3.12749,11.1693,-0.78244,1.33862,9.55309,10.6183,-0.17805,1.09641,11.8569,8.46912,-1.81835,-0.0858786,3.37992,13.8334,-0.678487,0.754953,13.7311,11.4494,1.10437,0.346821,13.3504,8.61654,0.260798,-1.71205,6.82632,18.2513,0.763964,0.941467
2.4,6.01711,2.40378,0.424128,-0.665091,10.7912,0.748323,0.329535,1.56179,15.8047,3.50234,0.334937,-0.207034,3.11967,11.1827,-0.782417,1.33886,9.55131,10.6292,-0.177977,1.09635,11.8388,8.46826,-1.8073,-0.0847683,3.37313,13.8409,-0.678509,0.754711,13.7422,11.4529,1.10433,0.346642,13.353,8.59942,0.249724,-1.71293,6.83396,18.2608,0.763963,0.941466
2.41,6.02135,2.39713,0.424131,-0.665092,10.7945,0.763941,0.329533,1.5618,15.808,3.50026,0.334935,-0.207033,3.11184,11.1961,-0.782392,1.33911,9.54953,10.6402,-0.177904,1.09629,11.8208,8.46742,-1.79703,-0.0838532,3.36635,13.8485,-0.678531,0.754464,13.7532,11.4563,1.10428,0.346471,13.3554,8.58229,0.239422,-1.71362,6.8416,18.2702,0.763962,0.941465
2.42,6.02559,2.39047,0.424134,-0.665093,10.7978,0.779559,0.329532,1.5618,15.8114,3.49819,0.334933,-0.207031,3.10402,11.2095,-0.782367,1.33936,9.54776,10.6512,-0.177832,1.09624,11.8028,8.46659,-1.78748,-0.0831082,3.35956,13.856,-0.678554,0.754214,13.7642,11.4598,1.10423,0.346309,13.3578,8.56515,0.229844,-1.71415,6.84924,18.2796,0.763961,0.941463
2.43,6.02983,2.38382,0.424137,-0.665094,10.8011,0.795177,0.32953,1.5618,15.8147,3.49612,0.334931,-0.20703,3.09619,11.2229,-0.782342,1.33962,9.54598,10.6621,-0.177759,1.09618,11.785,8.46576,-1.7786,-0.0825113,3.35278,13.8635,-0.678578,0.75396,13.7753,11.4632,1.10419,0.346154,13.36,8.548,0.220942,-1.71453,6.85688,18.289,0.76396,0.941462
2.44,6.03408,2.37717,0.42414,-0.665094,10.8044,0.810795,0.329528,1.5618,15.8181,3.49405,0.334929,-0.207029,3.08837,11.2363,-0.782316,1.33987,9.5442,10.6731,-0.177687,1.09612,11.7673,8.46494,-1.77036,-0.0820425,3.34599,13.8711,-0.678602,0.753702,13.7863,11.4667,1.10415,0.346007,13.3622,8.53086,0.21267,-1.7148,6.86452,18.2984,0.76396,0.941461
2.45,6.03832,2.37052,0.424143,-0.665095,10.8077,0.826413,0.329526,1.5618,15.8214,3.49198,0.334926,-0.207028,3.08055,11.2497,-0.78229,1.34014,9.54242,10.6841,-0.177616,1.09606,11.7496,8.46412,-1.76271,-0.0816842,3.33921,13.8786,-0.678627,0.753441,13.7974,11.4702,1.10411,0.345867,13.3643,8.51371,0.204986,-1.71496,6.87216,18.3078,0.763959,0.94146
2.46,6.04256,2.36387,0.424146,-0.665096,10.8109,0.842031,0.329525,1.5618,15.8248,3.48991,0.334924,-0.207027,3.07272,11.2631,-0.782263,1.3404,9.54065,10.695,-0.177545,1.096,11.732,8.4633,-1.7556,-0.0814209,3.33242,13.8861,-0.678652,0.753175,13.8084,11.4736,1.10407,0.345734,13.3663,8.49656,0.197847,-1.71503,6.8798,18.3173,0.763958,0.941458
2.47,6.0468,2.35722,0.424149,-0.665097,10.8142,0.857649,0.329523,1.56181,15.8281,3.48784,0.334922,-0.207025,3.0649,11.2765,-0.782235,1.34067,9.53887,10.706,-0.177474,1.09594,11.7145,8.46249,-1.749,-0.0812389,3.32563,13.8937,-0.678678,0.752905,13.8194,11.4771,1.10403,0.345607,13.3682,8.47941,0.191217,-1.71503,6.88744,18.3267,0.763957,0.941457
2.48,6.05104,2.35057,0.424152,-0.665097,10.8175,0.873267,0.329521,1.56181,15.8315,3.48577,0.33492,-0.207024,3.05708,11.2899,-0.782207,1.34095,9.5371,10.7169,-0.177403,1.09588,11.697,8.46168,-1.74288,-0.081126,3.31885,13.9012,-0.678704,0.752631,13.8305,11.4805,1.10399,0.345486,13.3701,8.46226,0.185058,-1.71496,6.89508,18.3361,0.763957,0.941456
2.49,6.05528,2.34392,0.424155,-0.665098,10.8208,0.888885,0.329519,1.56181,15.8348,3.4837,0.334918,-0.207023,3.04926,11.3033,-0.782179,1.34123,9.53533,10.7279,-0.177333,1.09582,11.6796,8.46087,-1.73719,-0.0810716,3.31206,13.9087,-0.678731,0.752353,13.8415,11.484,1.10395,0.345371,13.372,8.44511,0.179337,-1.71484,6.90272,18.3455,0.763956,0.941455
2.5,6.05952,2.33727,0.424158,-0.665099,10.8241,0.904503,0.329518,1.56181,15.8382,3.48163,0.334915,-0.207022,3.04144,11.3167,-0.782149,1.34151,9.53355,10.7389,-0.177263,1.09575,11.6623,8.46006,-1.73191,-0.0810664,3.30527,13.9163,-0.678759,0.752071,13.8526,11.4874,1.10392,0.345261,13.3737,8.42796,0.174023,-1.71467,6.91036,18.3549,0.763955,0.941454
2.51,6.06377,2.33062,0.424161,-0.6651,10.8274,0.920121,0.329516,1.56181,15.8415,3.47956,0.334913,-0.207021,3.03362,11.3301,-0.782119,1.3418,9.53178,10.7498,-0.177194,1.09569,11.645,8.45925,-1.72701,-0.0811023,3.29848,13.9238,-0.678787,0.751784,13.8636,11.4909,1.10388,0.345157,13.3754,8.41082,0.169085,-1.71447,6.918,18.3643,0.763954,0.941452
2.52,6.06801,2.32396,0.424164,-0.6651,10.8307,0.93574,0.329514,1.56182,15.8449,3.47749,0.334911,-0.207019,3.02579,11.3436,-0.782089,1.34209,9.53001,10.7608,-0.177125,1.09563,11.6277,8.45843,-1.72245,-0.0811722,3.2917,13.9313,-0.678816,0.751493,13.8746,11.4943,1.10385,0.345057,13.3771,8.39367,0.164497,-1.71424,6.92564,18.3737,0.763954,0.941451
2.53,6.07225,2.31731,0.424168,-0.665101,10.834,0.951358,0.329512,1.56182,15.8482,3.47542,0.334909,-0.207018,3.01797,11.357,-0.782058,1.34239,9.52824,10.7717,-0.177057,1.09556,11.6105,8.45762,-1.71822,-0.0812698,3.28491,13.9388,-0.678845,0.751197,13.8857,11.4978,1.10382,0.344962,13.3787,8.37653,0.160233,-1.71399,6.93328,18.3832,0.763953,0.94145
2.54,6.07649,2.31066,0.424171,-0.665102,10.8373,0.966976,0.32951,1.56182,15.8516,3.47335,0.334906,-0.207017,3.01015,11.3704,-0.782026,1.34269,9.52647,10.7827,-0.176989,1.0955,11.5934,8.45681,-1.7143,-0.0813899,3.27812,13.9463,-0.678875,0.750897,13.8967,11.5012,1.10379,0.344871,13.3803,8.35939,0.156269,-1.71371,6.94092,18.3926,0.763952,0.941449
2.55,6.08073,2.30401,0.424174,-0.665102,10.8406,0.982594,0.329508,1.56182,15.8549,3.47128,0.334904,-0.207015,3.00233,11.3838,-0.781993,1.34299,9.5247,10.7936,-0.176922,1.09543,11.5763,8.45599,-1.71065,-0.0815278,3.27133,13.9538,-0.678906,0.750591,13.9078,11.5047,1.10375,0.344784,13.3818,8.34226,0.152583,-1.71342,6.94856,18.402,0.763951,0.941448
2.56,6.08497,2.29736,0.424178,-0.665103,10.8439,0.998212,0.329506,1.56182,15.8583,3.46921,0.334902,-0.207014,2.99451,11.3973,-0.78196,1.3433,9.52293,10.8046,-0.176855,1.09537,11.5592,8.45518,-1.70726,-0.0816794,3.26454,13.9613,-0.678938,0.750281,13.9188,11.5081,1.10373,0.344702,13.3834,8.32512,0.149156,-1.71313,6.9562,18.4114,0.763951,0.941447
2.57,6.08922,2.29071,0.424181,-0.665104,10.8472,1.01383,0.329504,1.56182,15.8616,3.46714,0.334899,-0.207013,2.98669,11.4107,-0.781926,1.34362,9.52116,10.8155,-0.176788,1.0953,11.5421,8.45436,-1.70411,-0.0818413,3.25775,13.9688,-0.67897,0.749967,13.9298,11.5116,1.1037,0.344623,13.3848,8.30799,0.145967,-1.71282,6.96384,18.4208,0.76395,0.941446
2.58,6.09346,2.28406,0.424184,-0.665105,10.8505,1.02945,0.329503,1.56183,15.865,3.46507,0.334897,-0.207011,2.97887,11.4241,-0.781892,1.34394,9.51939,10.8265,-0.176722,1.09523,11.5251,8.45354,-1.70118,-0.0820105,3.25096,13.9763,-0.679003,0.749647,13.9409,11.515,1.10367,0.344547,13.3863,8.29087,0.143001,-1.71251,6.97148,18.4302,0.763949,0.941445
2.59,6.0977,2.27741,0.424188,-0.665105,10.8538,1.04507,0.329501,1.56183,15.8683,3.463,0.334894,-0.20701,2.97106,11.4376,-0.781856,1.34427,9.51763,10.8374,-0.176657,1.09517,11.5081,8.45272,-1.69846,-0.0821846,3.24417,13.9838,-0.679037,0.749322,13.9519,11.5185,1.10364,0.344475,13.3877,8.27374,0.140239,-1.7122,6.97912,18.4396,0.763949,0.941443
2.6,6.10194,2.27076,0.424191,-0.665106,10.8571,1.06069,0.329499,1.56183,15.8717,3.46093,0.334892,-0.207009,2.96324,11.451,-0.78182,1.3446,9.51586,10.8484,-0.176592,1.0951,11.4911,8.4519,-1.69592,-0.0823613,3.23738,13.9913,-0.679072,0.748992,13.9629,11.5219,1.10361,0.344406,13.3891,8.25662,0.137669,-1.71189,6.98675,18.4491,0.763948,0.941442
2.61,6.10618,2.26411,0.424195,-0.665107,10.8604,1.0763,0.329497,1.56183,15.875,3.45886,0.334889,-0.207007,2.95542,11.4645,-0.781783,1.34493,9.51409,10.8593,-0.176528,1.09503,11.4742,8.45107,-1.69357,-0.0825387,3.23059,13.9988,-0.679107,0.748657,13.974,11.5254,1.10359,0.344341,13.3904,8.23951,0.135275,-1.71158,6.99439,18.4585,0.763947,0.941441
2.62,6.11043,2.25745,0.424199,-0.665107,10.8637,1.09192,0.329494,1.56183,15.8784,3.45679,0.334887,-0.207006,2.9476,11.4779,-0.781745,1.34527,9.51233,10.8703,-0.176464,1.09496,11.4572,8.45025,-1.69138,-0.0827155,3.2238,14.0063,-0.679143,0.748316,13.985,11.5288,1.10356,0.344278,13.3918,8.22239,0.133045,-1.71127,7.00203,18.4679,0.763947,0.94144
2.63,6.11467,2.2508,0.424202,-0.665108,10.867,1.10754,0.329492,1.56184,15.8817,3.45472,0.334884,-0.207004,2.93978,11.4914,-0.781707,1.34562,9.51057,10.8812,-0.176401,1.09489,11.4403,8.44942,-1.68934,-0.0828902,3.21701,14.0138,-0.67918,0.74797,13.996,11.5323,1.10354,0.344218,13.3931,8.20528,0.130966,-1.71097,7.00967,18.4773,0.763946,0.941439
2.64,6.11891,2.24415,0.424206,-0.665109,10.8703,1.12316,0.32949,1.56184,15.8851,3.45265,0.334882,-0.207003,2.93197,11.5048,-0.781667,1.34597,9.5088,10.8922,-0.176339,1.09482,11.4235,8.44859,-1.68744,-0.0830618,3.21022,14.0212,-0.679218,0.747618,14.0071,11.5357,1.10352,0.34416,13.3944,8.18817,0.129029,-1.71068,7.01731,18.4867,0.763945,0.941438
2.65,6.12315,2.2375,0.424209,-0.665109,10.8736,1.13878,0.329488,1.56184,15.8884,3.45058,0.334879,-0.207002,2.92415,11.5183,-0.781627,1.34633,9.50704,10.9031,-0.176277,1.09475,11.4066,8.44776,-1.68567,-0.0832294,3.20342,14.0287,-0.679257,0.747261,14.0181,11.5391,1.10349,0.344105,13.3957,8.17107,0.127223,-1.71039,7.02495,18.4961,0.763945,0.941437
2.66,6.12739,2.23085,0.424213,-0.66511,10.8768,1.1544,0.329486,1.56184,15.8918,3.44851,0.334876,-0.207,2.91634,11.5318,-0.781586,1.34669,9.50528,10.9141,-0.176216,1.09468,11.3897,8.44692,-1.68402,-0.0833924,3.19663,14.0362,-0.679297,0.746898,14.0292,11.5426,1.10347,0.344052,13.397,8.15396,0.125538,-1.7101,7.03259,18.5055,0.763944,0.941436
2.67,6.13164,2.2242,0.424217,-0.665111,10.8801,1.17001,0.329484,1.56184,15.8951,3.44644,0.334874,-0.206999,2.90852,11.5452,-0.781544,1.34706,9.50351,10.925,-0.176156,1.09461,11.3729,8.44609,-1.68249,-0.0835501,3.18984,14.0437,-0.679337,0.746529,14.0402,11.546,1.10345,0.344002,13.3982,8.13687,0.123965,-1.70983,7.04023,18.515,0.763943,0.941435
2.68,6.13588,2.21755,0.424221,-0.665111,10.8834,1.18563,0.329482,1.56185,15.8985,3.44437,0.334871,-0.206997,2.9007,11.5587,-0.781501,1.34744,9.50175,10.936,-0.176096,1.09454,11.3561,8.44525,-1.68106,-0.0837021,3.18304,14.0511,-0.679379,0.746154,14.0512,11.5495,1.10343,0.343954,13.3994,8.11977,0.122498,-1.70956,7.04787,18.5244,0.763943,0.941434
2.69,6.14012,2.2109,0.424225,-0.665112,10.8867,1.20125,0.32948,1.56185,15.9018,3.4423,0.334868,-0.206995,2.89289,11.5722,-0.781457,1.34782,9.49999,10.9469,-0.176037,1.09447,11.3393,8.44442,-1.67973,-0.083848,3.17625,14.0586,-0.679421,0.745773,14.0623,11.5529,1.10341,0.343907,13.4007,8.10267,0.121127,-1.7093,7.05551,18.5338,0.763942,0.941433
2.7,6.14436,2.20425,0.424228,-0.665112,10.89,1.21687,0.329478,1.56185,15.9052,3.44023,0.334866,-0.206994,2.88508,11.5857,-0.781412,1.34821,9.49823,10.9579,-0.175978,1.0944,11.3225,8.44358,-1.67849,-0.0839876,3.16946,14.066,-0.679465,0.745385,14.0733,11.5563,1.10339,0.343863,13.4019,8.08558,0.119847,-1.70905,7.06315,18.5432,0.763942,0.941433
2.71,6.14861,2.19759,0.424232,-0.665113,10.8933,1.23249,0.329475,1.56185,15.9085,3.43816,0.334863,-0.206992,2.87726,11.5991,-0.781366,1.3486,9.49647,10.9688,-0.175921,1.09433,11.3057,8.44274,-1.67733,-0.0841208,3.16266,14.0735,-0.679509,0.744992,14.0843,11.5598,1.10337,0.343821,13.403,8.06849,0.11865,-1.7088,7.07079,18.5526,0.763941,0.941432
2.72,6.15285,2.19094,0.424236,-0.665114,10.8966,1.24811,0.329473,1.56185,15.9119,3.43609,0.33486,-0.206991,2.86945,11.6126,-0.781319,1.349,9.49471,10.9798,-0.175863,1.09426,11.2889,8.44189,-1.67625,-0.0842475,3.15586,14.0809,-0.679555,0.744591,14.0954,11.5632,1.10335,0.34378,13.4042,8.05141,0.117532,-1.70857,7.07843,18.562,0.76394,0.941431
2.73,6.15709,2.18429,0.42424,-0.665114,10.8999,1.26372,0.329471,1.56186,15.9152,3.43402,0.334857,-0.206989,2.86163,11.6261,-0.781271,1.34941,9.49296,10.9907,-0.175807,1.09419,11.2722,8.44105,-1.67524,-0.0843675,3.14907,14.0884,-0.679601,0.744184,14.1064,11.5666,1.10333,0.343741,13.4054,8.03432,0.116486,-1.70834,7.08607,18.5714,0.76394,0.94143
