# t x1 v1 x2 v2
3.56000000 -1.11210139 0.94519679 -1.46282099 0.59778269
3.57000000 -1.10261366 0.95236158 -1.45679540 0.60732792
3.58000000 -1.09305392 0.95959836 -1.45067457 0.61683025
3.59000000 -1.08342145 0.96690917 -1.44445892 0.62629370
3.60000000 -1.07371549 0.97429608 -1.43814882 0.63572224
3.61000000 -1.06393527 0.98176112 -1.43174458 0.64511984
3.62000000 -1.05408000 0.98930634 -1.42524651 0.65449040
3.63000000 -1.04414886 0.99693380 -1.41865485 0.66383785
3.64000000 -1.03414104 1.00464554 -1.41196982 0.67316605
3.65000000 -1.02405567 1.01244361 -1.40519158 0.68247887
3.66000000 -1.01389187 1.02033006 -1.39832028 0.69178014
3.67000000 -1.00364876 1.02830694 -1.39135600 0.70107368
3.68000000 -0.99332542 1.03637629 -1.38429882 0.71036330
3.69000000 -0.98292092 1.04454017 -1.37714874 0.71965277
3.70000000 -0.97243430 1.05280061 -1.36990575 0.72894588
3.71000000 -0.96186458 1.06115967 -1.36256980 0.73824636
3.72000000 -0.95121077 1.06961938 -1.35514079 0.74755799
3.73000000 -0.94047185 1.07818177 -1.34761859 0.75688448
3.74000000 -0.92964679 1.08684890 -1.34000303 0.76622956
3.75000000 -0.91873452 1.09562277 -1.33229392 0.77559697
3.76000000 -0.90773397 1.10450540 -1.32449101 0.78499041
3.77000000 -0.89664404 1.11349882 -1.31659401 0.79441360
3.78000000 -0.88546362 1.12260502 -1.30860262 0.80387026
3.79000000 -0.87419156 1.13182599 -1.30051649 0.81336408
3.80000000 -0.86282671 1.14116370 -1.29233521 0.82289880
3.81000000 -0.85136789 1.15062012 -1.28405836 0.83247812
3.82000000 -0.83981390 1.16019719 -1.27568548 0.84210578
3.83000000 -0.82816354 1.16989682 -1.26721607 0.85178550
3.84000000 -0.81641555 1.17972091 -1.25864959 0.86152102
3.85000000 -0.80456870 1.18967133 -1.24998545 0.87131609
3.86000000 -0.79262170 1.19974993 -1.24122305 0.88117448
3.87000000 -0.78057326 1.20995851 -1.23236174 0.89109996
3.88000000 -0.76842209 1.22029884 -1.22340082 0.90109632
3.89000000 -0.75616684 1.23077265 -1.21433956 0.91116737
3.90000000 -0.74380618 1.24138163 -1.20517721 0.92131694
3.91000000 -0.73133875 1.25212741 -1.19591295 0.93154888
3.92000000 -0.71876317 1.26301156 -1.18654594 0.94186704
3.93000000 -0.70607806 1.27403562 -1.17707531 0.95227534
3.94000000 -0.69328199 1.28520102 -1.16750012 0.96277767
3.95000000 -0.68037356 1.29650917 -1.15781943 0.97337798
3.96000000 -0.66735133 1.30796135 -1.14803222 0.98408025
3.97000000 -0.65421385 1.31955879 -1.13813747 0.99488846
3.98000000 -0.64095966 1.33130261 -1.12813409 1.00580664
3.99000000 -0.62758731 1.34319385 -1.11802096 1.01683884
4.00000000 -0.61409529 1.35523342 -1.10779692 1.02798916
4.01000000 -0.60048214 1.36742213 -1.09746077 1.03926170
4.02000000 -0.58674635 1.37976066 -1.08701126 1.05066063
4.03000000 -0.57288643 1.39224954 -1.07644712 1.06219011
4.04000000 -0.55890086 1.40488918 -1.06576701 1.07385438
4.05000000 -0.54478814 1.41767983 -1.05496957 1.08565768
4.06000000 -0.53054676 1.43062154 -1.04405338 1.09760429
4.07000000 -0.51617520 1.44371424 -1.03301699 1.10969853
4.08000000 -0.50167197 1.45695761 -1.02185890 1.12194475
4.09000000 -0.48703555 1.47035117 -1.01057758 1.13434734
4.10000000 -0.47226445 1.48389420 -0.99917142 1.14691071
4.11000000 -0.45735717 1.49758575 -0.98763881 1.15963932
4.12000000 -0.44231224 1.51142463 -0.97597807 1.17253764
4.13000000 -0.42712819 1.52540939 -0.96418748 1.18561018
4.14000000 -0.41180357 1.53953830 -0.95226527 1.19886148
4.15000000 -0.39633695 1.55380932 -0.94020964 1.21229609
4.16000000 -0.38072692 1.56822012 -0.92801872 1.22591860
4.17000000 -0.36497209 1.58276803 -0.91569062 1.23973361
4.18000000 -0.34907111 1.59745003 -0.90322339 1.25374574
4.19000000 -0.33302266 1.61226273 -0.89061504 1.26795963
4.20000000 -0.31682544 1.62720236 -0.87786351 1.28237992
4.21000000 -0.30047820 1.64226472 -0.86496673 1.29701125
4.22000000 -0.28397975 1.65744521 -0.85192257 1.31185828
4.23000000 -0.26732892 1.67273875 -0.83872883 1.32692564
4.24000000 -0.25052461 1.68813980 -0.82538330 1.34221796
4.25000000 -0.23356579 1.70364231 -0.81188371 1.35773986
