t	x	v	state	E_total
129	16.9219	0.463338	1	0.595766
129.1	16.9902	1.04103	1	0.602968
129.2	16.9819	-0.801132	1	0.433915
129.3	16.9252	-0.427314	1	0.559066
129.4	16.8739	-0.625293	1	0.983833
129.5	16.8188	-0.385733	1	1.20705
129.6	16.7709	-0.32563	1	1.48518
129.7	16.766	0.183726	1	1.47922
129.8	16.7823	0.304149	1	1.40681
129.9	16.8297	0.748623	1	1.34449
130	16.9238	1.34253	1	1.37761
130.1	17.0457	0.32363	1	1.19607
130.2	16.9679	-1.31929	1	1.07086
130.3	16.8828	-0.463442	1	0.840098
130.4	16.8669	0.341386	1	0.890012
130.5	16.9462	1.11093	1	0.953523
130.6	17.0151	-0.319647	1	0.429666
130.7	16.9371	-0.51678	1	0.526553
130.8	16.9295	0.426416	1	0.531769
130.9	16.9986	0.841812	1	0.363361
131	16.9784	-0.251967	1	0.166837
131.1	16.984	0.101376	1	0.10513
131.2	16.9974	-0.437718	1	0.112089
131.3	16.9864	0.370636	1	0.153525
131.4	16.9893	0.099123	1	0.0717757
131.5	16.989	-0.247384	1	0.0994919
131.6	17.0027	0.367341	1	0.135193
131.7	16.966	-0.531191	1	0.353572
131.8	16.935	0.139648	1	0.415717
131.9	17.0061	0.442712	1	0.251536
132	16.9802	-0.161504	1	0.136867
132.1	17.0049	0.182578	1	0.138244
132.2	16.9978	-0.329163	1	0.0681848
132.3	16.9921	0.271295	1	0.0861453
132.4	16.9881	-0.506025	1	0.202542
132.5	16.9667	-0.0436587	1	0.20894
132.6	16.9816	0.289729	1	0.157107
132.7	16.9896	-0.525765	1	0.203185
132.8	16.9718	-0.00114526	1	0.176412
132.9	17.0036	0.681539	1	0.321902
133	16.9822	-0.687423	1	0.347322
133.1	16.9799	0.467451	1	0.23508
133.2	17.0095	-0.773709	1	0.536316
133.3	16.912	-0.909905	1	0.963695
133.4	16.8592	-0.0793512	1	0.883027
133.5	16.9126	1.088	1	1.13797
133.6	17.027	0.49718	1	0.798291
133.7	16.9788	-0.794009	1	0.447821
133.8	16.9317	-0.227403	1	0.452519
133.9	16.9429	0.244911	1	0.386793
134	16.996	0.680437	1	0.256691
134.1	17.013	-0.902555	1	0.73303
134.2	16.9127	-0.882703	1	0.935449
134.3	16.8388	-0.589333	1	1.18144
134.4	16.8093	0.18732	1	1.20955
134.5	16.8294	0.432786	1	1.15975
134.6	16.8948	0.977924	1	1.13552
134.7	17.0274	0.850117	1	1.04531
134.8	16.9864	-1.42732	1	1.10383
134.9	16.8671	-0.963984	1	1.29537
135	16.7904	-0.616647	1	1.50043
135.1	16.7613	-0.176934	1	1.50752
135.2	16.7649	0.284531	1	1.51004
135.3	16.8226	0.997419	1	1.60633
135.4	16.9324	1.21476	1	1.16047
135.5	17.0464	0.321992	1	1.21175
135.6	16.9781	-1.35275	1	1.05183
135.7	16.9013	-0.364327	1	0.683306
135.8	16.9041	0.287953	1	0.640855
135.9	16.9561	1.01664	1	0.79119
136	17.0452	0.00324167	1	1.1312
136.1	16.9907	-0.820476	0	0.336591
136.2	16.9198	-0.422826	0	0.0893907
136.3	16.8711	-0.748365	0	0.280025
136.4	16.824	-0.430016	0	0.0924567
136.5	16.7859	-0.396693	0	0.0786827
136.6	16.7315	-0.582392	0	0.16959
136.7	16.7006	-0.174248	0	0.0151812
136.8	16.683	0.00964384	0	4.65018e-05
136.9	16.6645	-0.375647	0	0.0705555
137	16.6433	0.169252	0	0.0143231
137.1	16.6837	0.461325	0	0.10641
137.2	16.7156	0.287526	0	0.0413357
137.3	16.7086	-0.251465	0	0.0316173
137.4	16.6725	-0.555074	0	0.154053
137.5	16.6043	-0.601807	0	0.181086
137.6	16.5754	-0.0562267	0	0.00158072
137.7	16.5783	0.123579	0	0.00763592
137.8	16.5703	-0.102294	0	0.00523204
137.9	16.5634	-0.271826	0	0.0369446
138	16.552	-0.0707003	0	0.00249927
138.1	16.5313	-0.203285	0	0.0206624
138.2	16.536	0.337724	0	0.0570286
138.3	16.5616	0.154732	0	0.0119711
138.4	16.5681	0.154688	0	0.0119642
138.5	16.5729	-0.021396	0	0.000228894
138.6	16.5374	-0.82285	0	0.338541
138.7	16.4594	-0.48334	0	0.116809
138.8	16.4107	-0.356951	0	0.0637072
138.9	16.3646	-0.458775	0	0.105237
139	16.2972	-0.799086	0	0.319269
139.1	16.2415	-0.399505	0	0.079802
139.2	16.2055	-0.2258	0	0.0254928
139.3	16.1736	-0.250073	0	0.0312684
139.4	16.1213	-0.703083	0	0.247163
139.5	16.0516	-0.50924	0	0.129663
139.6	16.0171	-0.117927	0	0.00695343
139.7	16.0083	0.177317	0	0.0157207
139.8	16.0298	0.202376	0	0.0204781
139.9	16.0536	0.385253	0	0.0742098
140	16.113	0.595762	0	0.177466
140.1	16.2115	1.29807	0	0.842493
140.2	16.3506	1.68109	0	1.41303
140.3	16.5099	1.40697	0	0.989789
140.4	16.6849	2.22791	0	2.4818
140.5	16.9031	1.88756	0	1.78144
140.6	17.1009	1.91631	0	1.83612
140.7	17.2504	1.01975	0	0.519949
140.8	17.3587	1.08502	0	0.588637
140.9	17.4461	0.685493	0	0.23495
141	17.5074	0.548639	0	0.150502
141.1	17.5696	0.551983	0	0.152343
141.2	17.6422	0.722947	0	0.261326
141.3	17.7024	0.312203	0	0.0487354
141.4	17.7345	0.229559	0	0.0263487
141.5	17.7907	0.670451	0	0.224752
141.6	17.8793	0.588513	0	0.173174
141.7	17.9092	0.382294	0	0.0730745
141.8	17.9278	-0.222583	0	0.0247715
141.9	17.9087	-0.126252	0	0.00796974
142	17.885	-0.394106	0	0.0776597
142.1	17.8809	0.157289	0	0.0123698
142.2	17.9121	0.323891	0	0.0524527
142.3	17.9444	0.635222	0	0.201753
142.4	18.0131	0.633106	0	0.200412
142.5	18.0788	0.631947	0	0.199678
142.6	18.1383	0.3423	0	0.0585845
142.7	18.1724	0.26141	0	0.0341676
142.8	18.175	-0.107545	0	0.00578294
142.9	18.1436	-0.579698	0	0.168025
143	18.058	-0.975016	0	0.475328
143.1	17.952	-1.01928	0	0.519467
143.2	17.8561	-0.860697	0	0.3704
143.3	17.7816	-0.683632	0	0.233676
143.4	17.7461	-0.115327	0	0.00665014
143.5	17.7376	-0.134678	0	0.00906907
143.6	17.7059	-0.334256	0	0.0558635
143.7	17.6778	-0.433281	0	0.0938664
143.8	17.6225	-0.421784	0	0.0889507
143.9	17.5882	-0.252111	0	0.0317799
144	17.5553	-0.279777	0	0.0391377
144.1	17.4986	-0.703671	0	0.247576
144.2	17.4543	-0.220804	0	0.0243773
144.3	17.4425	-0.364654	0	0.0664862
144.4	17.4352	-0.10636	0	0.0056562
144.5	17.4233	0.142324	0	0.0101281
144.6	17.4049	-0.278663	0	0.0388265
144.7	17.4018	0.169733	0	0.0144046
144.8	17.4192	0.483494	0	0.116883
144.9	17.4703	0.501574	0	0.125788
145	17.501	0.362254	0	0.065614
145.1	17.5455	0.338658	0	0.0573446
145.2	17.5787	0.55975	0	0.15666
145.3	17.5991	0.0108919	0	5.93172e-05
145.4	17.5591	-1.00863	0	0.508667
145.5	17.4323	-1.38646	0	0.961133
145.6	17.3232	-0.770669	0	0.296965
145.7	17.2276	-1.20353	0	0.724242
145.8	17.1219	-1.32333	0	0.875607
145.9	16.9993	-1.18478	0	0.701852
146	16.8708	-1.15532	0	0.667381
146.1	16.7868	-0.795958	0	0.316775
146.2	16.6942	-0.996546	0	0.496552
146.3	16.619	-0.697234	0	0.243068
146.4	16.552	-0.839127	0	0.352067
146.5	16.4579	-1.27046	0	0.80703
146.6	16.345	-1.10531	0	0.61085
146.7	16.239	-1.01816	0	0.518329
146.8	16.1542	-0.937417	0	0.439376
146.9	16.0584	-0.724513	0	0.262459
147	15.9994	-0.571611	0	0.163369
147.1	15.921	-0.879215	0	0.38651
147.2	15.8081	-1.27711	0	0.815504
147.3	15.6878	-1.10184	0	0.607022
147.4	15.59	-0.822832	0	0.338526
147.5	15.5377	-0.400021	0	0.0800086
147.6	15.5246	0.177584	0	0.015768
147.7	15.551	0.19342	0	0.0187057
147.8	15.5748	-0.0135648	0	9.20016e-05
147.9	15.5747	0.137558	0	0.00946109
148	15.5955	0.0103418	0	5.34761e-05
148.1	15.5834	0.0338804	1	2.6041
148.2	15.5845	0.225711	1	2.62265
148.3	15.6558	1.22713	1	2.90431
148.4	15.8062	1.5198	1	2.36602
148.5	15.9845	2.12966	1	2.36456
148.6	16.0984	-0.158338	1	2.47194
148.7	15.9634	-1.83024	1	1.90392
148.8	15.8265	-1.20389	1	1.80911
148.9	15.7487	-0.512453	1	1.70169
149	15.7306	0.230124	1	1.70993
149.1	15.7856	0.69083	1	1.57878
149.2	15.8951	1.39352	1	1.62665
149.3	16.0393	0.654579	1	1.19698
149.4	15.9789	-1.21828	1	0.874103
149.5	15.8694	-0.829195	1	1.15995
149.6	15.8142	-0.349631	1	1.22231
149.7	15.8207	0.400679	1	1.20091
149.8	15.8785	0.968357	1	1.22845
149.9	15.9915	1.47973	1	1.14772
150	16.0334	-0.756547	1	1.12233
150.1	15.9184	-1.14709	1	1.16803
150.2	15.8769	0.364842	1	0.835773
150.3	15.9487	0.978376	1	0.799378
150.4	16.0311	-0.168819	1	0.791757
150.5	15.9527	-0.736595	1	0.566685
150.6	15.8642	-0.910559	1	1.26352
150.7	15.8089	-0.354552	1	1.2573
150.8	15.8112	0.491113	1	1.30067
150.9	15.8759	1.19203	1	1.48592
151	16.0245	1.4562	1	1.67259
151.1	16.0359	-1.11614	1	1.51919
151.2	15.8557	-1.83938	1	2.59337
151.3	15.6871	-1.53778	1	3.13792
151.4	15.5794	-0.462198	1	2.73527
151.5	15.5941	0.531725	1	2.67838
151.6	15.6635	0.829005	1	2.44695
151.7	15.7497	0.945578	1	2.01117
151.8	15.8711	1.36247	1	1.7341
151.9	16.0214	0.940368	1	0.976455
152	15.9891	-1.15322	1	0.732891
152.1	15.9145	-0.492623	1	0.655434
152.2	15.9226	0.598043	1	0.662492
152.3	16.0176	0.892362	1	0.839213
152.4	15.9804	-1.18723	1	0.827427
152.5	15.8913	-0.694835	1	0.920855
152.6	15.872	0.226671	1	0.825874
152.7	15.8786	0.307345	1	0.805851
152.8	15.9981	1.73674	1	1.51992
152.9	16.0649	-0.622167	1	1.81681
153	15.9307	-1.20182	1	1.15549
153.1	15.8525	-0.562783	1	1.07994
153.2	15.8002	-0.00302192	1	1.24887
153.3	15.8504	1.07464	1	1.51243
153.4	15.9901	1.74834	1	1.59002
153.5	16.073	-0.277633	1	1.86271
153.6	15.94	-1.81183	1	2.01659
153.7	15.7878	-1.26622	1	2.12782
153.8	15.7072	-0.45007	1	1.93155
153.9	15.6886	-0.00187903	1	1.94616
154	15.7257	0.548776	1	1.865
154.1	15.7999	0.823688	1	1.58998
154.2	15.954	2.17922	1	2.66191
154.3	16.1036	0.0440298	1	2.59128
154.4	15.9801	-1.89071	1	1.91202
154.5	15.8322	-1.11297	1	1.66784
154.6	15.7401	-0.462851	1	1.73166
154.7	15.7012	-0.362695	1	1.93356
154.8	15.6854	-0.184412	1	1.98297
154.9	15.6615	0.0363479	1	2.11618
155	15.7168	1.05716	1	2.32872
155.1	15.8461	1.67408	1	2.36303
155.2	16.033	1.67587	1	2.22808
155.3	16.0611	-1.03763	1	2.06505
155.4	15.9058	-1.33829	1	1.48449
155.5	15.8323	-0.499546	1	1.17268
155.6	15.8078	0.299688	1	1.24638
155.7	15.9073	1.65378	1	1.94662
155.8	16.0655	0.481976	1	1.7527
155.9	15.9926	-1.73127	1	1.54509
156	15.8487	-1.28006	1	1.76465
156.1	15.7666	-0.61454	1	1.64753
156.2	15.7763	0.466919	1	1.50693
156.3	15.8545	0.920596	1	1.33292
156.4	15.9933	1.90517	1	1.85651
156.5	16.0467	-0.854382	1	1.53255
156.6	15.9021	-1.25034	1	1.39333
156.7	15.7867	-1.05699	1	1.89161
156.8	15.6986	-0.676154	1	2.11234
156.9	15.6726	-0.00629126	1	2.04632
157	15.6933	0.537596	1	2.06136
157.1	15.7763	1.12114	1	2.02678
157.2	15.8766	0.947423	1	1.21983
157.3	16.01	1.36922	1	1.18813
157.4	16.0222	-1.14564	1	1.21229
157.5	15.9063	-0.703894	1	0.833297
157.6	15.8668	-0.184233	1	0.849411
157.7	15.9003	0.826599	1	0.964991
157.8	16.0133	1.02834	1	0.862218
157.9	15.9879	-1.30223	1	0.923658
158	15.8846	-0.677312	1	0.950561
158.1	15.8446	-0.402263	1	1.05192
158.2	15.8371	0.340138	1	1.07603
158.3	15.8819	0.709435	1	0.989525
158.4	15.979	1.17582	1	0.822294
158.5	16.0085	-1.03304	1	0.745942
158.6	15.9042	-0.95706	1	1.05645
158.7	15.8488	-0.0960953	1	0.949597
158.8	15.8685	0.546841	1	0.971099
158.9	15.9555	1.20149	1	1.00012
159	16.0404	-0.284679	1	1.0497
159.1	15.9174	-1.24714	1	1.29398
159.2	15.8292	-0.541251	1	1.21385
159.3	15.8056	0.31926	1	1.26579
159.4	15.8922	1.17223	1	1.36071
159.5	16.0194	0.562342	1	0.644355
159.6	15.9699	-0.559842	1	0.344962
159.7	15.9418	0.146679	1	0.374719
159.8	15.9924	0.888714	1	0.442625
159.9	15.9906	0.0936918	1	0.0631624
160	15.9991	-0.309595	1	0.0536624
160.1	15.997	0.352949	1	0.0812599
160.2	15.9957	0.385594	1	0.101421
160.3	15.978	-0.599708	1	0.317054
160.4	15.9239	-0.408096	1	0.558731
160.5	15.9376	0.568603	1	0.55138
160.6	16.0039	0.630419	1	0.295114
160.7	15.9834	-0.0800568	1	0.107122
160.8	15.9926	0.374273	1	0.116098
160.9	15.9809	-0.85331	1	0.483666
161	15.9194	-0.276366	1	0.542051
161.1	15.9422	0.441594	1	0.458953
161.2	16.0223	0.321151	1	0.608054
161.3	15.9548	-0.876876	1	0.667261
161.4	15.873	-0.682307	1	1.0265
161.5	15.8342	-0.0219372	1	1.03635
161.6	15.8472	0.309426	1	1.00312
161.7	15.9116	0.978521	1	1.03113
161.8	16.0168	0.581902	1	0.59052
161.9	15.9673	-0.824059	1	0.543917
162	15.883	-0.905429	1	1.14131
162.1	15.8024	-0.700879	1	1.48073
162.2	15.8085	0.52146	1	1.333
162.3	15.9049	1.43655	1	1.62623
162.4	16.0445	0.721179	1	1.37287
162.5	15.9951	-1.42986	1	1.05266
162.6	15.8948	-0.763574	1	0.94879
162.7	15.8392	-0.432806	1	1.09889
162.8	15.8206	0.276954	1	1.15939
162.9	15.865	0.449407	1	0.944864
163	15.9333	1.07543	1	0.994958
163.1	16.0319	0.246128	1	0.827053
163.2	15.9793	-1.03622	1	0.666477
163.3	15.9455	0.411461	1	0.425443
163.4	16.0115	0.152952	1	0.298199
163.5	15.9716	-0.241839	1	0.206977
163.6	15.988	0.44515	1	0.174364
163.7	15.9891	-0.106612	1	0.0737138
163.8	16.0002	-0.432319	1	0.0988068
163.9	15.9769	-0.273611	1	0.181991
164	15.9883	0.538111	1	0.218005
164.1	15.9862	-0.543479	1	0.234112
164.2	15.9416	-0.174141	1	0.380031
164.3	15.9409	0.0518876	1	0.370888
164.4	15.9696	0.402114	1	0.270718
164.5	16.0003	-0.662085	1	0.226521
164.6	15.9421	-0.347006	1	0.421919
164.7	15.936	0.272452	1	0.437107
164.8	15.9822	0.500106	1	0.236334
164.9	15.9929	-0.772673	1	0.342605
165	15.9452	-0.0780133	1	0.345298
165.1	15.9549	0.438983	1	0.378229
165.2	16.0231	-0.150508	1	0.588571
165.3	15.9284	-0.758502	1	0.734994
165.4	15.8612	-0.508921	1	0.996918
165.5	15.8527	0.117283	1	0.927591
165.6	15.919	1.08062	1	1.09032
165.7	16.0286	0.739175	1	0.987169
165.8	15.9738	-1.05957	1	0.724807
165.9	15.889	-0.630024	1	0.89232
166	15.8461	-0.193911	1	0.980535
166.1	15.8613	0.790839	1	1.17966
166.2	15.9635	1.23043	1	0.984903
166.3	16.0407	-0.161243	1	1.03
166.4	15.9589	-0.89952	1	0.661313
166.5	15.8895	-0.349756	1	0.75159
166.6	15.8797	0.565452	1	0.911883
166.7	15.9828	1.7629	1	1.6616
166.8	16.0472	-0.695349	1	1.42099
166.9	15.8944	-1.73791	1	2.17024
167	15.7775	-0.641755	1	1.59636
167.1	15.7299	-0.276822	1	1.72631
167.2	15.7282	0.131975	1	1.70775
167.3	15.7607	0.43843	1	1.59193
167.4	15.8332	1.17355	1	1.73099
167.5	15.9943	1.8743	1	1.79228
167.6	16.0649	-0.480004	1	1.73667
167.7	15.9537	-1.45919	1	1.35407
167.8	15.8197	-1.06114	1	1.69014
167.9	15.751	-0.28096	1	1.59577
168	15.7336	-0.0727613	1	1.6677
168.1	15.7695	0.659087	1	1.65779
168.2	15.8615	1.24871	1	1.64505
168.3	16.0064	1.56416	1	1.38269
168.4	16.0176	-1.45703	1	1.5025
168.5	15.8628	-1.42877	1	1.87791
168.6	15.7286	-1.19288	1	2.4078
168.7	15.6572	-0.482801	1	2.25875
168.8	15.6349	0.00889027	1	2.28199
168.9	15.6856	1.06968	1	2.53687
169	15.8034	1.35264	1	2.1433
169.1	15.9319	1.31845	1	1.29464
169.2	16.0594	0.438425	1	1.58224
169.3	15.9783	-1.65283	1	1.50173
169.4	15.8832	-0.459566	1	0.835396
169.5	15.8478	0.0910036	1	0.955491
169.6	15.9099	0.849742	1	0.924047
169.7	16.0272	0.708756	1	0.930327
169.8	16.0054	-1.22064	1	0.880356
169.9	15.9096	-0.615297	1	0.754152
170	15.8854	-0.141799	1	0.726189
170.1	15.886	0.311532	1	0.761168
170.2	15.9248	0.692985	1	0.71017
170.3	16.0099	0.881444	1	0.637197
170.4	15.9691	-0.872261	1	0.573809
170.5	15.8775	-0.579117	1	0.933228
170.6	15.8283	-0.191858	1	1.09125
170.7	15.8579	0.935536	1	1.32591
170.8	15.9661	0.939935	1	0.653585
170.9	16.0222	-0.312314	1	0.604129
171	15.9302	-0.752302	1	0.719366
171.1	15.9087	0.135294	1	0.579604
171.2	15.9679	1.16436	1	0.878767
171.3	15.9997	-1.07443	1	0.57913
171.4	15.9306	-0.456262	1	0.537635
171.5	15.9066	-0.248163	1	0.614551
171.6	15.9089	0.536208	1	0.713188
171.7	16.0003	0.896928	1	0.408499
171.8	15.9733	-0.634575	1	0.368048
171.9	15.9033	-0.325754	1	0.657346
172	15.9117	0.163499	1	0.565438
172.1	15.9496	0.729208	1	0.581009
172.2	16.0104	-0.54685	1	0.410103
172.3	15.9467	-0.370602	1	0.401817
172.4	15.9729	0.795407	1	0.485954
172.5	16.0049	-0.805458	1	0.447318
172.6	15.9393	-0.386727	1	0.454009
172.7	15.9642	0.916601	1	0.643925
172.8	16.0278	-0.45009	1	0.795554
172.9	15.9389	-0.48783	1	0.500564
173	15.9268	0.290606	1	0.499689
173.1	15.9779	0.60968	0	0.185855
173.2	16.0429	0.891584	0	0.397461
173.3	16.146	1.29135	0	0.833796
173.4	16.267	1.16529	0	0.678948
173.5	16.3706	0.788739	0	0.311055
173.6	16.4593	0.933177	0	0.43541
173.7	16.5579	0.935199	0	0.437299
173.8	16.6425	0.861752	0	0.371308
173.9	16.7075	0.410556	0	0.084278
174	16.7598	0.745529	0	0.277906
174.1	16.7985	0.0310814	0	0.000483027
174.2	16.8296	0.203114	0	0.0206276
174.3	16.8631	0.195947	0	0.0191976
174.4	16.8601	-0.0951474	0	0.00452652
174.5	16.8287	-0.435301	0	0.0947434
174.6	16.7978	-0.260127	0	0.0338331
174.7	16.7595	-0.193755	0	0.0187706
174.8	16.712	-0.473557	0	0.112128
174.9	16.6523	-0.769716	0	0.296231
175	16.5779	-0.655042	0	0.21454
175.1	16.5122	-0.739613	0	0.273514
175.2	16.4443	-0.499926	0	0.124963
175.3	16.3818	-0.477295	0	0.113905
175.4	16.3785	-0.0807866	0	0.00326324
175.5	16.376	0.00422482	0	8.92456e-06
175.6	16.3848	0.00899317	0	4.04385e-05
175.7	16.3893	-0.00294186	0	4.32728e-06
175.8	16.3918	0.218402	0	0.0238498
175.9	16.4089	0.32498	0	0.0528062
176	16.4382	0.371759	0	0.0691023
176.1	16.4904	0.635689	0	0.20205
176.2	16.5375	0.418364	0	0.0875142
176.3	16.5873	0.585009	0	0.171118
176.4	16.6378	0.457392	0	0.104604
176.5	16.7012	0.753671	0	0.28401
176.6	16.7806	0.684702	0	0.234408
176.7	16.826	0.353259	0	0.0623958
176.8	16.8896	0.880762	0	0.387871
176.9	16.9935	1.17212	0	0.686933
177	17.1139	1.41023	0	0.994372
177.1	17.2418	0.989206	0	0.489264
177.2	17.3126	0.63155	0	0.199428
177.3	17.3623	0.222364	0	0.0247229
177.4	17.3904	0.349831	0	0.061191
177.5	17.4186	0.0330227	0	0.000545251
177.6	17.4236	-0.160603	0	0.0128967
177.7	17.3896	-0.380838	0	0.0725187
177.8	17.35	-0.392401	0	0.0769893
177.9	17.3117	-0.252367	0	0.0318444
178	17.2917	-0.0178631	0	0.000159545
178.1	17.3244	0.507088	0	0.128569
178.2	17.4042	1.07698	0	0.579944
178.3	17.5305	1.31484	0	0.864405
178.4	17.687	1.72842	0	1.49371
178.5	17.8282	1.39674	0	0.975444
178.6	17.9711	1.39533	0	0.973479
178.7	18.0977	1.27063	0	0.807246
178.8	18.2196	1.13339	0	0.642282
178.9	18.3094	0.989838	0	0.489889
179	18.403	0.99096	0	0.491001
179.1	18.5052	1.42659	0	1.01758
179.2	18.6412	1.08147	0	0.584789
179.3	18.722	0.91921	0	0.422474
179.4	18.7967	0.641928	0	0.206036
179.5	18.88	0.971419	0	0.471827
179.6	18.9676	0.888346	0	0.394579
179.7	19.0059	0.261354	0	0.0341529
179.8	19.0072	-0.00463485	0	1.07409e-05
179.9	19.0251	0.465979	0	0.108568
180	19.0881	0.566891	0	0.160683
180.1	19.1198	0.227508	0	0.02588
180.2	19.1574	0.632188	0	0.199831
180.3	19.2329	0.639279	0	0.204339
180.4	19.3087	0.738	0	0.272322
180.5	19.4083	0.988643	0	0.488708
180.6	19.5025	1.08989	0	0.593931
180.7	19.6051	1.13748	0	0.646936
180.8	19.7397	1.60399	0	1.2864
180.9	19.9116	1.70262	0	1.44945
181	20.0696	1.53417	0	1.17684
181.1	20.224	1.42089	0	1.00947
181.2	20.3504	1.06836	0	0.570694
181.3	20.4383	0.827544	0	0.342414
181.4	20.5285	0.699924	0	0.244947
181.5	20.6097	0.972723	0	0.473096
181.6	20.7034	0.877617	0	0.385106
181.7	20.7903	1.10998	0	0.616033
181.8	20.8876	1.07846	0	0.581537
181.9	21.023	1.33964	0	0.897324
182	21.1555	1.25063	0	0.782033
182.1	21.2911	1.61301	0	1.3009
182.2	21.4483	1.38768	0	0.962826
182.3	21.603	1.89165	0	1.78918
182.4	21.7458	1.08459	0	0.588172
182.5	21.8511	0.934253	0	0.436414
182.6	21.9472	0.941738	0	0.443435
182.7	22.0358	0.859549	0	0.369413
182.8	22.1083	0.465153	0	0.108183
182.9	22.1565	0.429036	0	0.0920358
183	22.2075	0.718777	0	0.25832
183.1	22.2542	0.30486	0	0.0464698
183.2	22.258	-0.161053	0	0.0129691
183.3	22.2457	-0.210218	0	0.0220958
183.4	22.2128	-0.274905	0	0.0377864
183.5	22.1812	-0.335217	0	0.0561853
183.6	22.1741	-0.0710101	0	0.00252121
183.7	22.1797	-0.230058	0	0.0264633
183.8	22.1568	-0.0339663	0	0.000576855
183.9	22.1643	0.159159	0	0.0126658
184	22.2012	0.761962	0	0.290293
184.1	22.2808	0.989839	0	0.489891
184.2	22.3709	0.794994	0	0.316008
184.3	22.467	0.732087	0	0.267976
184.4	22.5231	0.723338	0	0.261609
184.5	22.5931	0.743484	0	0.276384
184.6	22.662	0.697901	0	0.243533
184.7	22.7115	0.445128	0	0.0990696
184.8	22.7504	0.422844	0	0.0893985
184.9	22.8136	0.868685	0	0.377307
185	22.8915	0.677604	0	0.229574
185.1	22.9844	1.10714	1	0.710084
185.2	22.995	-1.41646	1	1.0342
185.3	22.8662	-1.03203	1	1.3689
185.4	22.815	-0.0764108	1	1.15931
185.5	22.8589	0.864854	1	1.25585
185.6	22.994	1.73035	1	1.53454
185.7	23.0314	-0.921747	1	1.21059
185.8	22.9188	-0.750846	1	0.789489
185.9	22.8742	-0.134648	1	0.795206
186	22.8754	0.569823	1	0.941295
186.1	22.9808	1.45463	1	1.17808
186.2	23.0285	-0.764294	1	1.00541
186.3	22.9043	-0.839818	1	0.950642
186.4	22.8621	0.0268507	1	0.86236
186.5	22.8946	0.459924	1	0.764554
186.6	22.9526	1.02563	1	0.822164
186.7	23.0103	-0.62405	1	0.45106
186.8	22.9408	-0.0420157	1	0.370962
186.9	22.996	0.928614	1	0.456335
187	22.9794	-0.864761	1	0.50281
187.1	22.9397	0.132663	1	0.385366
187.2	22.9601	0.360064	1	0.31399
187.3	23.0097	0.107673	1	0.249044
187.4	22.9645	-0.431772	1	0.314785
187.5	22.9722	0.573298	1	0.337777
187.6	22.9959	-0.735175	1	0.295704
187.7	22.9484	-0.0742655	1	0.325062
187.8	22.9751	0.574524	1	0.320742
187.9	23.0073	-0.630142	1	0.381823
188	22.9961	0.504451	1	0.151482
188.1	22.9825	-0.253135	1	0.141539
188.2	23.0068	0.0520393	1	0.172533
188.3	22.981	0.0916308	1	0.123124
188.4	23.0002	-0.468124	1	0.115532
188.5	22.975	-0.163545	1	0.169733
188.6	23.0104	0.164411	1	0.274085
188.7	22.9632	-0.695088	1	0.471535
188.8	22.9396	-0.174449	1	0.392984
188.9	22.9821	0.806418	1	0.4369
189	22.9815	-0.246702	1	0.146244
189.1	22.9735	0.257913	1	0.198623
189.2	22.9937	-0.755151	1	0.32433
189.3	22.9603	0.104779	1	0.253829
189.4	23.0312	0.243466	1	0.81004
189.5	22.9484	-1.19504	1	1.03678
189.6	22.8707	-0.495203	1	0.930486
189.7	22.8745	0.476474	1	0.898167
189.8	22.9204	0.395867	1	0.57556
189.9	22.9736	0.862234	1	0.536448
190	23.0202	-0.527887	1	0.644117
190.1	22.9601	0.0857554	1	0.252913
190.2	23.0013	0.560493	1	0.190235
190.3	22.9848	-0.145074	1	0.105685
190.4	23.0128	0.0640108	1	0.322538
190.5	22.9679	-0.20203	1	0.221066
190.6	22.9877	0.607758	1	0.261711
190.7	22.9814	-0.897033	1	0.518273
190.8	22.9092	-0.43943	1	0.664081
190.9	22.9136	0.582107	1	0.709501
191	22.978	0.806654	1	0.462921
191.1	23.0289	-0.483295	1	0.839096
191.2	22.9145	-0.984657	1	1.01917
191.3	22.8626	-0.166175	1	0.872506
191.4	22.8697	0.304935	1	0.861148
191.5	22.9058	0.412706	1	0.67402
191.6	22.9851	0.983484	1	0.576554
191.7	22.9952	-1.09859	1	0.633396
191.8	22.905	-0.773534	1	0.892912
191.9	22.8224	-0.751265	1	1.39237
192	22.7593	-0.484884	1	1.62223
192.1	22.755	0.283654	1	1.57128
192.2	22.8273	0.98521	1	1.56464
192.3	22.9613	1.37418	1	1.18593
192.4	23.0475	-0.129249	1	1.19519
192.5	22.9465	-0.942957	1	0.778738
192.6	22.8965	-0.139428	1	0.656316
192.7	22.9033	0.352454	1	0.666306
192.8	22.9322	0.276088	1	0.462166
192.9	23.0207	1.14222	1	1.17088
193	22.9927	-1.53806	1	1.22841
193.1	22.8698	-0.691616	1	1.0531
193.2	22.8169	-0.207272	1	1.16582
193.3	22.873	0.995471	1	1.28945
193.4	22.9936	1.3917	1	1.00851
193.5	23.0012	-0.920654	1	0.452898
193.6	22.9484	-0.130951	1	0.331133
193.7	22.9749	0.51269	1	0.288159
193.8	23.004	-0.749894	1	0.382244
193.9	22.9485	-0.188986	1	0.339466
194	22.971	0.462249	1	0.288171
194.1	23.0065	-0.791904	1	0.476262
194.2	22.9397	-0.56676	1	0.537539
