t	x	v	state	E_total
63.5	10.029	0.728022	0	0.265008
63.6	10.1131	1.07927	0	0.58241
63.7	10.216	1.091	0	0.595144
63.8	10.3373	1.20783	0	0.729425
63.9	10.4713	1.24144	0	0.770581
64	10.5765	1.11617	0	0.622922
64.1	10.6772	0.878166	0	0.385588
64.2	10.7542	0.485272	0	0.117745
64.3	10.8002	0.392349	0	0.0769689
64.4	10.8472	0.462187	0	0.106809
64.5	10.8888	0.654386	0	0.21411
64.6	10.9801	0.991361	0	0.491398
64.7	11.0662	0.76348	0	0.291451
64.8	11.125	0.600381	0	0.180229
64.9	11.1694	0.292497	0	0.0427774
65	11.1746	-0.394795	0	0.0779317
65.1	11.1607	0.0571696	0	0.00163418
65.2	11.1601	0.0185446	0	0.00017195
65.3	11.1821	0.402834	0	0.0811377
65.4	11.208	0.286418	0	0.0410176
65.5	11.1862	-0.397538	0	0.0790181
65.6	11.1266	-0.8152	0	0.332275
65.7	11.0206	-1.17787	0	0.693694
65.8	10.9152	-1.39452	0	0.972337
65.9	10.7736	-1.52895	0	1.16885
66	10.6498	-0.97378	0	0.474124
66.1	10.6048	0.0150499	0	0.00011325
66.2	10.5903	-0.574651	0	0.165112
66.3	10.537	-0.607857	0	0.184745
66.4	10.4716	-0.646388	0	0.208908
66.5	10.4087	-0.523309	0	0.136926
66.6	10.3417	-0.85576	0	0.366163
66.7	10.2536	-0.668666	0	0.223557
66.8	10.2241	-0.217874	0	0.0237345
66.9	10.1963	-0.292142	0	0.0426734
67	10.1723	-0.175823	0	0.0154568
67.1	10.1825	0.199437	0	0.0198876
67.2	10.2069	-0.0266218	0	0.000354359
67.3	10.2354	0.573378	0	0.164381
67.4	10.3012	0.573743	0	0.164591
67.5	10.3664	0.822508	0	0.33826
67.6	10.4676	1.03417	0	0.534753
67.7	10.5869	1.34575	0	0.905517
67.8	10.7193	1.56329	0	1.22194
67.9	10.8723	1.50117	0	1.12675
68	10.9986	1.11777	0	0.624705
68.1	11.093	0.709172	0	0.251463
68.2	11.1668	0.572893	0	0.164103
68.3	11.1971	0.276687	0	0.0382779
68.4	11.2115	0.390312	0	0.0761716
68.5	11.2313	-0.131208	0	0.00860783
68.6	11.2503	0.0144616	0	0.000104568
68.7	11.1896	-0.772849	0	0.298647
68.8	11.1374	-0.621116	0	0.192893
68.9	11.0829	-0.715808	0	0.256191
69	11.0249	-0.659102	0	0.217208
69.1	10.9473	-0.723619	0	0.261812
69.2	10.8507	-1.14815	0	0.659118
69.3	10.742	-1.04084	0	0.541671
69.4	10.6301	-1.13012	0	0.638587
69.5	10.5339	-0.507897	0	0.12898
69.6	10.471	-0.626748	0	0.196407
69.7	10.3971	-0.867656	0	0.376413
69.8	10.3461	-0.366442	0	0.06714
69.9	10.3384	0.224941	0	0.0252991
70	10.3653	0.302189	0	0.045659
70.1	10.3592	-0.237293	0	0.0281541
70.2	10.3675	0.224026	0	0.0250937
70.3	10.3852	0.196141	0	0.0192357
70.4	10.3848	-0.0824277	0	0.00339716
70.5	10.3863	-0.0619365	0	0.00191806
70.6	10.39	-0.0300283	0	0.00045085
70.7	10.3823	-0.0683259	0	0.00233421
70.8	10.3936	0.0670897	0	0.00225051
70.9	10.386	-0.104065	0	0.00541471
71	10.3881	-0.143541	0	0.010302
71.1	10.3902	-0.128257	0	0.00822487
71.2	10.3622	-0.25444	0	0.0323698
71.3	10.3533	-0.180269	0	0.0162484
71.4	10.3316	-0.204472	0	0.0209043
71.5	10.3207	-0.235604	0	0.0277547
71.6	10.3162	0.0586443	0	0.00171958
71.7	10.3298	0.140747	0	0.00990484
71.8	10.3275	-0.199	0	0.0198005
71.9	10.3384	0.328468	0	0.0539458
72	10.375	0.558398	0	0.155904
72.1	10.4447	0.897	0	0.402304
72.2	10.5142	0.572414	0	0.163829
72.3	10.5428	0.064125	0	0.00205601
72.4	10.5328	-0.238063	0	0.028337
72.5	10.4898	-0.404639	0	0.0818666
72.6	10.4416	-0.460228	0	0.105905
72.7	10.3827	-0.467758	0	0.109399
72.8	10.3474	-0.07277	0	0.00264773
72.9	10.3407	-0.12736	0	0.00811029
73	10.3336	-0.0240413	0	0.000288992
73.1	10.3482	0.107194	0	0.00574529
73.2	10.3757	0.374543	0	0.0701412
73.3	10.3884	0.131563	0	0.00865438
73.4	10.4082	0.569791	0	0.162331
73.5	10.4621	0.454538	0	0.103302
73.6	10.5282	0.67211	0	0.225866
73.7	10.6048	0.608427	0	0.185092
73.8	10.6577	0.444283	0	0.0986938
73.9	10.6704	0.255055	0	0.0325265
74	10.6895	0.132717	0	0.0088069
74.1	10.7426	1.02506	1	2.13423
74.2	10.8906	1.94396	1	2.57314
74.3	11.0924	1.39834	1	3.28733
74.4	11.1002	-1.1757	1	3.19621
74.5	10.8783	-2.24743	1	3.28603
74.6	10.6631	-1.95351	1	4.01362
74.7	10.5001	-1.34727	1	4.03199
74.8	10.3916	-0.776326	1	4.10363
74.9	10.3604	-0.0358343	1	3.99836
75	10.4188	1.08551	1	4.22145
75.1	10.5466	1.61253	1	4.13395
75.2	10.7272	1.9467	1	3.60001
75.3	10.9382	2.43012	1	3.3391
75.4	11.1366	1.15877	1	4.08551
75.5	11.1266	-1.43169	1	4.18928
75.6	10.8889	-2.54679	1	3.93731
75.7	10.6449	-1.97094	1	4.16162
75.8	10.5017	-0.827079	1	3.45616
75.9	10.4657	0.180402	1	3.35547
76	10.5084	0.757178	1	3.35946
76.1	10.6362	1.69364	1	3.70818
76.2	10.8323	2.04272	1	3.13463
76.3	11.0765	1.948	1	3.80877
76.4	11.1711	-0.563701	1	4.43606
76.5	10.9486	-3.07029	1	5.03432
76.6	10.6626	-2.56615	1	5.40111
76.7	10.4391	-2.03911	1	5.58461
76.8	10.2326	-1.94669	1	6.69132
76.9	9.97492	-3.73739	1	7.14079
77	9.6401	-3.31491	1	7.74365
77.1	9.33547	-2.55126	1	7.4078
77.2	9.11651	-2.56947	1	6.21383
77.3	8.8104	-2.93695	1	5.49787
77.4	8.53932	-2.39911	1	5.75713
77.5	8.33018	-1.66392	1	5.5707
77.6	8.20921	-1.02908	1	5.47196
77.7	8.03127	-2.84218	1	4.82084
77.8	7.73056	-2.83636	1	5.70644
77.9	7.47324	-2.38147	1	6.12792
78	7.26019	-1.71858	1	6.10058
78.1	7.06255	-2.78486	1	5.44137
78.2	6.75476	-2.74129	1	5.29007
78.3	6.50227	-2.20724	1	5.5468
78.4	6.26795	-1.90085	1	6.38193
78.5	6.06352	-2.89344	1	5.77404
78.6	5.74355	-2.93349	1	5.90551
78.7	5.48452	-2.30387	1	5.87564
78.8	5.29954	-1.31941	1	5.24831
78.9	5.20999	-0.717486	1	5.19499
79	5.04564	-3.04228	1	5.76878
79.1	4.74722	-2.63315	1	5.04663
79.2	4.53661	-1.74287	1	4.41502
79.3	4.42468	-0.526642	1	3.73446
79.4	4.41446	-0.0042171	1	3.65962
79.5	4.44608	0.709325	1	3.71359
79.6	4.54787	1.27996	1	3.64498
79.7	4.70479	2.13419	1	4.12241
79.8	4.9432	2.77107	1	4.1944
79.9	5.14332	1.0191	1	4.10218
80	5.11137	-1.51181	1	3.92695
80.1	4.89922	-1.86793	1	2.37446
80.2	4.72438	-1.41364	1	2.72179
80.3	4.61538	-0.720098	1	2.66317
80.4	4.59004	0.135226	1	2.57141
80.5	4.64238	0.941022	1	2.67788
80.6	4.75054	1.13682	1	2.20531
80.7	4.87424	1.4233	1	1.79892
80.8	5.02079	1.16154	1	1.19427
80.9	5.00502	-1.39932	1	1.1045
81	4.86427	-1.32318	1	1.7237
81.1	4.76614	-0.714964	1	1.71718
81.2	4.72443	0.053617	1	1.72373
81.3	4.76687	0.864999	1	1.83116
81.4	4.88802	1.60643	1	1.9902
81.5	5.04576	1.16504	1	1.82257
81.6	5.0227	-1.40399	1	1.55322
81.7	4.85977	-1.17635	1	1.56832
81.8	4.76155	-0.794879	1	1.80622
81.9	4.70929	-0.389515	1	1.89283
82	4.72082	0.632462	1	1.9449
82.1	4.81079	1.3846	1	2.14114
82.2	4.97427	1.75234	1	1.69614
82.3	5.06688	-0.116383	1	1.67882
82.4	4.93511	-1.75897	1	1.95257
82.5	4.78201	-1.14699	1	2.0202
82.6	4.69558	-0.654787	1	2.11702
82.7	4.66235	0.163592	1	2.1237
82.8	4.72343	0.862717	1	2.10072
82.9	4.82135	1.22464	1	1.86643
83	4.9491	1.22979	1	1.07432
83.1	5.05639	0.0306052	1	1.41024
83.2	4.9543	-1.22506	1	1.03603
83.3	4.86626	-0.559556	1	0.992422
83.4	4.82453	-0.00766106	1	1.09673
83.5	4.87826	0.959874	1	1.22157
83.6	5.00362	1.72787	1	1.58339
83.7	5.05347	-1.12961	1	1.9747
83.8	4.86948	-1.76555	1	2.37432
83.9	4.68946	-1.60222	1	3.22442
84	4.59415	-0.583569	1	2.70682
84.1	4.54001	-0.279301	1	2.91394
84.2	4.55255	0.379577	1	2.86858
84.3	4.65429	1.50858	1	3.29857
84.4	4.83849	1.937	1	2.88541
84.5	5.06064	1.90158	1	3.32406
84.6	5.10533	-0.979805	1	3.11337
84.7	4.89722	-2.40825	1	3.54222
84.8	4.69252	-1.65201	1	3.28631
84.9	4.55678	-1.01936	1	3.28965
85	4.48783	-0.588723	1	3.37435
85.1	4.45725	0.179616	1	3.40831
85.2	4.48501	0.297201	1	3.26285
85.3	4.56762	1.54192	1	3.89114
85.4	4.74008	1.89851	1	3.42669
85.5	4.94224	2.28099	1	2.96247
85.6	5.10477	0.322399	1	2.67122
85.7	5.02876	-2.03776	1	2.79524
85.8	4.82859	-1.65518	1	2.44111
85.9	4.68554	-1.32801	1	2.84718
86	4.57012	-0.965903	1	3.15323
86.1	4.52775	0.0996261	1	2.95655
86.2	4.5613	0.50566	1	2.86971
86.3	4.61485	0.658972	1	2.62432
86.4	4.71492	1.3884	1	2.74558
86.5	4.90404	2.13448	1	2.87776
86.6	5.10721	0.982781	1	3.16314
86.7	5.06919	-1.32626	1	2.60912
86.8	4.85404	-2.32918	1	3.62482
86.9	4.63976	-1.87065	1	4.00117
87	4.47236	-1.37961	1	4.24939
87.1	4.38304	-0.562502	1	4.01422
87.2	4.34798	-0.114242	1	4.08166
87.3	4.36603	0.468305	1	4.07197
87.4	4.45782	1.16417	1	4.06626
87.5	4.59805	1.65623	1	3.88376
87.6	4.78065	2.13002	1	3.63942
87.7	5.01648	2.43016	1	3.36495
87.8	5.10962	-0.345231	1	2.80012
87.9	4.93665	-2.30034	1	3.0417
88	4.74728	-1.82126	1	3.23802
88.1	4.61388	-0.87444	1	2.79557
88.2	4.53418	-0.442663	1	3.00934
88.3	4.51744	-0.00809471	1	3.01601
88.4	4.55946	0.990069	1	3.24346
88.5	4.69193	1.73042	1	3.42263
88.6	4.88245	2.01539	1	2.76556
88.7	5.07558	1.05392	1	2.44497
88.8	5.02225	-1.75113	1	2.08943
88.9	4.84971	-1.12033	1	1.56687
89	4.76654	-0.471603	1	1.57034
89.1	4.76194	0.116719	1	1.49471
89.2	4.81843	1.14583	1	1.79124
89.3	4.95861	1.46185	1	1.32718
89.4	5.08205	0.555773	1	2.2056
89.5	5.03664	-1.37851	1	1.86617
89.6	4.85095	-1.76031	1	2.48093
89.7	4.69274	-1.20842	1	2.65054
89.8	4.61939	0.00974407	1	2.37885
89.9	4.63019	0.550749	1	2.46295
90	4.69599	0.951387	1	2.35262
90.1	4.82949	1.56847	1	2.29577
90.2	5.01727	1.91437	1	2.26408
90.3	5.07927	-0.819012	1	2.31715
90.4	4.90613	-1.68018	1	1.9982
90.5	4.76987	-1.18986	1	2.14617
90.6	4.6585	-0.774382	1	2.43421
90.7	4.61835	-0.0765292	1	2.38823
90.8	4.6595	0.79475	1	2.44392
90.9	4.75162	0.991949	1	2.04435
91	4.87517	1.52524	1	1.94335
91.1	5.02923	1.08501	1	1.31929
91.2	5.01354	-1.28466	1	1.16357
91.3	4.8861	-1.19451	1	1.42532
91.4	4.81117	-0.45912	1	1.2856
91.5	4.78624	0.0404857	1	1.33682
91.6	4.84488	1.02174	1	1.49149
91.7	4.97383	1.48849	1	1.27133
91.8	5.04645	-0.528513	1	1.30084
91.9	4.91299	-1.32304	1	1.41903
92	4.81524	-0.424106	1	1.24468
92.1	4.80117	0.11257	1	1.24902
92.2	4.84485	0.941548	1	1.41297
92.3	4.98786	1.79018	1	1.67824
92.4	5.06638	-0.564776	1	1.81908
92.5	4.91508	-1.7927	1	2.13761
92.6	4.75254	-1.31642	1	2.41314
92.7	4.67251	-0.24387	1	2.07654
92.8	4.67628	0.264583	1	2.05825
92.9	4.71036	0.38163	1	1.88307
93	4.78524	1.30316	1	2.19134
93.1	4.97716	2.66815	1	3.70227
93.2	5.16403	0.703027	1	4.34798
93.3	5.08532	-2.13207	1	4.40586
93.4	4.83006	-2.47158	1	4.11648
93.5	4.5849	-2.14307	1	4.89074
93.6	4.4266	-1.0703	1	4.15652
93.7	4.37353	-0.140684	1	3.92536
93.8	4.40314	0.677572	1	3.95993
93.9	4.49148	1.10595	1	3.7898
94	4.61046	1.27499	1	3.24743
94.1	4.7648	2.09621	1	3.66707
94.2	4.9955	2.83162	1	4.03717
94.3	5.14475	0.14308	1	3.629
94.4	5.03686	-2.31174	1	3.5936
94.5	4.77501	-2.35438	1	4.17773
94.6	4.55755	-2.15527	1	5.08789
94.7	4.40191	-0.952305	1	4.1915
94.8	4.35499	-0.133916	1	4.04027
94.9	4.36544	0.642102	1	4.17214
95	4.46293	1.34046	1	4.25511
95.1	4.61946	1.60873	1	3.67239
95.2	4.77883	1.76791	1	2.94504
95.3	4.98353	2.54652	1	3.34534
95.4	5.12852	0.352794	1	3.27528
95.5	5.00746	-2.31319	1	2.86192
95.6	4.79702	-1.75928	1	2.81618
95.7	4.65333	-1.16402	1	2.84417
95.8	4.58014	-0.152683	1	2.6358
95.9	4.58244	0.194359	1	2.62865
96	4.62027	0.294192	1	2.41657
96.1	4.70927	1.28822	1	2.6468
96.2	4.83281	1.3205	1	1.9168
96.3	5.00069	2.108	1	2.23899
96.4	5.08434	-0.476227	1	2.222
96.5	4.94041	-1.90196	1	2.18114
96.6	4.78667	-1.04368	1	1.87795
96.7	4.70765	-0.374266	1	1.89719
96.8	4.72696	0.623297	1	1.90076
96.9	4.86048	1.70126	1	2.31911
97	5.05242	1.64095	1	2.65694
97.1	5.09772	-0.742885	1	2.71896
97.2	4.92416	-1.93964	1	2.35511
97.3	4.74236	-1.83335	1	3.29083
97.4	4.57899	-0.990055	1	3.12139
97.5	4.49539	-0.510251	1	3.28402
97.6	4.50175	0.66308	1	3.33392
97.7	4.60741	1.58981	1	3.71741
97.8	4.83071	2.54834	1	4.30508
97.9	5.08743	1.78531	1	3.7795
98	5.14509	-0.54938	1	3.77812
98.1	4.97385	-2.81637	1	4.12944
98.2	4.73044	-2.1522	1	4.00075
98.3	4.53618	-2.04452	1	4.98894
98.4	4.38395	-1.1303	1	4.4891
98.5	4.29187	-0.799357	1	4.74532
98.6	4.23825	-0.276079	1	4.79903
98.7	4.25053	0.348928	1	4.74505
98.8	4.33948	1.04616	1	4.6755
98.9	4.48334	1.56534	1	4.45424
99	4.66986	2.31056	1	4.73271
99.1	4.90198	2.27569	0	2.58939
99.2	5.10911	1.84764	0	1.70689
99.3	5.30981	2.22354	0	2.47207
99.4	5.51509	1.87599	0	1.75966
99.5	5.7174	2.05724	0	2.11611
99.6	5.92223	1.8931	0	1.79191
99.7	6.09519	1.43683	0	1.03225
99.8	6.22523	1.02966	0	0.530096
99.9	6.34705	1.00436	0	0.504374
100	6.42904	0.748797	0	0.280349
100.1	6.51603	0.835259	0	0.348829
100.2	6.59455	0.81009	0	0.328123
100.3	6.69558	0.940984	0	0.442726
100.4	6.77416	1.04363	0	0.54458
100.5	6.85062	0.488932	0	0.119527
100.6	6.89964	0.785028	0	0.308135
100.7	6.95084	0.523205	0	0.136872
100.8	6.99521	0.27958	0	0.0390825
100.9	7.00987	-0.0477664	0	0.00114081
101	6.97937	-0.392539	0	0.0770436
101.1	6.90692	-0.974884	0	0.475199
101.2	6.83198	-0.6101	0	0.186111
101.3	6.77377	-0.414558	0	0.0859291
101.4	6.70843	-0.731715	0	0.267704
101.5	6.61487	-1.09818	0	0.602995
101.6	6.49733	-1.05041	0	0.55168
101.7	6.40071	-1.01782	0	0.517981
101.8	6.31195	-0.817285	0	0.333977
101.9	6.25342	-0.364096	0	0.0662829
102	6.21765	-0.167407	0	0.0140125
102.1	6.2036	-0.215325	0	0.0231825
102.2	6.16817	-0.386925	0	0.0748555
102.3	6.11256	-0.870642	0	0.379009
102.4	6.01856	-1.08688	0	0.59065
102.5	5.9328	-0.667441	0	0.222738
102.6	5.87207	-0.654821	0	0.214395
102.7	5.81218	-0.58021	0	0.168322
102.8	5.76872	-0.420154	0	0.0882648
102.9	5.72333	-0.600002	0	0.180001
103	5.64604	-0.929623	0	0.432099
103.1	5.5459	-0.625293	0	0.195496
103.2	5.49938	-0.305076	0	0.0465358
103.3	5.47268	-0.226331	0	0.025613
103.4	5.45612	-0.16964	0	0.0143889
103.5	5.43018	-0.418599	0	0.0876124
103.6	5.41199	0.0474764	0	0.001127
103.7	5.41469	0.257621	0	0.0331842
103.8	5.46381	0.4102	0	0.0841321
103.9	5.48002	-0.00921482	0	4.24564e-05
104	5.49897	0.0175354	0	0.000153744
104.1	5.53101	0.702487	0	0.246744
104.2	5.60647	0.728288	0	0.265202
104.3	5.68595	0.794444	0	0.315571
104.4	5.76037	0.469727	0	0.110322
104.5	5.80837	0.481375	0	0.115861
104.6	5.83469	-0.0999017	0	0.00499018
104.7	5.81423	-0.163651	0	0.0133908
104.8	5.83225	0.278201	0	0.038698
104.9	5.85189	0.417686	0	0.0872308
105	5.91329	0.774589	0	0.299994
105.1	5.96769	0.84902	0	0.360418
105.2	6.05261	0.797313	0	0.317854
105.3	6.13597	0.943033	0	0.444656
105.4	6.23113	0.97437	0	0.474699
105.5	6.32707	0.840711	0	0.353398
105.6	6.46257	1.81605	0	1.64901
105.7	6.64136	2.10877	0	2.22345
105.8	6.86423	2.504	0	3.13501
105.9	7.10389	2.24905	0	2.5291
106	7.32641	2.02343	0	2.04714
106.1	7.53338	2.04716	0	2.09544
106.2	7.74251	1.85356	0	1.71784
106.3	7.95084	2.50304	0	3.1326
106.4	8.19785	2.49184	0	3.10464
106.5	8.44641	2.38935	0	2.85449
106.6	8.72054	3.01868	0	4.55622
106.7	9.00952	2.93226	0	4.29907
106.8	9.30372	2.86692	0	4.10961
106.9	9.57114	2.47976	0	3.0746
107	9.8398	2.83838	0	4.02821
107.1	10.1309	2.94223	0	4.32836
107.2	10.41	2.45701	0	3.01845
107.3	10.6506	2.24072	0	2.51041
107.4	10.8873	2.39651	0	2.87162
107.5	11.1037	1.92043	0	1.84403
107.6	11.2954	2.10628	0	2.2182
107.7	11.523	2.21692	0	2.45738
107.8	11.7206	1.94383	0	1.88924
107.9	11.9124	1.86684	0	1.74254
108	12.0834	1.59653	0	1.27445
108.1	12.2116	1.33254	0	0.887831
108.2	12.3483	1.44011	0	1.03696
108.3	12.4899	1.6441	0	1.35154
108.4	12.6757	2.01032	0	2.0207
108.5	12.8929	2.36949	0	2.80724
108.6	13.1292	2.23908	0	2.50673
108.7	13.3479	2.23798	0	2.50428
108.8	13.5429	1.96647	0	1.9335
108.9	13.7477	2.27941	0	2.59787
109	13.9752	2.46645	0	3.04169
109.1	14.2106	2.38084	0	2.8342
109.2	14.4463	2.32341	0	2.69911
109.3	14.6513	1.83926	0	1.69144
109.4	14.8204	1.50919	0	1.13882
109.5	14.9518	1.15322	0	0.664954
109.6	15.0939	1.21457	0	0.737593
109.7	15.2237	1.15014	0	0.661408
109.8	15.3361	1.04361	0	0.544558
109.9	15.4413	1.10638	0	0.612042
110	15.56	1.37854	0	0.950192
110.1	15.6663	0.80871	0	0.327006
110.2	15.7216	0.362863	0	0.0658349
110.3	15.7592	0.531293	0	0.141136
110.4	15.8445	0.869617	0	0.378117
110.5	15.9465	1.20671	0	0.72808
110.6	16.081	1.4543	0	1.0575
110.7	16.2135	1.20492	0	0.725915
110.8	16.351	1.46682	0	1.07578
110.9	16.4883	1.33718	0	0.894032
111	16.6398	1.76492	0	1.55747
111.1	16.8455	2.49498	1	4.07795
111.2	17.0632	1.50405	1	2.71024
111.3	17.0914	-0.99264	1	2.77699
111.4	16.9134	-1.86445	1	2.2795
111.5	16.779	-0.91527	1	1.80025
111.6	16.7148	-0.423016	1	1.8717
111.7	16.7008	0.0314096	1	1.87051
111.8	16.786	1.31976	1	2.20856
111.9	16.969	2.19218	1	2.59674
112	17.0827	-0.295664	1	2.11109
112.1	16.9222	-1.9219	1	2.33292
112.2	16.7845	-1.05375	1	1.90218
112.3	16.7162	-0.493177	1	1.89525
112.4	16.7074	-0.0927806	1	1.83334
112.5	16.7157	0.384271	1	1.85099
112.6	16.7793	0.85482	1	1.74502
112.7	16.8797	0.938962	1	1.19301
112.8	17.0136	1.47453	1	1.42798
112.9	17.0133	-1.22475	1	1.08356
113	16.8903	-0.954219	1	1.14065
113.1	16.8697	0.424816	1	0.904752
113.2	16.9155	0.338295	1	0.585327
113.3	16.9989	1.20328	1	0.730512
113.4	17.0012	-1.25547	1	0.81863
113.5	16.9312	-0.5049	1	0.557265
113.6	16.9242	0.291852	1	0.51634
113.7	16.9972	0.897218	1	0.419957
113.8	16.9698	-0.848358	1	0.548539
113.9	16.9095	-0.114377	1	0.572282
114	16.9355	0.566203	1	0.563569
114.1	17.0104	0.484377	1	0.376135
114.2	16.9722	-0.592708	1	0.349522
114.3	16.9352	0.0781366	1	0.408139
114.4	16.9979	1.38682	1	0.97493
114.5	16.9847	-1.34137	1	0.995449
114.6	16.8959	-0.763399	1	0.942071
114.7	16.8612	-0.226228	1	0.89296
114.8	16.8939	0.997983	1	1.16106
114.9	17.0186	1.02924	1	0.995
115	17.0102	-1.3966	1	1.23036
115.1	16.8854	-0.854124	1	1.08089
115.2	16.7928	-0.815636	1	1.62777
115.3	16.7342	-0.356359	1	1.72451
115.4	16.7196	-0.149889	1	1.76355
115.5	16.7178	0.193768	1	1.78231
115.6	16.7627	0.928594	1	1.91441
115.7	16.8921	1.61499	1	1.97821
115.8	17.0434	0.827574	1	1.42793
115.9	16.9892	-2.07011	1	2.21027
116	16.8273	-1.53205	1	2.25324
116.1	16.7258	-0.312765	1	1.76248
116.2	16.7202	0.241089	1	1.77752
116.3	16.7897	0.956598	1	1.77175
116.4	16.9179	1.36324	1	1.44242
116.5	17.0597	0.177768	1	1.50821
116.6	16.9679	-1.57423	1	1.43964
116.7	16.8399	-0.740789	1	1.27528
116.8	16.8016	-0.460645	1	1.34596
116.9	16.7694	0.174991	1	1.45633
117	16.8352	1.35755	1	1.95137
117.1	17.0099	1.88399	1	2.02234
117.2	17.0599	-0.795243	1	1.81469
117.3	16.9102	-1.47674	1	1.65144
117.4	16.791	-0.754546	1	1.59066
117.5	16.7578	0.141421	1	1.52391
117.6	16.8093	1.02535	1	1.71766
117.7	16.9658	2.25794	1	2.76287
117.8	17.0808	0.0328269	1	2.02033
117.9	16.9514	-2.28126	1	2.90571
118	16.7471	-1.71201	1	3.04622
118.1	16.5868	-1.40912	1	3.57512
118.2	16.4815	-0.675328	1	3.46873
118.3	16.4624	0.118698	1	3.36689
118.4	16.4845	0.492502	1	3.34293
118.5	16.5738	1.16165	1	3.33859
118.6	16.722	1.90962	1	3.56108
118.7	16.9314	2.34139	1	3.16975
118.8	17.1452	1.15572	1	4.29858
118.9	17.1405	-1.15216	1	4.1762
119	16.9141	-2.39791	1	3.41213
119.1	16.7243	-1.37066	1	2.66244
119.2	16.599	-1.23814	1	3.27267
119.3	16.5162	-0.310825	1	3.07228
119.4	16.511	0.154832	1	3.06853
119.5	16.5509	0.720908	1	3.06704
119.6	16.6344	0.923435	1	2.71161
119.7	16.7432	1.09704	1	2.20696
119.8	16.8752	1.80239	1	2.40417
119.9	17.0437	0.869886	1	1.47038
120	17.0198	-1.54068	1	1.68239
120.1	16.8841	-1.0285	1	1.25337
120.2	16.8445	0.0646962	1	0.974223
120.3	16.906	1.10145	1	1.19407
120.4	17.0505	1.03488	1	1.79682
120.5	17.0017	-1.64159	1	1.38968
120.6	16.8654	-1.06673	1	1.41012
120.7	16.784	-0.486614	1	1.4686
120.8	16.7664	0.396611	1	1.53864
120.9	16.855	1.36538	1	1.83836
121	17.0229	1.61645	1	1.8801
121.1	17.0626	-1.024	1	2.09002
121.2	16.8863	-1.72572	1	2.1995
121.3	16.7853	-0.453698	1	1.44511
121.4	16.7986	0.381612	1	1.33143
121.5	16.8506	0.943652	1	1.37929
121.6	16.9792	1.53587	1	1.30971
121.7	17.0187	-1.14329	1	1.12176
121.8	16.8819	-1.05086	1	1.29008
121.9	16.7811	-0.981885	1	1.85033
122	16.709	-0.37287	1	1.88821
122.1	16.6928	-0.0512615	1	1.92158
122.2	16.7338	0.568509	1	1.82509
122.3	16.8541	1.56573	1	2.13752
122.4	17.0435	1.37188	1	2.02972
122.5	17.0297	-1.30359	1	1.59129
122.6	16.8765	-1.41058	1	1.76689
122.7	16.7627	-0.529465	1	1.62336
122.8	16.7548	0.289926	1	1.57442
122.9	16.8008	0.786638	1	1.55462
123	16.9223	1.709	1	1.9457
123.1	17.0632	0.338708	1	1.63761
123.2	16.9918	-1.79426	1	1.66086
123.3	16.8386	-1.17356	1	1.69753
123.4	16.7425	-0.730515	1	1.87625
123.5	16.7321	0.160162	1	1.68706
123.6	16.7563	0.652879	1	1.73606
123.7	16.8504	1.06269	1	1.49969
123.8	16.997	1.88799	1	1.80074
123.9	17.0702	-0.624493	1	1.95028
124	16.9335	-1.48314	1	1.51552
124.1	16.84	-0.571928	1	1.16345
124.2	16.8089	0.077601	1	1.19719
124.3	16.8482	0.625181	1	1.14433
124.4	16.9324	1.07829	1	1.00354
124.5	17.0346	0.0824825	1	0.867967
124.6	16.9751	-0.981613	1	0.637382
124.7	16.9032	-0.508348	1	0.734203
124.8	16.9054	0.487479	1	0.709818
124.9	16.9905	1.20784	1	0.788539
125	17.0009	-1.19005	1	0.729471
125.1	16.8862	-0.927513	1	1.14116
125.2	16.8368	-0.264428	1	1.05526
125.3	16.8798	0.843896	1	1.10706
125.4	17.0145	1.59016	1	1.62637
125.5	17.0614	-0.636533	1	1.73791
125.6	16.9143	-1.88618	1	2.31429
125.7	16.7734	-1.26825	1	2.22056
125.8	16.6901	-0.856144	1	2.30336
125.9	16.6258	-0.832703	1	2.68531
126	16.6012	0.203551	1	2.51351
126.1	16.6842	1.12543	1	2.60687
126.2	16.8407	1.79387	1	2.60459
126.3	17.034	1.42137	1	1.85975
126.4	17.0689	-0.693504	1	1.96361
126.5	16.9204	-1.38064	1	1.45067
126.6	16.8447	-0.305657	1	1.01703
126.7	16.8573	0.56737	1	1.05283
126.8	16.928	0.677009	1	0.678917
126.9	17.0285	0.568218	1	0.873016
127	16.9605	-1.18775	1	0.952383
127.1	16.9008	-0.272944	1	0.656999
127.2	16.8946	0.250975	1	0.6903
127.3	16.9293	0.521904	1	0.57811
127.4	17.0037	0.567691	1	0.252689
127.5	16.9846	0.0557769	1	0.0980203
127.6	16.989	-0.270142	1	0.105082
127.7	16.9828	0.0465132	1	0.108857
127.8	17.0086	0.348893	1	0.276089
127.9	16.9824	0.166983	1	0.123826
128	16.999	-0.657512	1	0.222136
128.1	16.9556	-0.239979	1	0.30657
128.2	16.9442	0.103558	1	0.354002
128.3	16.9932	0.925807	1	0.471223
128.4	16.9859	-0.713878	1	0.343227
128.5	16.9358	-0.208983	1	0.423357
128.6	16.982	1.03324	1	0.646002
128.7	16.9988	-1.2254	1	0.758078
128.8	16.9176	-0.62093	1	0.7075
128.9	16.8834	-0.013615	1	0.729075
