# t x1 v1 x2 v2
0.16400000 -0.11877294 -1.25729686 0.35797629 0.64482226
0.16500000 -0.12003168 -1.25966499 0.35862292 0.64766262
0.16600000 -0.12129227 -1.26153161 0.35927161 0.64997291
0.16700000 -0.12255475 -1.26358331 0.35992286 0.65212415
0.16800000 -0.12381944 -1.26517977 0.36057586 0.65380312
0.16900000 -0.12508511 -1.26642036 0.36123047 0.65569592
0.17000000 -0.12635228 -1.26709745 0.36188725 0.65866886
0.17100000 -0.12761930 -1.26753991 0.36254780 0.66106680
0.17200000 -0.12888736 -1.26896301 0.36320939 0.66250100
0.17300000 -0.13015723 -1.27021631 0.36387281 0.66503044
0.17400000 -0.13142779 -1.27026714 0.36453945 0.66821361
0.17500000 -0.13269776 -1.27040367 0.36520923 0.67076034
0.17600000 -0.13396860 -1.27054628 0.36588097 0.67277013
0.17700000 -0.13523885 -1.27066561 0.36655477 0.67508731
0.17800000 -0.13650993 -1.27052672 0.36723114 0.67718424
0.17900000 -0.13777991 -1.26962595 0.36790914 0.67908744
0.18000000 -0.13904918 -1.26905074 0.36858932 0.68068222
0.18100000 -0.14031801 -1.26838315 0.36927051 0.68189438
0.18200000 -0.14158595 -1.26722940 0.36995311 0.68316068
0.18300000 -0.14285247 -1.26573089 0.37063683 0.68438001
0.18400000 -0.14411741 -1.26449991 0.37132187 0.68586989
0.18500000 -0.14538147 -1.26413129 0.37200857 0.68769129
0.18600000 -0.14664567 -1.26319721 0.37269725 0.69011602
0.18700000 -0.14790786 -1.26179675 0.37338880 0.69241749
0.18800000 -0.14916926 -1.26111109 0.37408209 0.69461423
0.18900000 -0.15043008 -1.25973125 0.37477803 0.69668496
0.19000000 -0.15168873 -1.25804070 0.37547546 0.69715263
0.19100000 -0.15294617 -1.25654706 0.37617233 0.69761040
0.19200000 -0.15420182 -1.25487460 0.37687068 0.69829759
0.19300000 -0.15545591 -1.25337941 0.37756893 0.69916959
0.19400000 -0.15670858 -1.25205373 0.37826902 0.70007327
0.19500000 -0.15796002 -1.25137446 0.37896908 0.70036076
0.19600000 -0.15921133 -1.24987766 0.37966974 0.70152281
0.19700000 -0.16045978 -1.24748120 0.38037212 0.70405967
0.19800000 -0.16170629 -1.24559181 0.38107786 0.70647138
0.19900000 -0.16295096 -1.24322854 0.38178506 0.70745966
0.20000000 -0.16419275 -1.24047045 0.38249278 0.70752474
0.20100000 -0.16543190 -1.23776719 0.38320011 0.70745425
0.20200000 -0.16666828 -1.23459835 0.38390768 0.70783419
0.20300000 -0.16790110 -1.23094403 0.38461578 0.70916649
0.20400000 -0.16913017 -1.22788938 0.38532602 0.71102052
0.20500000 -0.17035688 -1.22507794 0.38603782 0.71187135
0.20600000 -0.17158033 -1.22195876 0.38674976 0.71206318
0.20700000 -0.17280079 -1.21886878 0.38746195 0.71302522
0.20800000 -0.17401806 -1.21527174 0.38817581 0.71515047
0.20900000 -0.17523134 -1.21164368 0.38889225 0.71695876
0.21000000 -0.17644135 -1.20801081 0.38960973 0.71797491
0.21100000 -0.17764736 -1.20442772 0.39032820 0.71879878
0.21200000 -0.17885021 -1.20089059 0.39104733 0.71996670
0.21300000 -0.18004914 -1.19657170 0.39176813 0.72142736
0.21400000 -0.18124335 -1.19270720 0.39249018 0.72278626
0.21500000 -0.18243456 -1.18938480 0.39321371 0.72397975
0.21600000 -0.18362212 -1.18460820 0.39393814 0.72496201
0.21700000 -0.18480377 -1.17990051 0.39466363 0.72590210
0.21800000 -0.18598192 -1.17641311 0.39538994 0.72597070
0.21900000 -0.18715660 -1.17228393 0.39611557 0.72545020
0.22000000 -0.18832649 -1.16673410 0.39684084 0.72544656
0.22100000 -0.18949007 -1.16116883 0.39756646 0.72518376
0.22200000 -0.19064883 -1.15642289 0.39829121 0.72432353
0.22300000 -0.19180291 -1.15069996 0.39901511 0.72350366
0.22400000 -0.19295023 -1.14451071 0.39973822 0.72355299
0.22500000 -0.19409193 -1.13949854 0.40046222 0.72462639
0.22600000 -0.19522922 -1.13429384 0.40118747 0.72492181
0.22700000 -0.19636052 -1.12854134 0.40191206 0.72464418
0.22800000 -0.19748630 -1.12347722 0.40263676 0.72435793
0.22900000 -0.19860748 -1.11828691 0.40336078 0.72451733
0.23000000 -0.19972288 -1.11331990 0.40408580 0.72521627
0.23100000 -0.20083412 -1.10822772 0.40481121 0.72530922
0.23200000 -0.20193933 -1.10183301 0.40553641 0.72564234
0.23300000 -0.20303778 -1.09529125 0.40626249 0.72636328
0.23400000 -0.20412992 -1.08924764 0.40698914 0.72635722
0.23500000 -0.20521628 -1.08300509 0.40771521 0.72562100
0.23600000 -0.20629593 -1.07712748 0.40844038 0.72500009
0.23700000 -0.20737053 -1.07134800 0.40916521 0.72463053
0.23800000 -0.20843862 -1.06519504 0.40988964 0.72519868
0.23900000 -0.20950092 -1.05924042 0.41061561 0.72544959
0.24000000 -0.21055710 -1.05351779 0.41134054 0.72421753
0.24100000 -0.21160796 -1.04816505 0.41206404 0.72302061
0.24200000 -0.21265343 -1.04158676 0.41278658 0.72403705
0.24300000 -0.21369113 -1.03477599 0.41351212 0.72531255
0.24400000 -0.21472299 -1.02832024 0.41423721 0.72516359
0.24500000 -0.21574777 -1.02170881 0.41496244 0.72458194
0.24600000 -0.21676640 -1.01561689 0.41568637 0.72400111
0.24700000 -0.21777901 -1.00981648 0.41641045 0.72367612
0.24800000 -0.21878604 -1.00293842 0.41713372 0.72311246
0.24900000 -0.21978488 -0.99474746 0.41785667 0.72181521
0.25000000 -0.22077553 -0.98634151 0.41857736 0.72027590
0.25100000 -0.22175756 -0.97835879 0.41929722 0.71963716
0.25200000 -0.22273225 -0.97086677 0.42001663 0.71892304
0.25300000 -0.22369930 -0.96305228 0.42073507 0.71787744
0.25400000 -0.22465835 -0.95578911 0.42145238 0.71728317
0.25500000 -0.22561088 -0.94930556 0.42216963 0.71756699
0.25600000 -0.22655696 -0.94283756 0.42288752 0.71794736
0.25700000 -0.22749655 -0.93688843 0.42360553 0.71711001
0.25800000 -0.22843074 -0.93056281 0.42432174 0.71584404
0.25900000 -0.22935768 -0.92390841 0.42503722 0.71481149
0.26000000 -0.23027856 -0.91662913 0.42575136 0.71410897
0.26100000 -0.23119094 -0.90867213 0.42646543 0.71353978
0.26200000 -0.23209590 -0.90066041 0.42717844 0.71233388
0.26300000 -0.23299226 -0.89252284 0.42789010 0.71119610
