# t K1 K2 U1 U2 Uc E_tot
17.33800000 0.00001794 0.01747108 -1.21390404 -1.21001279 0.00009676 -2.40633105
17.33900000 0.00001429 0.01741358 -1.21390202 -1.20984622 0.00010248 -2.40621790
17.34000000 0.00001259 0.01737306 -1.21390015 -1.20967667 0.00010837 -2.40608280
17.34100000 0.00001301 0.01718571 -1.21389837 -1.20950476 0.00011442 -2.40608999
17.34200000 0.00001317 0.01695281 -1.21389643 -1.20933138 0.00012056 -2.40614127
17.34300000 0.00000845 0.01679150 -1.21389463 -1.20915621 0.00012685 -2.40612404
17.34400000 0.00000481 0.01662406 -1.21389343 -1.20897896 0.00013333 -2.40611020
17.34500000 0.00000365 0.01638499 -1.21389236 -1.20880008 0.00013994 -2.40616386
17.34600000 0.00000310 0.01620076 -1.21389145 -1.20862000 0.00014667 -2.40616092
17.34700000 0.00000392 0.01602722 -1.21389054 -1.20843781 0.00015353 -2.40614368
17.34800000 0.00000412 0.01579510 -1.21388940 -1.20825441 0.00016048 -2.40618411
17.34900000 0.00000363 0.01570164 -1.21388843 -1.20806969 0.00016754 -2.40608531
17.35000000 0.00000237 0.01563090 -1.21388742 -1.20788224 0.00017476 -2.40596163
17.35100000 0.00000062 0.01543941 -1.21388683 -1.20769325 0.00018214 -2.40595791
17.35200000 0.00000003 0.01521232 -1.21388661 -1.20750305 0.00018967 -2.40598765
17.35300000 0.00000040 0.01505172 -1.21388666 -1.20731189 0.00019731 -2.40594911
17.35400000 0.00000294 0.01497653 -1.21388726 -1.20711879 0.00020516 -2.40582142
17.35500000 0.00000315 0.01490833 -1.21388844 -1.20692371 0.00021321 -2.40568745
17.35600000 0.00000245 0.01490486 -1.21388911 -1.20672665 0.00022134 -2.40548711
17.35700000 0.00000586 0.01480815 -1.21389006 -1.20652677 0.00022967 -2.40537315
17.35800000 0.00001018 0.01461923 -1.21389161 -1.20632619 0.00023816 -2.40535023
17.35900000 0.00001401 0.01445463 -1.21389336 -1.20612412 0.00024680 -2.40530203
17.36000000 0.00001413 0.01431500 -1.21389548 -1.20592112 0.00025558 -2.40523190
17.36100000 0.00001464 0.01436135 -1.21389724 -1.20571636 0.00026444 -2.40497318
17.36200000 0.00002172 0.01438822 -1.21389943 -1.20550807 0.00027357 -2.40472399
17.36300000 0.00002424 0.01437437 -1.21390205 -1.20529829 0.00028288 -2.40451884
17.36400000 0.00002189 0.01447546 -1.21390449 -1.20508555 0.00029235 -2.40420034
17.36500000 0.00002432 0.01432470 -1.21390685 -1.20486963 0.00030199 -2.40412546
17.36600000 0.00002574 0.01399014 -1.21390955 -1.20465452 0.00031171 -2.40423648
17.36700000 0.00002808 0.01390755 -1.21391204 -1.20443914 0.00032147 -2.40409408
17.36800000 0.00003518 0.01390828 -1.21391496 -1.20422082 0.00033148 -2.40386084
17.36900000 0.00003852 0.01374851 -1.21391809 -1.20400097 0.00034164 -2.40379039
17.37000000 0.00003857 0.01353970 -1.21392128 -1.20378076 0.00035189 -2.40377189
17.37100000 0.00003783 0.01328447 -1.21392440 -1.20355991 0.00036221 -2.40379980
17.37200000 0.00004523 0.01304528 -1.21392751 -1.20333961 0.00037255 -2.40380406
17.37300000 0.00005758 0.01302168 -1.21393120 -1.20311856 0.00038309 -2.40358741
17.37400000 0.00006566 0.01298864 -1.21393517 -1.20289449 0.00039386 -2.40338150
17.37500000 0.00006130 0.01274064 -1.21393935 -1.20266987 0.00040475 -2.40340253
17.37600000 0.00005681 0.01257905 -1.21394303 -1.20244603 0.00041558 -2.40333762
17.37700000 0.00005665 0.01248708 -1.21394689 -1.20222023 0.00042658 -2.40319682
17.37800000 0.00005032 0.01233936 -1.21395054 -1.20199407 0.00043761 -2.40311733
17.37900000 0.00005064 0.01213787 -1.21395396 -1.20176702 0.00044869 -2.40308378
17.38000000 0.00006038 0.01184639 -1.21395761 -1.20154071 0.00045983 -2.40313172
17.38100000 0.00006388 0.01151642 -1.21396166 -1.20131535 0.00047105 -2.40322565
17.38200000 0.00006590 0.01127102 -1.21396551 -1.20109171 0.00048221 -2.40323809
17.38300000 0.00007019 0.01120331 -1.21396966 -1.20086757 0.00049350 -2.40307022
17.38400000 0.00007070 0.01116230 -1.21397374 -1.20064172 0.00050491 -2.40287756
17.38500000 0.00007047 0.01110120 -1.21397789 -1.20041488 0.00051642 -2.40270467
17.38600000 0.00006953 0.01094075 -1.21398194 -1.20018676 0.00052803 -2.40263040
17.38700000 0.00007089 0.01077414 -1.21398602 -1.19995977 0.00053963 -2.40256112
17.38800000 0.00008582 0.01064606 -1.21399012 -1.19973171 0.00055134 -2.40243860
17.38900000 0.00010043 0.01044486 -1.21399498 -1.19950408 0.00056325 -2.40239052
17.39000000 0.00010734 0.01028065 -1.21399979 -1.19927705 0.00057516 -2.40231368
17.39100000 0.00011256 0.01013387 -1.21400494 -1.19904976 0.00058722 -2.40222105
17.39200000 0.00011539 0.00998709 -1.21400995 -1.19882280 0.00059928 -2.40213098
17.39300000 0.00011796 0.00984990 -1.21401519 -1.19859567 0.00061146 -2.40203155
17.39400000 0.00011347 0.00964748 -1.21402027 -1.19836874 0.00062363 -2.40200442
17.39500000 0.00011211 0.00943484 -1.21402528 -1.19814327 0.00063577 -2.40198581
17.39600000 0.00012332 0.00917365 -1.21403026 -1.19791839 0.00064793 -2.40200375
17.39700000 0.00014409 0.00890333 -1.21403571 -1.19769631 0.00066011 -2.40202450
17.39800000 0.00016079 0.00882208 -1.21404149 -1.19747526 0.00067237 -2.40186151
17.39900000 0.00016212 0.00867758 -1.21404752 -1.19725244 0.00068483 -2.40177543
17.40000000 0.00016718 0.00843100 -1.21405329 -1.19703234 0.00069715 -2.40179031
17.40100000 0.00018302 0.00831548 -1.21405945 -1.19681322 0.00070957 -2.40166460
17.40200000 0.00018856 0.00818859 -1.21406571 -1.19659354 0.00072210 -2.40156000
17.40300000 0.00020245 0.00794565 -1.21407199 -1.19637522 0.00073462 -2.40156449
17.40400000 0.00020896 0.00770465 -1.21407864 -1.19615961 0.00074716 -2.40157748
17.40500000 0.00019572 0.00752252 -1.21408506 -1.19594551 0.00075961 -2.40155273
17.40600000 0.00020005 0.00727421 -1.21409122 -1.19573266 0.00077198 -2.40157764
17.40700000 0.00021854 0.00702651 -1.21409770 -1.19552341 0.00078432 -2.40159174
17.40800000 0.00024623 0.00692105 -1.21410436 -1.19531561 0.00079668 -2.40145600
17.40900000 0.00025260 0.00683743 -1.21411157 -1.19510734 0.00080929 -2.40131960
17.41000000 0.00024093 0.00671503 -1.21411833 -1.19489995 0.00082177 -2.40124055
17.41100000 0.00022935 0.00657495 -1.21412512 -1.19469334 0.00083428 -2.40117990
17.41200000 0.00021434 0.00635784 -1.21413147 -1.19448825 0.00084663 -2.40120091
17.41300000 0.00021715 0.00617310 -1.21413776 -1.19428652 0.00085884 -2.40117520
17.41400000 0.00022469 0.00599584 -1.21414411 -1.19408547 0.00087108 -2.40113797
17.41500000 0.00022455 0.00579190 -1.21415054 -1.19388771 0.00088323 -2.40113858
17.41600000 0.00022453 0.00559941 -1.21415682 -1.19369170 0.00089529 -2.40112927
17.41700000 0.00024723 0.00541122 -1.21416317 -1.19349881 0.00090727 -2.40109626
17.41800000 0.00028920 0.00521176 -1.21416998 -1.19330771 0.00091935 -2.40105738
17.41900000 0.00032874 0.00504248 -1.21417731 -1.19312035 0.00093146 -2.40099499
17.42000000 0.00034514 0.00489839 -1.21418495 -1.19293388 0.00094368 -2.40093162
17.42100000 0.00033332 0.00465818 -1.21419253 -1.19275040 0.00095579 -2.40099564
17.42200000 0.00032381 0.00436283 -1.21419980 -1.19257168 0.00096760 -2.40111724
17.42300000 0.00031234 0.00418570 -1.21420705 -1.19239851 0.00097917 -2.40112836
17.42400000 0.00028356 0.00409504 -1.21421395 -1.19222570 0.00099065 -2.40107040
17.42500000 0.00025921 0.00394720 -1.21422044 -1.19205505 0.00100193 -2.40106716
17.42600000 0.00024496 0.00378239 -1.21422666 -1.19188728 0.00101300 -2.40107359
17.42700000 0.00023422 0.00364130 -1.21423271 -1.19172260 0.00102389 -2.40105590
17.42800000 0.00022384 0.00353468 -1.21423857 -1.19155997 0.00103465 -2.40100538
17.42900000 0.00021837 0.00342282 -1.21424428 -1.19139904 0.00104530 -2.40095683
17.43000000 0.00023415 0.00332753 -1.21424993 -1.19124051 0.00105584 -2.40087292
17.43100000 0.00025323 0.00319131 -1.21425596 -1.19108303 0.00106651 -2.40082794
17.43200000 0.00026396 0.00303970 -1.21426199 -1.19093007 0.00107699 -2.40081142
17.43300000 0.00026626 0.00287748 -1.21426818 -1.19077912 0.00108746 -2.40081610
17.43400000 0.00026698 0.00273032 -1.21427417 -1.19063350 0.00109762 -2.40081275
17.43500000 0.00027776 0.00259218 -1.21428029 -1.19048938 0.00110779 -2.40079194
17.43600000 0.00029103 0.00247384 -1.21428643 -1.19035039 0.00111774 -2.40075421
17.43700000 0.00030637 0.00245589 -1.21429274 -1.19021204 0.00112776 -2.40061476
17.43800000 0.00031112 0.00243727 -1.21429910 -1.19007332 0.00113788 -2.40048614
17.43900000 0.00031026 0.00229972 -1.21430540 -1.18993529 0.00114798 -2.40048272
17.44000000 0.00030680 0.00213419 -1.21431164 -1.18980378 0.00115775 -2.40051667
17.44100000 0.00028833 0.00204443 -1.21431776 -1.18967497 0.00116737 -2.40049260
17.44200000 0.00026257 0.00193195 -1.21432352 -1.18954837 0.00117675 -2.40050062
17.44300000 0.00024619 0.00177742 -1.21432901 -1.18942609 0.00118582 -2.40054567
17.44400000 0.00022352 0.00164189 -1.21433433 -1.18930911 0.00119457 -2.40058345
17.44500000 0.00022497 0.00150932 -1.21433923 -1.18919562 0.00120297 -2.40059759
17.44600000 0.00024313 0.00137668 -1.21434450 -1.18908768 0.00121127 -2.40060109
17.44700000 0.00026060 0.00128678 -1.21434972 -1.18898372 0.00121937 -2.40056668
17.44800000 0.00026208 0.00118781 -1.21435527 -1.18888241 0.00122752 -2.40056027
17.44900000 0.00025310 0.00110340 -1.21436044 -1.18878614 0.00123525 -2.40055484
17.45000000 0.00025772 0.00102071 -1.21436572 -1.18869164 0.00124296 -2.40053597
17.45100000 0.00027010 0.00091202 -1.21437089 -1.18860235 0.00125038 -2.40054074
17.45200000 0.00030068 0.00083778 -1.21437633 -1.18851763 0.00125771 -2.40049778
17.45300000 0.00030654 0.00075451 -1.21438198 -1.18843531 0.00126506 -2.40049118
17.45400000 0.00027413 0.00069661 -1.21438742 -1.18835887 0.00127202 -2.40050354
17.45500000 0.00027292 0.00065899 -1.21439238 -1.18828255 0.00127876 -2.40046425
17.45600000 0.00030473 0.00058986 -1.21439770 -1.18821010 0.00128551 -2.40042769
17.45700000 0.00033434 0.00051671 -1.21440314 -1.18814161 0.00129215 -2.40040155
17.45800000 0.00035034 0.00044193 -1.21440886 -1.18807802 0.00129870 -2.40039591
17.45900000 0.00032936 0.00035985 -1.21441444 -1.18801933 0.00130496 -2.40043961
17.46000000 0.00029305 0.00031951 -1.21441970 -1.18796757 0.00131069 -2.40046402
17.46100000 0.00026349 0.00029983 -1.21442457 -1.18791515 0.00131629 -2.40046012
17.46200000 0.00025878 0.00024781 -1.21442921 -1.18786656 0.00132158 -2.40046760
17.46300000 0.00024939 0.00020459 -1.21443391 -1.18782324 0.00132664 -2.40047653
17.46400000 0.00023444 0.00017094 -1.21443829 -1.18778298 0.00133138 -2.40048452
17.46500000 0.00023086 0.00015298 -1.21444263 -1.18774680 0.00133590 -2.40046968
17.46600000 0.00023571 0.00014430 -1.21444686 -1.18771062 0.00134039 -2.40043707
17.46700000 0.00024713 0.00011785 -1.21445121 -1.18767647 0.00134486 -2.40041783
17.46800000 0.00024471 0.00009067 -1.21445557 -1.18764702 0.00134911 -2.40041809
17.46900000 0.00024066 0.00007384 -1.21445978 -1.18762066 0.00135313 -2.40041281
17.47000000 0.00026034 0.00005706 -1.21446399 -1.18759663 0.00135704 -2.40038618
17.47100000 0.00028256 0.00003564 -1.21446845 -1.18757634 0.00136094 -2.40036566
17.47200000 0.00027237 0.00001966 -1.21447293 -1.18756160 0.00136456 -2.40037794
17.47300000 0.00026170 0.00001209 -1.21447714 -1.18755032 0.00136785 -2.40038581
17.47400000 0.00027242 0.00000487 -1.21448135 -1.18754119 0.00137106 -2.40037418
17.47500000 0.00027466 0.00000020 -1.21448563 -1.18753736 0.00137405 -2.40037408
17.47600000 0.00027680 0.00000100 -1.21448978 -1.18753857 0.00137670 -2.40037385
17.47700000 0.00028192 0.00000553 -1.21449401 -1.18754322 0.00137924 -2.40037053
17.47800000 0.00028144 0.00001056 -1.21449814 -1.18755238 0.00138150 -2.40037703
17.47900000 0.00030142 0.00001612 -1.21450226 -1.18756230 0.00138374 -2.40036327
17.48000000 0.00031118 0.00002922 -1.21450658 -1.18757595 0.00138594 -2.40035618
17.48100000 0.00030556 0.00004776 -1.21451073 -1.18759402 0.00138781 -2.40036361
17.48200000 0.00030177 0.00007185 -1.21451486 -1.18761649 0.00138946 -2.40036828
17.48300000 0.00030510 0.00009887 -1.21451886 -1.18764372 0.00139078 -2.40036783
17.48400000 0.00032705 0.00012607 -1.21452293 -1.18767477 0.00139197 -2.40035261
17.48500000 0.00034825 0.00016248 -1.21452710 -1.18770950 0.00139306 -2.40033281
17.48600000 0.00034943 0.00020499 -1.21453132 -1.18774940 0.00139394 -2.40033235
17.48700000 0.00033118 0.00024207 -1.21453538 -1.18779327 0.00139452 -2.40036088
17.48800000 0.00032590 0.00029226 -1.21453927 -1.18784036 0.00139482 -2.40036664
17.48900000 0.00034205 0.00034113 -1.21454316 -1.18789313 0.00139484 -2.40035826
17.49000000 0.00035543 0.00040080 -1.21454711 -1.18794814 0.00139483 -2.40034419
17.49100000 0.00036692 0.00048283 -1.21455103 -1.18800984 0.00139445 -2.40031667
17.49200000 0.00038641 0.00055691 -1.21455499 -1.18807611 0.00139389 -2.40029390
17.49300000 0.00038883 0.00059499 -1.21455898 -1.18814711 0.00139314 -2.40032914
17.49400000 0.00036825 0.00064130 -1.21456283 -1.18821783 0.00139233 -2.40037878
17.49500000 0.00035164 0.00071967 -1.21456649 -1.18829405 0.00139109 -2.40039814
17.49600000 0.00034430 0.00075752 -1.21457005 -1.18837327 0.00138964 -2.40045186
17.49700000 0.00032933 0.00081946 -1.21457351 -1.18845330 0.00138810 -2.40048991
17.49800000 0.00031588 0.00088891 -1.21457679 -1.18853866 0.00138615 -2.40052452
17.49900000 0.00031529 0.00094584 -1.21458000 -1.18862530 0.00138409 -2.40056009
17.50000000 0.00032427 0.00101000 -1.21458318 -1.18871580 0.00138182 -2.40058289
17.50100000 0.00034990 0.00106091 -1.21458637 -1.18880805 0.00137951 -2.40060410
17.50200000 0.00037466 0.00113108 -1.21458967 -1.18890279 0.00137722 -2.40060950
17.50300000 0.00038065 0.00118432 -1.21459295 -1.18900079 0.00137477 -2.40065400
17.50400000 0.00039998 0.00127312 -1.21459618 -1.18909965 0.00137227 -2.40065046
17.50500000 0.00039303 0.00138824 -1.21459949 -1.18920452 0.00136958 -2.40065315
17.50600000 0.00035148 0.00146787 -1.21460252 -1.18931199 0.00136650 -2.40072866
17.50700000 0.00033412 0.00154472 -1.21460537 -1.18942242 0.00136311 -2.40078584
17.50800000 0.00033624 0.00159729 -1.21460814 -1.18953506 0.00135956 -2.40085011
17.50900000 0.00035689 0.00168072 -1.21461088 -1.18964878 0.00135598 -2.40086607
17.51000000 0.00037304 0.00176649 -1.21461369 -1.18976675 0.00135228 -2.40088863
17.51100000 0.00037245 0.00181236 -1.21461644 -1.18988578 0.00134851 -2.40096890
17.51200000 0.00037428 0.00188002 -1.21461912 -1.19000626 0.00134464 -2.40102645
17.51300000 0.00037303 0.00197315 -1.21462175 -1.19012916 0.00134063 -2.40106410
17.51400000 0.00036842 0.00202788 -1.21462429 -1.19025501 0.00133641 -2.40114658
17.51500000 0.00037043 0.00207514 -1.21462676 -1.19038073 0.00133218 -2.40122973
17.51600000 0.00038169 0.00215741 -1.21462918 -1.19050886 0.00132783 -2.40127111
17.51700000 0.00037480 0.00224864 -1.21463159 -1.19063891 0.00132341 -2.40132366
17.51800000 0.00036469 0.00236110 -1.21463385 -1.19077177 0.00131870 -2.40136114
17.51900000 0.00037089 0.00249326 -1.21463607 -1.19090761 0.00131383 -2.40136569
17.52000000 0.00036314 0.00255662 -1.21463824 -1.19104714 0.00130875 -2.40145686
17.52100000 0.00036211 0.00262742 -1.21464028 -1.19118568 0.00130364 -2.40153279
17.52200000 0.00036800 0.00281055 -1.21464232 -1.19132824 0.00129834 -2.40149366
17.52300000 0.00036614 0.00297284 -1.21464427 -1.19147557 0.00129273 -2.40148812
17.52400000 0.00036568 0.00311864 -1.21464617 -1.19162549 0.00128696 -2.40150037
17.52500000 0.00035538 0.00328118 -1.21464799 -1.19177909 0.00128095 -2.40150957
17.52600000 0.00036561 0.00345805 -1.21464971 -1.19193583 0.00127466 -2.40148722
17.52700000 0.00038168 0.00358767 -1.21465146 -1.19209664 0.00126828 -2.40151047
17.52800000 0.00037385 0.00370654 -1.21465313 -1.19225819 0.00126181 -2.40156914
17.52900000 0.00037891 0.00386935 -1.21465472 -1.19242317 0.00125508 -2.40157455
17.53000000 0.00040393 0.00403358 -1.21465627 -1.19259065 0.00124826 -2.40156116
17.53100000 0.00042448 0.00429162 -1.21465782 -1.19276139 0.00124136 -2.40146176
17.53200000 0.00045592 0.00455562 -1.21465931 -1.19293823 0.00123411 -2.40135189
17.53300000 0.00047088 0.00471223 -1.21466081 -1.19311813 0.00122686 -2.40136898
17.53400000 0.00043296 0.00483661 -1.21466220 -1.19329962 0.00121941 -2.40147284
17.53500000 0.00041102 0.00495978 -1.21466343 -1.19348279 0.00121164 -2.40156378
17.53600000 0.00041794 0.00501827 -1.21466460 -1.19366738 0.00120379 -2.40169197
17.53700000 0.00042598 0.00503356 -1.21466570 -1.19385118 0.00119600 -2.40186134
17.53800000 0.00041668 0.00516273 -1.21466675 -1.19403478 0.00118823 -2.40193389
17.53900000 0.00040474 0.00530969 -1.21466769 -1.19422168 0.00118014 -2.40199479
17.54000000 0.00040638 0.00553421 -1.21466856 -1.19440890 0.00117202 -2.40196485
17.54100000 0.00039311 0.00576323 -1.21466936 -1.19460193 0.00116354 -2.40195141
17.54200000 0.00037813 0.00588547 -1.21467007 -1.19479520 0.00115491 -2.40204676
17.54300000 0.00036730 0.00595607 -1.21467071 -1.19499050 0.00114613 -2.40219171
17.54400000 0.00036151 0.00595200 -1.21467128 -1.19518427 0.00113735 -2.40240469
17.54500000 0.00035176 0.00607653 -1.21467178 -1.19537759 0.00112859 -2.40249248
17.54600000 0.00034817 0.00622393 -1.21467221 -1.19557351 0.00111956 -2.40255405
17.54700000 0.00036519 0.00630715 -1.21467258 -1.19576962 0.00111057 -2.40265929
17.54800000 0.00037741 0.00648423 -1.21467290 -1.19596620 0.00110158 -2.40267588
17.54900000 0.00037356 0.00668779 -1.21467316 -1.19616579 0.00109243 -2.40268517
17.55000000 0.00038099 0.00685354 -1.21467335 -1.19636649 0.00108312 -2.40272220
17.55100000 0.00042294 0.00713952 -1.21467348 -1.19656889 0.00107381 -2.40260611
17.55200000 0.00043528 0.00735923 -1.21467354 -1.19677572 0.00106439 -2.40259037
17.55300000 0.00042065 0.00752395 -1.21467353 -1.19698211 0.00105486 -2.40265618
17.55400000 0.00040645 0.00771736 -1.21467344 -1.19719120 0.00104515 -2.40269570
17.55500000 0.00039022 0.00779783 -1.21467329 -1.19740052 0.00103529 -2.40285047
17.55600000 0.00038978 0.00793680 -1.21467307 -1.19760937 0.00102542 -2.40293044
17.55700000 0.00040119 0.00801485 -1.21467278 -1.19781993 0.00101543 -2.40306124
17.55800000 0.00040457 0.00815655 -1.21467242 -1.19802835 0.00100561 -2.40313404
17.55900000 0.00038321 0.00838244 -1.21467199 -1.19824005 0.00099552 -2.40315086
17.56000000 0.00037439 0.00848140 -1.21467151 -1.19845166 0.00098530 -2.40328208
17.56100000 0.00037645 0.00849627 -1.21467096 -1.19866320 0.00097510 -2.40348634
17.56200000 0.00034121 0.00865427 -1.21467035 -1.19887253 0.00096497 -2.40358243
17.56300000 0.00031257 0.00882532 -1.21466973 -1.19908525 0.00095439 -2.40366271
17.56400000 0.00031665 0.00883293 -1.21466906 -1.19929599 0.00094390 -2.40387158
17.56500000 0.00030939 0.00896808 -1.21466833 -1.19950612 0.00093345 -2.40396353
17.56600000 0.00030729 0.00907197 -1.21466756 -1.19971726 0.00092283 -2.40408274
17.56700000 0.00031111 0.00917958 -1.21466673 -1.19992698 0.00091233 -2.40419069
17.56800000 0.00030192 0.00930675 -1.21466585 -1.20013773 0.00090171 -2.40429320
17.56900000 0.00030197 0.00925564 -1.21466493 -1.20034744 0.00089109 -2.40456367
17.57000000 0.00029604 0.00912263 -1.21466395 -1.20055411 0.00088066 -2.40491872
17.57100000 0.00026949 0.00911177 -1.21466295 -1.20075793 0.00087030 -2.40516931
17.57200000 0.00025836 0.00926919 -1.21466196 -1.20096147 0.00085981 -2.40523607
17.57300000 0.00026614 0.00954275 -1.21466091 -1.20116588 0.00084927 -2.40516863
17.57400000 0.00027538 0.00976674 -1.21465980 -1.20137239 0.00083860 -2.40515146
17.57500000 0.00029780 0.00984781 -1.21465861 -1.20157853 0.00082797 -2.40526356
17.57600000 0.00031121 0.00985041 -1.21465731 -1.20178364 0.00081750 -2.40546182
17.57700000 0.00031961 0.00986890 -1.21465596 -1.20198671 0.00080710 -2.40564707
17.57800000 0.00032885 0.01002927 -1.21465451 -1.20218907 0.00079680 -2.40568866
17.57900000 0.00034185 0.01019754 -1.21465301 -1.20239224 0.00078640 -2.40571946
17.58000000 0.00035161 0.01027277 -1.21465139 -1.20259476 0.00077611 -2.40584566
17.58100000 0.00034304 0.01046135 -1.21464972 -1.20279617 0.00076581 -2.40587569
17.58200000 0.00034385 0.01073192 -1.21464802 -1.20299906 0.00075538 -2.40581593
17.58300000 0.00035376 0.01091159 -1.21464623 -1.20320226 0.00074491 -2.40583823
17.58400000 0.00034006 0.01114664 -1.21464435 -1.20340507 0.00073447 -2.40582826
17.58500000 0.00032492 0.01131366 -1.21464252 -1.20360907 0.00072379 -2.40588923
17.58600000 0.00032777 0.01142495 -1.21464061 -1.20381133 0.00071321 -2.40598599
17.58700000 0.00032057 0.01136682 -1.21463865 -1.20401367 0.00070258 -2.40626234
17.58800000 0.00031543 0.01125545 -1.21463666 -1.20421127 0.00069218 -2.40658487
17.58900000 0.00030151 0.01146317 -1.21463462 -1.20440802 0.00068180 -2.40659616
17.59000000 0.00029133 0.01165072 -1.21463262 -1.20460557 0.00067123 -2.40662492
17.59100000 0.00030089 0.01179659 -1.21463055 -1.20480181 0.00066074 -2.40667415
17.59200000 0.00032109 0.01204264 -1.21462838 -1.20499804 0.00065025 -2.40661244
17.59300000 0.00031120 0.01212481 -1.21462606 -1.20519450 0.00063980 -2.40674474
17.59400000 0.00026049 0.01214479 -1.21462385 -1.20538818 0.00062933 -2.40697742
17.59500000 0.00023119 0.01223867 -1.21462182 -1.20558103 0.00061869 -2.40711430
17.59600000 0.00022645 0.01240030 -1.21461977 -1.20577227 0.00060810 -2.40715719
17.59700000 0.00021819 0.01257117 -1.21461770 -1.20596365 0.00059745 -2.40719454
17.59800000 0.00021652 0.01259448 -1.21461566 -1.20615347 0.00058682 -2.40737132
17.59900000 0.00023228 0.01250781 -1.21461353 -1.20634114 0.00057632 -2.40763825
17.60000000 0.00025463 0.01239607 -1.21461125 -1.20652561 0.00056608 -2.40792009
17.60100000 0.00026633 0.01246315 -1.21460883 -1.20670758 0.00055603 -2.40803091
17.60200000 0.00025407 0.01264054 -1.21460636 -1.20688899 0.00054597 -2.40805477
17.60300000 0.00023291 0.01268817 -1.21460395 -1.20706945 0.00053586 -2.40821646
17.60400000 0.00019871 0.01282801 -1.21460161 -1.20724744 0.00052581 -2.40829651
17.60500000 0.00017823 0.01307835 -1.21459950 -1.20742569 0.00051553 -2.40825309
17.60600000 0.00018604 0.01321439 -1.21459732 -1.20760290 0.00050530 -2.40829450
17.60700000 0.00018345 0.01326454 -1.21459506 -1.20777871 0.00049516 -2.40843062
17.60800000 0.00017631 0.01345923 -1.21459285 -1.20795227 0.00048507 -2.40842450
17.60900000 0.00017632 0.01371782 -1.21459060 -1.20812623 0.00047492 -2.40834778
17.61000000 0.00017008 0.01390499 -1.21458833 -1.20829867 0.00046483 -2.40834710
17.61100000 0.00016128 0.01398542 -1.21458611 -1.20847045 0.00045470 -2.40845516
17.61200000 0.00014728 0.01398280 -1.21458390 -1.20863932 0.00044470 -2.40864846
17.61300000 0.00014197 0.01412145 -1.21458183 -1.20880648 0.00043468 -2.40869020
17.61400000 0.00013982 0.01440994 -1.21457964 -1.20897240 0.00042476 -2.40857753
17.61500000 0.00013123 0.01455954 -1.21457755 -1.20913822 0.00041474 -2.40861026
17.61600000 0.00012778 0.01456058 -1.21457546 -1.20930110 0.00040487 -2.40878334
17.61700000 0.00012231 0.01472449 -1.21457338 -1.20946215 0.00039506 -2.40879367
17.61800000 0.00012548 0.01504559 -1.21457133 -1.20962200 0.00038526 -2.40863701
17.61900000 0.00012700 0.01537214 -1.21456915 -1.20978159 0.00037549 -2.40847610
17.62000000 0.00012789 0.01558007 -1.21456703 -1.20993986 0.00036573 -2.40843320
17.62100000 0.00012528 0.01569053 -1.21456479 -1.21009646 0.00035607 -2.40848937
17.62200000 0.00011737 0.01565235 -1.21456268 -1.21025068 0.00034648 -2.40869716
17.62300000 0.00012407 0.01560999 -1.21456054 -1.21040173 0.00033705 -2.40889116
17.62400000 0.00013070 0.01571339 -1.21455826 -1.21055036 0.00032779 -2.40893673
17.62500000 0.00012565 0.01573108 -1.21455595 -1.21069720 0.00031860 -2.40907782
17.62600000 0.00010672 0.01569790 -1.21455372 -1.21084079 0.00030955 -2.40928034
17.62700000 0.00009135 0.01561335 -1.21455174 -1.21098210 0.00030051 -2.40952862
17.62800000 0.00008229 0.01559431 -1.21454978 -1.21111973 0.00029166 -2.40970125
17.62900000 0.00006930 0.01566178 -1.21454797 -1.21125567 0.00028282 -2.40978973
17.63000000 0.00006083 0.01569067 -1.21454630 -1.21138870 0.00027409 -2.40990942
17.63100000 0.00005259 0.01580161 -1.21454469 -1.21151965 0.00026543 -2.40994471
17.63200000 0.00004888 0.01573215 -1.21454323 -1.21164836 0.00025683 -2.41015373
17.63300000 0.00005157 0.01561738 -1.21454171 -1.21177349 0.00024845 -2.41039780
17.63400000 0.00005392 0.01554171 -1.21454015 -1.21189604 0.00024022 -2.41060034
17.63500000 0.00005340 0.01551235 -1.21453854 -1.21201537 0.00023219 -2.41075598
17.63600000 0.00005582 0.01556771 -1.21453698 -1.21213248 0.00022425 -2.41082169
17.63700000 0.00006124 0.01563635 -1.21453528 -1.21224704 0.00021648 -2.41086826
17.63800000 0.00006595 0.01567977 -1.21453355 -1.21235942 0.00020882 -2.41093842
17.63900000 0.00007502 0.01552849 -1.21453170 -1.21246903 0.00020134 -2.41119588
17.64000000 0.00006862 0.01527429 -1.21452970 -1.21257512 0.00019410 -2.41156780
17.64100000 0.00005680 0.01535127 -1.21452799 -1.21267781 0.00018697 -2.41161075
17.64200000 0.00005463 0.01563574 -1.21452630 -1.21277924 0.00017987 -2.41143531
17.64300000 0.00005003 0.01574905 -1.21452464 -1.21287858 0.00017286 -2.41143128
17.64400000 0.00004276 0.01593996 -1.21452308 -1.21297544 0.00016595 -2.41134985
17.64500000 0.00003302 0.01620134 -1.21452165 -1.21307060 0.00015907 -2.41119881
17.64600000 0.00002231 0.01611709 -1.21452044 -1.21316359 0.00015224 -2.41139238
17.64700000 0.00001485 0.01587827 -1.21451947 -1.21325282 0.00014558 -2.41173359
