# t K1 K2 U1 U2 Uc E_tot
3.81500000 0.69849028 0.17173921 0.00000000 0.10165285 0.02411765 0.99599999
3.81600000 0.69888975 0.17258434 0.00000000 0.10032361 0.02382604 0.99562375
3.81700000 0.69901038 0.17337020 0.00000000 0.09900091 0.02353701 0.99491850
3.81800000 0.69891485 0.17422562 0.00000000 0.09768609 0.02325014 0.99407669
3.81900000 0.69825280 0.17491703 0.00000000 0.09637730 0.02296610 0.99251324
3.82000000 0.69736123 0.17561404 0.00000000 0.09507763 0.02268438 0.99073729
3.82100000 0.69784070 0.17637463 0.00000000 0.09378397 0.02240566 0.99040497
3.82200000 0.69911240 0.17669380 0.00000000 0.09249893 0.02212824 0.99043337
3.82300000 0.69964455 0.17688662 0.00000000 0.09122308 0.02185246 0.98960672
3.82400000 0.70094462 0.17719246 0.00000000 0.08995666 0.02157838 0.98967212
3.82500000 0.70153986 0.17783770 0.00000000 0.08869853 0.02130552 0.98938160
3.82600000 0.70136453 0.17859656 0.00000000 0.08744733 0.02103544 0.98844386
3.82700000 0.70130807 0.17902858 0.00000000 0.08620359 0.02076734 0.98730758
3.82800000 0.70025070 0.17965526 0.00000000 0.08496902 0.02050139 0.98537637
3.82900000 0.69865615 0.18071958 0.00000000 0.08374050 0.02023848 0.98335470
3.83000000 0.69753622 0.18127493 0.00000000 0.08251813 0.01997874 0.98130801
3.83100000 0.69773509 0.18184016 0.00000000 0.08130523 0.01972087 0.98060134
3.83200000 0.69769371 0.18271414 0.00000000 0.08009837 0.01946516 0.97997137
3.83300000 0.69755446 0.18306014 0.00000000 0.07889886 0.01921194 0.97872540
3.83400000 0.69812609 0.18393425 0.00000000 0.07770879 0.01896017 0.97872930
3.83500000 0.69812407 0.18506743 0.00000000 0.07652259 0.01871109 0.97842518
3.83600000 0.69754624 0.18559023 0.00000000 0.07534412 0.01846423 0.97694483
3.83700000 0.69703425 0.18648818 0.00000000 0.07417340 0.01821960 0.97591542
3.83800000 0.69614208 0.18717674 0.00000000 0.07300797 0.01797763 0.97430442
3.83900000 0.69551305 0.18739901 0.00000000 0.07185151 0.01773784 0.97250141
3.84000000 0.69535861 0.18766608 0.00000000 0.07070315 0.01749986 0.97122770
3.84100000 0.69435965 0.18744214 0.00000000 0.06956333 0.01726375 0.96862886
3.84200000 0.69394255 0.18731954 0.00000000 0.06843440 0.01702938 0.96672587
3.84300000 0.69378398 0.18776455 0.00000000 0.06731320 0.01679661 0.96565834
3.84400000 0.69294272 0.18808520 0.00000000 0.06619931 0.01656614 0.96379337
3.84500000 0.69264032 0.18809563 0.00000000 0.06509375 0.01633756 0.96216726
3.84600000 0.69244069 0.18821821 0.00000000 0.06399715 0.01611050 0.96076655
3.84700000 0.69277640 0.18866089 0.00000000 0.06290804 0.01588540 0.96023072
3.84800000 0.69411277 0.18929982 0.00000000 0.06182587 0.01566185 0.96090031
3.84900000 0.69474753 0.19003488 0.00000000 0.06074993 0.01543984 0.96097219
3.85000000 0.69475232 0.19063297 0.00000000 0.05968028 0.01521998 0.96028554
3.85100000 0.69412904 0.19131089 0.00000000 0.05861752 0.01500188 0.95905934
3.85200000 0.69366380 0.19170431 0.00000000 0.05756049 0.01478641 0.95771501
3.85300000 0.69354787 0.19191491 0.00000000 0.05651177 0.01457224 0.95654680
3.85400000 0.69369290 0.19273461 0.00000000 0.05546962 0.01436023 0.95625736
3.85500000 0.69398707 0.19406322 0.00000000 0.05443232 0.01415008 0.95663270
3.85600000 0.69390876 0.19519698 0.00000000 0.05339877 0.01394259 0.95644710
3.85700000 0.69417199 0.19593876 0.00000000 0.05237105 0.01373692 0.95621873
3.85800000 0.69407231 0.19636410 0.00000000 0.05134905 0.01353320 0.95531865
3.85900000 0.69400433 0.19644855 0.00000000 0.05033438 0.01333114 0.95411841
3.86000000 0.69452396 0.19617463 0.00000000 0.04932701 0.01313060 0.95315620
3.86100000 0.69461403 0.19670740 0.00000000 0.04832856 0.01293096 0.95258095
3.86200000 0.69470092 0.19727853 0.00000000 0.04733309 0.01273401 0.95204656
3.86300000 0.69434068 0.19760707 0.00000000 0.04634614 0.01253801 0.95083190
3.86400000 0.69348837 0.19863169 0.00000000 0.04536325 0.01234467 0.94982798
3.86500000 0.69333137 0.19916849 0.00000000 0.04438523 0.01215334 0.94903843
3.86600000 0.69339038 0.19938525 0.00000000 0.04341352 0.01196368 0.94815283
3.86700000 0.69357348 0.19995306 0.00000000 0.04244805 0.01177554 0.94775013
3.86800000 0.69339617 0.20014978 0.00000000 0.04148698 0.01158937 0.94662230
3.86900000 0.69181533 0.19988755 0.00000000 0.04053372 0.01140452 0.94364112
3.87000000 0.69028059 0.20031479 0.00000000 0.03958683 0.01122194 0.94140414
3.87100000 0.68971515 0.20110983 0.00000000 0.03864422 0.01104137 0.94051057
3.87200000 0.68922888 0.20219980 0.00000000 0.03770605 0.01086288 0.93999761
3.87300000 0.68852695 0.20350813 0.00000000 0.03677064 0.01068662 0.93949234
3.87400000 0.68773473 0.20402712 0.00000000 0.03583851 0.01051275 0.93811311
3.87500000 0.68667367 0.20385557 0.00000000 0.03491258 0.01034033 0.93578215
3.87600000 0.68443971 0.20383314 0.00000000 0.03399285 0.01016972 0.93243543
3.87700000 0.68232040 0.20375616 0.00000000 0.03307838 0.01000133 0.92915628
3.87800000 0.68185508 0.20398248 0.00000000 0.03217008 0.00983461 0.92784225
3.87900000 0.68203318 0.20458864 0.00000000 0.03126542 0.00966950 0.92755674
3.88000000 0.68178767 0.20486422 0.00000000 0.03036501 0.00950608 0.92652297
3.88100000 0.68164628 0.20541909 0.00000000 0.02946947 0.00934415 0.92587899
3.88200000 0.68193158 0.20640095 0.00000000 0.02857672 0.00918411 0.92609336
3.88300000 0.68314403 0.20690806 0.00000000 0.02768677 0.00902573 0.92676459
3.88400000 0.68374780 0.20714433 0.00000000 0.02680144 0.00886830 0.92656187
3.88500000 0.68288139 0.20759322 0.00000000 0.02591983 0.00871260 0.92510704
3.88600000 0.68227709 0.20783862 0.00000000 0.02504167 0.00855878 0.92371615
3.88700000 0.68249769 0.20826388 0.00000000 0.02416784 0.00840634 0.92333575
3.88800000 0.68226737 0.20841106 0.00000000 0.02329646 0.00825553 0.92223041
3.88900000 0.68221139 0.20825539 0.00000000 0.02243029 0.00810608 0.92100315
3.89000000 0.68265166 0.20782323 0.00000000 0.02156755 0.00795789 0.92000034
3.89100000 0.68249759 0.20720442 0.00000000 0.02071087 0.00781059 0.91822348
3.89200000 0.68328495 0.20752410 0.00000000 0.01985810 0.00766468 0.91833182
3.89300000 0.68394255 0.20783942 0.00000000 0.01900722 0.00752002 0.91830921
3.89400000 0.68382307 0.20775987 0.00000000 0.01815999 0.00737683 0.91711977
3.89500000 0.68420949 0.20756124 0.00000000 0.01731600 0.00723492 0.91632165
3.89600000 0.68375954 0.20734132 0.00000000 0.01647584 0.00709414 0.91467083
3.89700000 0.68295676 0.20775823 0.00000000 0.01563871 0.00695501 0.91330870
3.89800000 0.68309368 0.20796083 0.00000000 0.01480256 0.00681769 0.91267476
3.89900000 0.68385322 0.20787530 0.00000000 0.01397002 0.00668142 0.91237996
3.90000000 0.68406029 0.20781965 0.00000000 0.01313935 0.00654644 0.91156573
3.90100000 0.68301266 0.20794717 0.00000000 0.01231186 0.00641278 0.90968447
3.90200000 0.68271650 0.20852680 0.00000000 0.01148523 0.00628110 0.90900962
3.90300000 0.68309362 0.20908239 0.00000000 0.01065970 0.00615077 0.90898648
3.90400000 0.68126160 0.20913080 0.00000000 0.00983485 0.00602209 0.90624934
3.90500000 0.67804174 0.20888396 0.00000000 0.00901283 0.00589529 0.90183383
3.90600000 0.67704843 0.20965856 0.00000000 0.00819236 0.00577046 0.90066982
3.90700000 0.67694841 0.21044309 0.00000000 0.00737041 0.00564732 0.90040924
3.90800000 0.67633085 0.21043502 0.00000000 0.00654969 0.00552578 0.89884134
3.90900000 0.67618449 0.21032216 0.00000000 0.00573031 0.00540553 0.89764250
3.91000000 0.67563173 0.21053997 0.00000000 0.00491227 0.00528661 0.89637058
3.91100000 0.67444916 0.21052110 0.00000000 0.00409398 0.00516938 0.89423363
3.91200000 0.67346302 0.21020854 0.00000000 0.00327766 0.00505354 0.89200276
3.91300000 0.67384335 0.21056595 0.00000000 0.00246193 0.00493911 0.89181034
3.91400000 0.67427054 0.21160672 0.00000000 0.00164527 0.00482599 0.89234852
3.91500000 0.67344117 0.21230646 0.00000000 0.00082627 0.00471471 0.89128861
3.91600000 0.67317468 0.21211037 0.00000000 0.00000736 0.00460498 0.88989739
3.91700000 0.67274586 0.21233800 0.00000000 -0.00081073 0.00449626 0.88876938
3.91800000 0.67076518 0.21320056 0.00000000 -0.00163067 0.00438941 0.88672448
3.91900000 0.66928768 0.21348094 0.00000000 -0.00245254 0.00428454 0.88460063
3.92000000 0.66889338 0.21360351 0.00000000 -0.00327431 0.00418095 0.88340353
3.92100000 0.66799511 0.21399811 0.00000000 -0.00409771 0.00407883 0.88197435
3.92200000 0.66697088 0.21414447 0.00000000 -0.00492237 0.00397833 0.88017131
3.92300000 0.66673836 0.21409148 0.00000000 -0.00574801 0.00387916 0.87896099
3.92400000 0.66653970 0.21469426 0.00000000 -0.00657444 0.00378121 0.87844073
3.92500000 0.66611107 0.21574776 0.00000000 -0.00740470 0.00368497 0.87813910
3.92600000 0.66551340 0.21623141 0.00000000 -0.00823780 0.00359027 0.87709728
3.92700000 0.66485583 0.21626447 0.00000000 -0.00907284 0.00349697 0.87554443
3.92800000 0.66397303 0.21702891 0.00000000 -0.00990931 0.00340496 0.87449760
3.92900000 0.66280649 0.21810259 0.00000000 -0.01075086 0.00331482 0.87347304
3.93000000 0.66262616 0.21800111 0.00000000 -0.01159535 0.00322621 0.87225813
3.93100000 0.66169866 0.21747194 0.00000000 -0.01244070 0.00313848 0.86986838
3.93200000 0.65902994 0.21774384 0.00000000 -0.01328764 0.00305227 0.86653842
3.93300000 0.65676472 0.21814949 0.00000000 -0.01413886 0.00296791 0.86374325
3.93400000 0.65582355 0.21823169 0.00000000 -0.01499250 0.00288497 0.86194771
3.93500000 0.65510766 0.21829391 0.00000000 -0.01584949 0.00280328 0.86035535
3.93600000 0.65344795 0.21826638 0.00000000 -0.01670913 0.00272293 0.85772813
3.93700000 0.65240903 0.21812296 0.00000000 -0.01757208 0.00264404 0.85560396
3.93800000 0.65241482 0.21798494 0.00000000 -0.01843752 0.00256624 0.85452848
3.93900000 0.65200463 0.21877750 0.00000000 -0.01930659 0.00248961 0.85396514
3.94000000 0.65130272 0.21943049 0.00000000 -0.02018219 0.00241462 0.85296564
3.94100000 0.65077435 0.21933826 0.00000000 -0.02106119 0.00234079 0.85139221
3.94200000 0.65020097 0.21945107 0.00000000 -0.02194407 0.00226819 0.84997617
3.94300000 0.64971959 0.21984561 0.00000000 -0.02283147 0.00219685 0.84893058
3.94400000 0.64928768 0.22057522 0.00000000 -0.02372421 0.00212684 0.84826552
3.94500000 0.64883997 0.22111949 0.00000000 -0.02462318 0.00205820 0.84739447
3.94600000 0.64780095 0.22102491 0.00000000 -0.02552706 0.00199079 0.84528959
3.94700000 0.64715159 0.22097256 0.00000000 -0.02643489 0.00192462 0.84361387
3.94800000 0.64691255 0.22087678 0.00000000 -0.02734811 0.00185958 0.84230080
3.94900000 0.64685152 0.22068610 0.00000000 -0.02826539 0.00179566 0.84106789
3.95000000 0.64656207 0.22056227 0.00000000 -0.02918798 0.00173280 0.83966916
3.95100000 0.64582316 0.22064709 0.00000000 -0.03011520 0.00167114 0.83802619
3.95200000 0.64481959 0.22097513 0.00000000 -0.03104890 0.00161071 0.83635652
3.95300000 0.64341684 0.22152927 0.00000000 -0.03198857 0.00155162 0.83450916
3.95400000 0.64259130 0.22216969 0.00000000 -0.03293603 0.00149393 0.83331889
3.95500000 0.64159806 0.22238818 0.00000000 -0.03389015 0.00143744 0.83153353
3.95600000 0.64016894 0.22258810 0.00000000 -0.03485060 0.00138221 0.82928865
3.95700000 0.63964180 0.22282594 0.00000000 -0.03581795 0.00132827 0.82797806
3.95800000 0.63973977 0.22319817 0.00000000 -0.03679210 0.00127538 0.82742123
3.95900000 0.64002875 0.22355658 0.00000000 -0.03777407 0.00122369 0.82703495
3.96000000 0.64093776 0.22380741 0.00000000 -0.03876310 0.00117301 0.82715508
3.96100000 0.64170924 0.22408365 0.00000000 -0.03975981 0.00112336 0.82715644
3.96200000 0.64168453 0.22430398 0.00000000 -0.04076402 0.00107477 0.82629926
3.96300000 0.64133897 0.22522527 0.00000000 -0.04177598 0.00102734 0.82581561
3.96400000 0.64145553 0.22600336 0.00000000 -0.04279893 0.00098123 0.82564118
3.96500000 0.64051541 0.22583871 0.00000000 -0.04382934 0.00093614 0.82346092
3.96600000 0.63841364 0.22587113 0.00000000 -0.04486681 0.00089226 0.82031023
3.96700000 0.63711606 0.22657811 0.00000000 -0.04591292 0.00084964 0.81863089
3.96800000 0.63620902 0.22734000 0.00000000 -0.04696953 0.00080826 0.81738775
3.96900000 0.63506200 0.22795244 0.00000000 -0.04803540 0.00076806 0.81574709
3.97000000 0.63376270 0.22813032 0.00000000 -0.04911144 0.00072906 0.81351064
3.97100000 0.63247811 0.22867604 0.00000000 -0.05019502 0.00069114 0.81165028
3.97200000 0.63086951 0.22993076 0.00000000 -0.05129086 0.00065450 0.81016390
3.97300000 0.62945695 0.23071705 0.00000000 -0.05239799 0.00061911 0.80839513
3.97400000 0.62893522 0.23182889 0.00000000 -0.05351554 0.00058482 0.80783340
3.97500000 0.62801203 0.23327489 0.00000000 -0.05464634 0.00055171 0.80719229
3.97600000 0.62664653 0.23408512 0.00000000 -0.05578960 0.00051980 0.80546184
3.97700000 0.62661028 0.23500191 0.00000000 -0.05694343 0.00048895 0.80515772
3.97800000 0.62648087 0.23595678 0.00000000 -0.05811065 0.00045911 0.80478612
3.97900000 0.62586559 0.23683579 0.00000000 -0.05928900 0.00043035 0.80384273
3.98000000 0.62534501 0.23762028 0.00000000 -0.06048078 0.00040262 0.80288713
3.98100000 0.62463721 0.23799455 0.00000000 -0.06168359 0.00037590 0.80132407
3.98200000 0.62387260 0.23860383 0.00000000 -0.06289815 0.00035016 0.79992844
3.98300000 0.62297690 0.23948539 0.00000000 -0.06412528 0.00032546 0.79866247
3.98400000 0.62245618 0.24030752 0.00000000 -0.06536593 0.00030176 0.79769953
3.98500000 0.62134678 0.24125259 0.00000000 -0.06661923 0.00027904 0.79625917
3.98600000 0.62021912 0.24241491 0.00000000 -0.06788711 0.00025737 0.79500429
3.98700000 0.61976919 0.24333965 0.00000000 -0.06916919 0.00023668 0.79417634
3.98800000 0.61889173 0.24357863 0.00000000 -0.07046500 0.00021692 0.79222228
3.98900000 0.61743696 0.24368201 0.00000000 -0.07177174 0.00019806 0.78954529
3.99000000 0.61632190 0.24467242 0.00000000 -0.07309183 0.00018014 0.78808264
3.99100000 0.61526031 0.24589982 0.00000000 -0.07442797 0.00016319 0.78689534
3.99200000 0.61502970 0.24673383 0.00000000 -0.07577916 0.00014717 0.78613154
3.99300000 0.61449078 0.24757192 0.00000000 -0.07714469 0.00013199 0.78505000
3.99400000 0.61340268 0.24912322 0.00000000 -0.07852569 0.00011774 0.78411795
3.99500000 0.61361054 0.25095586 0.00000000 -0.07992543 0.00010441 0.78474538
3.99600000 0.61327447 0.25251860 0.00000000 -0.08134271 0.00009193 0.78454229
3.99700000 0.61143691 0.25344436 0.00000000 -0.08277773 0.00008034 0.78218389
3.99800000 0.61032578 0.25453817 0.00000000 -0.08422712 0.00006960 0.78070643
3.99900000 0.60924833 0.25615331 0.00000000 -0.08569568 0.00005969 0.77976565
4.00000000 0.60777465 0.25768367 0.00000000 -0.08718204 0.00005063 0.77832691
4.00100000 0.60864673 0.25897827 -0.08025806 -0.08868759 0.00004237 0.69872172
4.00200000 0.61054458 0.26012624 -0.08247461 -0.09021004 0.00003484 0.69802100
4.00300000 0.61125172 0.26164842 -0.08472623 -0.09175131 0.00002805 0.69645065
4.00400000 0.61222397 0.26316324 -0.08701099 -0.09331215 0.00002203 0.69508609
4.00500000 0.61450522 0.26475977 -0.08933301 -0.09489225 0.00001674 0.69505647
4.00600000 0.61683496 0.26619076 -0.09169433 -0.09649292 0.00001217 0.69485064
4.00700000 0.61981579 0.26755100 -0.09409443 -0.09811236 0.00000833 0.69516834
4.00800000 0.62272465 0.26852420 -0.09653779 -0.09975244 0.00000520 0.69496382
4.00900000 0.62509937 0.26881371 -0.09902102 -0.10140935 0.00000280 0.69348550
4.01000000 0.62735835 0.26912511 -0.10154684 -0.10308310 0.00000113 0.69185465
4.01100000 0.62904165 0.27022918 -0.10411337 -0.10477412 0.00000020 0.69038354
4.01200000 0.63134602 0.27206090 -0.10672141 -0.10648734 0.00000003 0.69019820
4.01300000 0.63417600 0.27327723 -0.10937399 -0.10822288 0.00000059 0.68985695
4.01400000 0.63728228 0.27474994 -0.11207159 -0.10997720 0.00000191 0.68998534
4.01500000 0.64026540 0.27627653 -0.11481629 -0.11175600 0.00000398 0.68997362
4.01600000 0.64341211 0.27752958 -0.11760686 -0.11355437 0.00000681 0.68978726
4.01700000 0.64593898 0.27915105 -0.12044666 -0.11537597 0.00001041 0.68927780
4.01800000 0.64663627 0.28047583 -0.12333090 -0.11722002 0.00001475 0.68657595
4.01900000 0.64664699 0.28138719 -0.12625737 -0.11908584 0.00001984 0.68271081
4.02000000 0.64852056 0.28198382 -0.12922606 -0.12097180 0.00002565 0.68033217
4.02100000 0.65112604 0.28348240 -0.13224648 -0.12287783 0.00003227 0.67951640
4.02200000 0.65213586 0.28583759 -0.13531355 -0.12481051 0.00003960 0.67788898
4.02300000 0.65456411 0.28773390 -0.13842599 -0.12676957 0.00004762 0.67715006
4.02400000 0.65736375 0.28942778 -0.14159290 -0.12875274 0.00005643 0.67650232
4.02500000 0.65989136 0.29147397 -0.14480803 -0.13076146 0.00006595 0.67586179
4.02600000 0.66307751 0.29362327 -0.14807755 -0.13279726 0.00007622 0.67590218
4.02700000 0.66559177 0.29567704 -0.15139965 -0.13485991 0.00008722 0.67509647
4.02800000 0.66825566 0.29706697 -0.15477399 -0.13694956 0.00009894 0.67369802
4.02900000 0.67088677 0.29808093 -0.15820276 -0.13906190 0.00011146 0.67181449
4.03000000 0.67344426 0.29964576 -0.16168467 -0.14119905 0.00012473 0.67033104
4.03100000 0.67659250 0.30137631 -0.16522170 -0.14336325 0.00013876 0.66952262
4.03200000 0.67972377 0.30345817 -0.16881602 -0.14555394 0.00015356 0.66896553
4.03300000 0.68191694 0.30546743 -0.17246646 -0.14777479 0.00016908 0.66731219
4.03400000 0.68454630 0.30747073 -0.17617018 -0.15002214 0.00018532 0.66601004
4.03500000 0.68756828 0.30929604 -0.17993334 -0.15230019 0.00020230 0.66483309
4.03600000 0.69020519 0.31097910 -0.18375283 -0.15460392 0.00022006 0.66304760
4.03700000 0.69310806 0.31326637 -0.18763063 -0.15693787 0.00023854 0.66204448
4.03800000 0.69476922 0.31517484 -0.19156713 -0.15930252 0.00025774 0.65933216
4.03900000 0.69662074 0.31611886 -0.19555569 -0.16169509 0.00027761 0.65576645
4.04000000 0.70016096 0.31689437 -0.19960477 -0.16411153 0.00029834 0.65363737
4.04100000 0.70263035 0.31825093 -0.20371640 -0.16655497 0.00031992 0.65092983
4.04200000 0.70476412 0.31970155 -0.20788310 -0.16902709 0.00034219 0.64789768
4.04300000 0.70785626 0.32114637 -0.21211112 -0.17152737 0.00036527 0.64572940
4.04400000 0.71132613 0.32271023 -0.21640057 -0.17405671 0.00038914 0.64396822
4.04500000 0.71518069 0.32432671 -0.22075442 -0.17661557 0.00041385 0.64255125
4.04600000 0.71907638 0.32660536 -0.22517286 -0.17920436 0.00043940 0.64174391
4.04700000 0.72311008 0.32927924 -0.22965680 -0.18182845 0.00046569 0.64136977
4.04800000 0.72724426 0.33144652 -0.23420698 -0.18448617 0.00049277 0.64049040
4.04900000 0.73065849 0.33338141 -0.23882411 -0.18717569 0.00052070 0.63856080
4.05000000 0.73375530 0.33570472 -0.24350362 -0.18989750 0.00054939 0.63660828
4.05100000 0.73666691 0.33816545 -0.24824866 -0.19265478 0.00057881 0.63450774
4.05200000 0.73991966 0.34037861 -0.25305535 -0.19544599 0.00060894 0.63240588
4.05300000 0.74292604 0.34249924 -0.25793030 -0.19827119 0.00063990 0.62986370
4.05400000 0.74542871 0.34441605 -0.26286563 -0.20113006 0.00067155 0.62652063
4.05500000 0.74933398 0.34608792 -0.26786627 -0.20402169 0.00070400 0.62423793
4.05600000 0.75368358 0.34790601 -0.27293698 -0.20694538 0.00073737 0.62244459
4.05700000 0.75734682 0.34976655 -0.27807645 -0.20990349 0.00077159 0.61990503
4.05800000 0.76091045 0.35194267 -0.28328175 -0.21289440 0.00080665 0.61748363
4.05900000 0.76476062 0.35498213 -0.28855544 -0.21592289 0.00084248 0.61610690
4.06000000 0.76937917 0.35810855 -0.29389718 -0.21899209 0.00087900 0.61547745
4.06100000 0.77490582 0.36107494 -0.29931299 -0.22210019 0.00091639 0.61548397
4.06200000 0.78006783 0.36444593 -0.30480358 -0.22524822 0.00095465 0.61541662
4.06300000 0.78412566 0.36778095 -0.31036605 -0.22843925 0.00099364 0.61409496
4.06400000 0.78720271 0.37088253 -0.31599567 -0.23167048 0.00103333 0.61145241
4.06500000 0.79030392 0.37433387 -0.32169017 -0.23494328 0.00107364 0.60907798
4.06600000 0.79423872 0.37764012 -0.32745186 -0.23825994 0.00111456 0.60728159
4.06700000 0.79906177 0.37979286 -0.33328433 -0.24161746 0.00115625 0.60510909
4.06800000 0.80532828 0.38142563 -0.33919042 -0.24500910 0.00119900 0.60375338
4.06900000 0.81121874 0.38413442 -0.34517800 -0.24843735 0.00124292 0.60298074
4.07000000 0.81667408 0.38726891 -0.35123643 -0.25190972 0.00128757 0.60208442
4.07100000 0.82196624 0.39048451 -0.35737315 -0.25542295 0.00133323 0.60098788
4.07200000 0.82706046 0.39399315 -0.36357929 -0.25898159 0.00137958 0.59987231
4.07300000 0.83312211 0.39679924 -0.36986207 -0.26258422 0.00142683 0.59890189
4.07400000 0.83867911 0.39885391 -0.37622128 -0.26622633 0.00147514 0.59656055
4.07500000 0.84415580 0.40104450 -0.38265299 -0.26990594 0.00152448 0.59416586
4.07600000 0.84939697 0.40411983 -0.38916013 -0.27362658 0.00157485 0.59230493
4.07700000 0.85415678 0.40791778 -0.39573742 -0.27739324 0.00162597 0.59056988
4.07800000 0.85920645 0.41160079 -0.40238583 -0.28120807 0.00167782 0.58889116
4.07900000 0.86484348 0.41447466 -0.40910592 -0.28506832 0.00173052 0.58687443
4.08000000 0.87094894 0.41640955 -0.41590096 -0.28896960 0.00178431 0.58427223
4.08100000 0.87738449 0.41893913 -0.42277056 -0.29290776 0.00183932 0.58248462
4.08200000 0.88248151 0.42259803 -0.42971693 -0.29689281 0.00189533 0.58036513
4.08300000 0.88732435 0.42650031 -0.43672634 -0.30092571 0.00195198 0.57812460
4.08400000 0.89311691 0.42978113 -0.44380947 -0.30500822 0.00200950 0.57608985
4.08500000 0.89870711 0.43225877 -0.45096196 -0.30913301 0.00206805 0.57293895
4.08600000 0.90456986 0.43529321 -0.45818539 -0.31330001 0.00212768 0.57050537
4.08700000 0.91034300 0.43886248 -0.46547905 -0.31751484 0.00218824 0.56839982
4.08800000 0.91560125 0.44238708 -0.47284156 -0.32177728 0.00224971 0.56561919
4.08900000 0.92022203 0.44627266 -0.48026867 -0.32608741 0.00231201 0.56245062
4.09000000 0.92616075 0.45076034 -0.48775783 -0.33044894 0.00237496 0.56108928
4.09100000 0.93250618 0.45524985 -0.49532060 -0.33486432 0.00243885 0.56000995
4.09200000 0.93705331 0.45921902 -0.50294696 -0.33933142 0.00250347 0.55649744
4.09300000 0.94146630 0.46298628 -0.51063042 -0.34384756 0.00256879 0.55254339
4.09400000 0.94815372 0.46721222 -0.51837433 -0.34841367 0.00263487 0.55121283
4.09500000 0.95548400 0.47137610 -0.52619194 -0.35303352 0.00270203 0.55033667
4.09600000 0.96210742 0.47480679 -0.53407316 -0.35770290 0.00277013 0.54790828
4.09700000 0.96912800 0.47814608 -0.54202012 -0.36241893 0.00283940 0.54567443
4.09800000 0.97529383 0.48226427 -0.55003167 -0.36718364 0.00290976 0.54325256
4.09900000 0.98196480 0.48668657 -0.55809949 -0.37200278 0.00298082 0.54152992
4.10000000 0.98970329 0.49102374 -0.56623355 -0.37687370 0.00305300 0.54067278
4.10100000 0.99618529 0.49488970 -0.57443004 -0.38179829 0.00312617 0.53797283
4.10200000 1.00281043 0.49818971 -0.58267965 -0.38676994 0.00320033 0.53475089
4.10300000 1.00909172 0.50108148 -0.59099002 -0.39178956 0.00327574 0.53066936
4.10400000 1.01518221 0.50360750 -0.59934764 -0.39685195 0.00335220 0.52594232
4.10500000 1.02282832 0.50676011 -0.60776134 -0.40195842 0.00343002 0.52329868
4.10600000 1.03016703 0.51016414 -0.61623190 -0.40711375 0.00350908 0.52049461
4.10700000 1.03807696 0.51368239 -0.62475266 -0.41231545 0.00358935 0.51828058
4.10800000 1.04606172 0.51763983 -0.63333152 -0.41756696 0.00367100 0.51647408
4.10900000 1.05214471 0.52144841 -0.64195757 -0.42286905 0.00375371 0.51252022
4.11000000 1.05856901 0.52527548 -0.65062235 -0.42821915 0.00383738 0.50884038
4.11100000 1.06521187 0.52983107 -0.65933328 -0.43361974 0.00392221 0.50601213
4.11200000 1.07182377 0.53451779 -0.66808072 -0.43907550 0.00400778 0.50319312
4.11300000 1.07893150 0.53935423 -0.67686997 -0.44458276 0.00409445 0.50092745
4.11400000 1.08589028 0.54500741 -0.68569554 -0.45014641 0.00418194 0.49923768
4.11500000 1.09276058 0.55057798 -0.69455733 -0.45576960 0.00427018 0.49728181
4.11600000 1.09854510 0.55589407 -0.70345022 -0.46144793 0.00435924 0.49390027
4.11700000 1.10539989 0.56038544 -0.71236589 -0.46718277 0.00444884 0.49068551
4.11800000 1.11207870 0.56442759 -0.72131661 -0.47296376 0.00453988 0.48676580
4.11900000 1.11837601 0.56919165 -0.73028382 -0.47879609 0.00463160 0.48311935
4.12000000 1.12593930 0.57399816 -0.73927801 -0.48468137 0.00472437 0.48070246
4.12100000 1.13291733 0.57938042 -0.74829372 -0.49061776 0.00481817 0.47820443
4.12200000 1.14036660 0.58441971 -0.75732644 -0.49661238 0.00491262 0.47576012
4.12300000 1.14725788 0.58959467 -0.76637899 -0.50265382 0.00500838 0.47282813
4.12400000 1.15446170 0.59640343 -0.77543858 -0.50875414 0.00510457 0.47177698
4.12500000 1.16348256 0.60267222 -0.78451477 -0.51491729 0.00520149 0.47192420
4.12600000 1.17075334 0.60744853 -0.79360637 -0.52113290 0.00529960 0.46876220
4.12700000 1.17759207 0.61234314 -0.80269486 -0.52739509 0.00539853 0.46524379
4.12800000 1.18534932 0.61700485 -0.81178928 -0.53370997 0.00549849 0.46235341
4.12900000 1.19219413 0.62135410 -0.82088147 -0.54006794 0.00559965 0.45819847
4.13000000 1.19990726 0.62650086 -0.82996621 -0.54647429 0.00570170 0.45566932
4.13100000 1.20720003 0.63165067 -0.83904881 -0.55293075 0.00580489 0.45267603
4.13200000 1.21316196 0.63704115 -0.84811416 -0.55943440 0.00590884 0.44856340
4.13300000 1.22064874 0.64307069 -0.85716067 -0.56598935 0.00601341 0.44658282
4.13400000 1.23040211 0.64894932 -0.86619448 -0.57259671 0.00611894 0.44667918
4.13500000 1.23860177 0.65506105 -0.87521901 -0.57925243 0.00622587 0.44541725
4.13600000 1.24591223 0.66107589 -0.88421208 -0.58596149 0.00633317 0.44314772
4.13700000 1.25433951 0.66547643 -0.89318194 -0.59271639 0.00644165 0.44035925
4.13800000 1.26185315 0.66948236 -0.90212093 -0.59950658 0.00655156 0.43625956
